"","SampleID","Achnanthidium","Actinoptychus","Amphiprora","Asterionella","Asterionellopsis","Attheya","Bacillaria","Bacterosira","Bellerochea","Chaetoceros","Corethron","Coscinodiscus","Craticula","Cylindrotheca","Eolimna","Eucampia","Fragilariopsis","Guinardia","Leptocylindrus","Licmophora","Lithodesmium","Melosira","Navicula","Nitzschia","Planktoniella","Pleurosira","Porosira","Proboscia","Psammoneis","Pseudo-nitzschia","Raphid-pennate_X","Rhizosolenia","Skeletonema","Stellarima","Stephanodiscus","Synedra","Thalassiosira","Toxarium","Unclassified Eukaryota"
"11","Ev32Core_B",0.00109181430422314,0,0.00257668175796661,0,0.0026567481402763,0.000691482392674654,0.00678380621023976,0.00254028794782583,0,0.00375584120652759,0.0874761620543578,0.0101684305533315,0,0,0.000917124015547436,0.00486949179683519,0.047988878051621,0,0.00143391611954639,0,0,0.000312986767210633,0.00456378379165272,0.00455650502962456,0.0124248467820593,0,0.0343484780108599,0.00147030992968716,0,0.00357387215582374,0.0298793181255732,0.227534101000102,0,0.0227170162898694,0,0.000181969050703856,0.0338389646688891,7.27876202815425e-05,0.0158895375074607
"12","Ev32Core_C",0.000657397363836571,0,0.00222200308976761,6.57397363836571e-05,0.000900634388456102,0.000190645235512606,0.00718535318673372,0,0,0.00899976991092266,0.0779739013246557,0.00278736482266706,0,0.00133451664858824,0.000742859021135325,0.00178812082963547,0.174512704204056,0,0.000315550734641554,0,0,0.000374716497386846,0.00612036945731848,0.00402327186667981,0.00337902245011997,0,0.0120237977845709,0.000782302862965519,0,0.000953226177563028,0.0514413437202117,0.105374223449364,0,0.0115899155244387,0,0.00055221378562272,0.0149097722118134,0.000887486441179371,0.0116885251290142
"13","Ev37Core_A",0.00853010260848065,0,0.000194946603649781,0,0.00325227992430366,0,0.000489743906729937,0,0,0.000294797303080156,0.00103654535599152,7.1321928164554e-05,0,0,7.1321928164554e-05,2.85287712658216e-05,0.296998773262836,0,0,0.000394648002510532,0,0,0.00513993362305885,0.0242874939376361,0.00278630999362857,0,0.000675180919957777,0.000670426124746807,0,0.00166893311905056,0.112702910885628,0.00900558212957768,0,0.000190191808438811,0,0.00035660964082277,0.00271023327025305,7.1321928164554e-05,0.00183535095143452
"14","EvXCore_A",0.000840777719390436,0,0.00395866176212997,0,0.00294272201786653,0,0.00945874934314241,0,0,0.000140129619898406,0.00297775442284113,0.0173410404624277,0,0,0.00164652303380627,0.004659309861622,0.12835873182694,0,0,0,0,0,0.00318794885268874,0.00143632860395866,0.000385356454720617,0,0.0322998773865826,0.00886319845857418,0,0,0.181888246628131,0.0595901208617972,0,0.0280259239796812,0,0.00203187948852689,0.00879313364862498,0.00276755999299352,0.00385356454720617
"15","Hero_1",0.000504906260837634,0,0.000571207082967829,0,0.000918011383341153,0,0.00133621656908546,0.0016116199840878,0,0.00426365286929558,0.149503253840348,0.0139486729635447,0,0,0.000300903731206267,0.00477875925661478,0.0374956649462453,0,0.00172892143862584,0,0,0,0.00226442807890818,0,0.00966971990452682,0,0.0379954711438422,0.002386829596687,3.57004426854893e-05,0.00317223933576776,0.00111181378649095,0.282298700503886,0,0.0329311083457435,0,0.000326404047410188,0.0366082539423489,0.00231032864807524,0.0215171668128685
"16","Hero_2",0,0,0,0,0.00284715677034244,0,0,0.000431982406534716,0,0.00394674835061263,0.0338026233113415,0,0,0,0.000628338045868677,0,0.0202933553251649,0,0,0,0,0,0.000520342444234998,0,0.00505615771284951,0,0,0,0,0,0.320560398994659,0.0518967954759661,0.000500706880301602,0.00550777568331763,0,0,0.059574300973924,0,0.00246426327364122
"17","Hero_3",0,0,0,0,0,0,0,0,0,0,0.0501580877703301,0.00723409637030479,0,0,0,0,0.0435816365245985,0,0,0,0,0,0,0.0169217149361325,0,0,0.00429998735297837,0,0,0,0.302567345390161,0.0147211331731377,0,0.0115846718097888,0,0,0.00662703933223726,0,0
"18","Station_B1_2",0.000997689793855118,0,0.00227029855312809,0,0.00244766562759122,0,0.00415038954243729,0.00101986067816301,0,0.00208849730180338,0.102522603216552,0.00049662780849677,0,0,0.000514364515943083,0.00236341626722123,0.0812651593421455,0,0.00407944271265204,0,0,0,0.00304184532704271,0,0.0153599886485072,0,0.0320369278249032,0.00140563406512032,0,0.00224369349195862,0.000953348025239335,0.0893486637608028,0,0.0151826215740441,0,0.000279353142279433,0.0299395621693767,0.001472146718044,0.00844267274444509
"19","Station_B1_3",0.00130074007625028,0,0.00221574344023324,0,0.00265978919040144,0,0.00398295581969051,0.00204978694774613,5.83090379008746e-05,0.00188383045525903,0.0926351199820588,0.000861179636689841,0,0,0.000470957613814757,0.00236824400089706,0.108436869253196,0,0.00351199820587576,0,0,0,0.0026194213949316,0.000188383045525903,0.0185557299843014,0,0.0324601928683561,0.00150706436420722,0,0.00235927337968154,0.000923973985198475,0.100148015250056,0,0.0147297600358825,0,0.000278089257681094,0.0340031397174254,0.00111684234133214,0.00916348957165284
"20","Station_B1_4",0.000323106932438739,0,0.000398897447455234,5.18566681691804e-05,0.000534522579590013,5.58456426437327e-05,0.00206229980334356,0.000745938226741287,0,0.00739954765029459,0.425966628239546,0.00523752348508722,0,0.000271250264269559,0.000530533605115461,0.00423230191750003,0.0181259000123658,0,0.000745938226741287,0,0,5.98346171182851e-05,0.00268059084689917,0.00121663721473846,0.00369379036343546,1.99448723727617e-05,0.0316525124555728,0.00224978160364752,0,0.00224180365469841,0.000542500528539118,0.226043216549457,0.000510588732742699,0.0304039634450379,0,0.000303162060065978,0.0264389228173329,0.00173121492195571,0.0251704289344252
"21","Station_B2_1",0,0,0.00122251245292188,0,0.0017995990766614,0,0.0017995990766614,0.00214129510387559,0,0.00468503219535901,0.143854027457174,0.00214129510387559,6.07459603936338e-05,0,0.000531527153444296,0.00389533471024177,0.0715587413437006,0,0.00276394119791034,0,0,0,0.00270319523751671,0,0.021268679382821,0.000136678410885676,0.0274495808528733,0.00220204106426923,0,0.00452557404932572,0.00137437735390597,0.197720507836229,0,0.0244502490584376,0,0.000311323047017373,0.0369791033896246,0.00241465192564694,0.0246552666747661
"22","Station_B2_2",0.000680577849117175,0,0.00128410914927769,0,0.00111717495987159,0,0.00241412520064205,0,0,0.00335152487961477,0.0909662921348315,0.0038908507223114,0,0,0.000526484751203852,0.00446869983948636,0.0847512038523274,0,0.00174638844301766,0,0,0,0.00243980738362761,0,0.0161926163723917,0,0.0290465489566613,0.00279935794542536,0,0.00385232744783307,0.00859069020866774,0.210234349919743,0,0.0253868378812199,0,0.000449438202247191,0.0375216693418941,0.00175922953451043,0.0250272873194222
"23","Station_B2_3",0.000935408120511746,0,0.00104259030098705,0,0.00136413684241296,0,0.00228005729374738,0.000984127293455066,0,0.00416061736935954,0.142357423340381,0.00360521879780569,0,0,0.000389753383546561,0.00404369135429557,0.0664432080601,0,0.00217287511327208,0,0,0,0.00214364360950609,0.000175389022595952,0.0164378489510762,0,0.0334310964737063,0.0022215942862154,0,0.00356624345945103,0.00140311218076762,0.252238645996746,0,0.0283448148184236,0,0.000516423233199193,0.0399594656481112,0.00228005729374738,0.0255288466222997
"24","Station_B3_1",0.000440738450164566,0,0.000248803963802578,0,0.000774846630128027,0,0.001158715602852,0.000639781621206628,0,0.00409460237572242,0.119596511057559,0.0173380819346996,0,0,0.000390977657404051,0.00481257952840986,0.0341430125183937,0,0.00164921484577709,0,0,0,0.00206151855722136,0,0.00993083249806288,0,0.0371002253453044,0.00216104014274239,0,0.0032913210068741,0.000597129513126186,0.289479857541959,0,0.0312071257455233,0,0.000334108179963461,0.0370362471831837,0.00199043171042062,0.0196839478791239
"25","Station_B3_2",0.0004197477316133,0,0.000314810798709975,0,0.000965419782710591,0,0.00118228944404413,0.000797520690065271,2.79831821075534e-05,0.00428842265798255,0.194762947468571,0.00933938702839593,0,0,0.00020987386580665,0.00415550254297167,0.0317539158965462,0,0.00166499933539942,0,0,0,0.00198680592963629,0,0.00884968134151375,0,0.0287876985931455,0.00336497764843329,0,0.00318308696473419,0.000370777162925082,0.280321526762416,0,0.0266819641395521,0,0.000265840230021757,0.0343843350146562,0.00298720468998132,0.0202808112324493
"26","Station_B3_3",0.000399860048982856,1.99930024491428e-05,0.000399860048982856,0,0.000809716599190283,0,0.00107962213225371,0,0,0.00451841855350627,0.131044134552906,0.0183435797470885,0,0,0.000239916029389714,0.00503823661718399,0.0328584995251662,0,0.00211925825960914,0,0,0,0.00150947168491028,0,0.010356375268656,0,0.033468286099865,0.00245913930124456,0,0.00329884540410856,0.000589793572249713,0.254740840705753,0,0.033748188134153,0,0.000289898535512571,0.0357474883790673,0.00172939471185085,0.0178437546858599
"27","Station_B4_1",0.000224019912881145,0,0.000182534743829081,0,0.000713544907695499,0,0.000879485583903754,0.00139390168014935,0,0.0060402406139805,0.289541588881975,0.00531839867247459,0,0,0.000365069487658162,0.0049367351171956,0.0240531010163866,0,0.00171748599875545,0,0,0,0.00166770379589297,0,0.00573325036299523,3.31881352416511e-05,0.0470773698402821,0.00287907073221323,0,0.00275461522505704,0.000439742791951877,0.304957477701722,0.000356772453847749,0.0381746525617092,0,0.000514416096245592,0.0368056419829911,0.00239784277120929,0.0258452603194358
"28","Station_B4_2",0.000665759896914597,0,0.000243396091345121,0,0.000794616651156131,0,0.000794616651156131,0.00104517145107023,0,0.00564106235235164,0.208984179254063,0.00865487865988976,0,0,0.000386570262724604,0.00592025198654163,0.0413558594029637,0,0.00138163075381201,0,0,0,0.00190421647934713,0.00107380628534612,0.00765981816880235,0,0.0431312191280693,0.00282053117617582,0,0.00330016465029709,0.00470327152981602,0.327654091201947,0,0.0406972582146181,0,0.000501109599828191,0.0412985897344119,0.00248407187343403,0.0279189634189992
"29","Station_B4_3",0.000255337775400029,0,0.000267496717085745,0,0.000541072905014348,0,0.000796410680414377,0.000620106025971499,0,0.00513107339137201,0.287218520499976,0.00592748407178639,0,0,0.000328291425514323,0.0052344243957006,0.0243908370215456,0,0.00128884781868586,0,0,0,0.00141651670638588,0,0.00544112640435776,0,0.0465018724770196,0.00303365595058606,4.25562959000049e-05,0.00252905987062886,0.000370847721414328,0.317634113126793,0.000784251738728661,0.0445503623364622,0,0.000480278196585769,0.0368476727785614,0.00282695394192889,0.0256371285443315
"30","Station_B5_1",0.000167912014104609,0,0.000228970928324467,0,0.00051136840659131,0,0.000778501156303188,0,0,0.00639592126453011,0.454736263652392,0.00460231565932179,0,0,0.000251868021156914,0.00406041779562055,0.0169743781531205,0,0.000763236427748224,0,0,0,0.00177834087665336,0,0.00349562283908686,0,0.029422764289694,0.00216759145480495,0,0.00222101800474733,0.000465574220926416,0.20956182596683,0.000297662206821807,0.0312468993520123,0,0.000244235656879432,0.0280031445340823,0.00161806122682623,0.0255226261439006
"31","Station_B5_2",0.000246656265994117,0,0.000283654705893235,0.000129494539646912,0.000437814872139558,0,0.00114078523022279,0.000511811751937793,0,0.00727019344017661,0.447230975093884,0.00492079250658264,0,0,0.000456314092089117,0.00425482058839852,0.0169576182870956,0,0.000672138324833969,0,0,0,0.00196708372130309,0.000271321892593529,0.00381083930960911,0,0.029981069131585,0.00224457202054647,0,0.0021089110742497,0.000665971918184117,0.225049177093033,0.000721469578032793,0.0299625699116354,0,0,0.0272863494255992,0.0016895954220597,0.0245669640930141
"32","Station_B5_3",0.000154430821706259,0,0.000208145890125828,0,0.000490149999328562,0,0.000879584245370433,0,0,0.00698295889454389,0.418212093947655,0.00489478560973317,0,0,0.000355862328279641,0.00419648972027878,0.0181892650435763,0,0.000624437670377483,0,0,0,0.00149730753219547,0,0.00382719862489425,0,0.0330750533793492,0.00203445821639115,0,0.00214860273678274,0.000490149999328562,0.238333758577625,0.000329004794069856,0.0314837444774195,0,0.000248432191440504,0.0266091020183437,0.00187331301113245,0.024205352706568
