"","VarA","VarB","rho.spear","p.spear","fdr.spear","rho.clr","p.clr","fdr.clr","sparcc","p.sparcc","fdr.sparcc"
"14","Fragilariopsis_sublineata.21","Polaribacter.sp..L3A8.13",0.766495601173021,3.14254918488296e-07,2.40830872112526e-06,0.766495601173021,3.14254918488296e-07,3.06772658524289e-06,-0.00454489832425311,0.86,1
"15","Fragilariopsis_sublineata.21","Fragilariopsis_sublineata.21",1,0,0,1,0,0,1,1,1
"16","Polaribacter.sp..L3A8.9","Sulfitobacter.sp..SK011.2",0.531400087920502,0.00175008169597864,0.00510699996691275,0.439956672652911,0.0117439815146721,0.0267501801167531,-0.0269347781759567,0.96,1
"17","Polaribacter.sp..L3A8.17","Sulfitobacter.sp..SK011.2",0.696659272139041,9.46680950862877e-06,5.20992201146013e-05,0.632391811609609,0.00010313763201097,0.000449855628984018,-0.0300056081699388,0.94,1
"18","Paraglaciecola.psychrophila.170.3","Sulfitobacter.sp..SK011.2",0.810871730565631,1.83506643419761e-08,1.81295720005065e-07,0.64928497266306,5.80809564791721e-05,0.000278516867327024,0.0014714871012167,0.98,1
"19","Polaribacter.sp..L3A8.13","Sulfitobacter.sp..SK011.2",0.739259417404265,1.34557968469492e-06,9.35063848686298e-06,0.640103906873141,7.96918968266864e-05,0.000363040863321571,0.0555709930445648,0.9,1
"20","Fragilariopsis_sublineata.21","Sulfitobacter.sp..SK011.2",0.807566546881261,2.32396197402989e-08,2.2686295460768e-07,0.655160854768608,4.71744639602054e-05,0.000244829496502332,-5.48368221901466e-05,0.98,1
"21","Sulfitobacter.sp..SK011.2","Sulfitobacter.sp..SK011.2",1,2.27177002464235e-236,4.90224057949139e-235,1,2.27177002464235e-236,4.90224057949139e-235,1,1,1
"22","Polaribacter.sp..L3A8.9","Sulfitobacter.sp..SK011.4",0.625284664183578,0.000130017761794608,0.000517546430444557,0.495585075619866,0.00392382097854611,0.0106189214600918,-0.0160240974978088,0.92,1
"23","Polaribacter.sp..L3A8.17","Sulfitobacter.sp..SK011.4",0.683133628400915,1.64357002505652e-05,8.58425108628246e-05,0.759774294370381,4.57895529103967e-07,4.12609158093684e-06,0.0552424541253878,1,1
"24","Paraglaciecola.psychrophila.170.3","Sulfitobacter.sp..SK011.4",0.629706241066431,0.000112646233959778,0.000459551800233918,0.532063084903409,0.0017226733951384,0.00517433034437174,0.019574904488059,0.94,1
"25","Polaribacter.sp..L3A8.13","Sulfitobacter.sp..SK011.4",0.711873878139465,4.90674466821444e-06,3.09502355995065e-05,0.446947729908474,0.0103306023048646,0.0238622363098281,-0.00410476555592096,0.86,1
"26","Fragilariopsis_sublineata.21","Sulfitobacter.sp..SK011.4",0.78188217878465,1.2644773566233e-07,1.05803207390929e-06,0.546801674512922,0.00120268508616197,0.00379308373328005,0.0108876128063674,0.92,1
"27","Sulfitobacter.sp..SK011.2","Sulfitobacter.sp..SK011.4",0.876342968441898,4.96636509107601e-11,7.40439886305878e-10,0.698785694717992,8.65686905907006e-06,5.67890610274996e-05,-0.00869840927382416,0.82,1
"28","Sulfitobacter.sp..SK011.4","Sulfitobacter.sp..SK011.4",1,0,0,1,0,0,1,1,1
"29","Polaribacter.sp..L3A8.9","Unclassified.Eukaryota.6",0.56988360609615,0.000662125890109917,0.00212918913682405,0.458986345984162,0.00823284231617625,0.0197554989726712,-0.00646764680603665,0.98,1
"30","Polaribacter.sp..L3A8.17","Unclassified.Eukaryota.6",0.350105399692392,0.0494869808860841,0.0935007472962879,0.306113098160364,0.0883959719805337,0.153895322768657,-0.0242181286645694,0.9,1
"31","Paraglaciecola.psychrophila.170.3","Unclassified.Eukaryota.6",0.431491157526644,0.0136699090518162,0.0323035314769144,0.406562186658495,0.0209371634471475,0.0447095677777629,-0.0478797266269887,0.88,1
"32","Polaribacter.sp..L3A8.13","Unclassified.Eukaryota.6",0.541655212613099,0.00136599150263009,0.00414856678576547,0.449271379395839,0.00989385330968057,0.0229179652936104,-0.0720684108444456,0.82,1
"33","Fragilariopsis_sublineata.21","Unclassified.Eukaryota.6",0.709925765973107,5.34975794265616e-06,3.34870344502141e-05,0.680597564951755,1.81687090936484e-05,0.000108747017932786,-0.00205714855691184,0.84,1
"34","Sulfitobacter.sp..SK011.2","Unclassified.Eukaryota.6",0.533285174760004,0.00167313176350508,0.0049174481938142,0.309613913445374,0.0846322144838219,0.147971035984507,-0.0146131558769185,0.92,1
"35","Sulfitobacter.sp..SK011.4","Unclassified.Eukaryota.6",0.648925879297849,5.88155425159612e-05,0.000256062648100246,0.353021574314219,0.0474937222862388,0.0910128835446749,-0.056880615704429,0.96,1
"36","Unclassified.Eukaryota.6","Unclassified.Eukaryota.6",1,0,0,1,0,0,1,1,1
"37","MAST.1A_XX_sp..5","Polaribacter.sp..L3A8.9",-0.200879765395894,0.270278409593274,0.389504913649358,-0.292888563049853,0.103777279233837,0.176550558032669,0.0789233199408925,0.72,1
"38","MAST.1A_XX_sp..5","Polaribacter.sp..L3A8.17",-0.461510263929619,0.00784229635780588,0.0194280453577064,-0.424853372434018,0.0153591008629493,0.0336750339775893,-0.0500763698831636,0.96,1
"39","MAST.1A_XX_sp..5","Paraglaciecola.psychrophila.170.3",0.031891495601173,0.862437800954749,0.903191566772534,-0.0216275659824047,0.906471798737254,0.934977201213268,-0.0507509167910401,0.72,1
"40","MAST.1A_XX_sp..5","Polaribacter.sp..L3A8.13",-0.0344574780058651,0.851487210817787,0.896302327176618,-0.0678152492668622,0.712289263105446,0.797919666320308,-0.007272579437155,0.88,1
"41","Fragilariopsis_sublineata.21","MAST.1A_XX_sp..5",0.144794721407625,0.4291338461808,0.547623475366545,0.141862170087977,0.438638160888368,0.558514428460345,0.0183639279846482,0.9,1
"42","MAST.1A_XX_sp..5","Sulfitobacter.sp..SK011.2",-0.0558208800027065,0.761551513403001,0.829312405033812,-0.300771715277741,0.094383482491235,0.162935696090132,-0.0248753969933648,0.92,1
"43","MAST.1A_XX_sp..5","Sulfitobacter.sp..SK011.4",0.0641128648013804,0.727384629810087,0.804933058629246,-0.218868055701264,0.228781359190765,0.330948731992123,-0.0557954449108804,0.98,1
"44","MAST.1A_XX_sp..5","Unclassified.Eukaryota.6",0.51782604928325,0.00240115404306801,0.00686044012305146,0.472733940212921,0.00629046890350122,0.0159203225335525,-0.0232710379065395,0.96,1
"45","MAST.1A_XX_sp..5","MAST.1A_XX_sp..5",1,0,0,1,0,0,1,1,1
"46","Polaribacter.sp..L3A8.9","Thalassiosira_tumida.10",0.12683284457478,0.489106236733415,0.602202874056157,0.229838709677419,0.205707052640418,0.306690514845713,0.011738001444231,1,1
"47","Polaribacter.sp..L3A8.17","Thalassiosira_tumida.10",-0.141862170087977,0.438638160888368,0.555066808531577,-0.120967741935484,0.509574726554085,0.62929409002161,-0.0417310731752959,0.88,1
"48","Paraglaciecola.psychrophila.170.3","Thalassiosira_tumida.10",0.0905425219941349,0.622138095249298,0.720555421051447,0.0905425219941349,0.622138095249298,0.721574594207107,-0.0432648058164348,0.78,1
"49","Polaribacter.sp..L3A8.13","Thalassiosira_tumida.10",0.119134897360704,0.51605719684291,0.625986540549091,0.119134897360704,0.51605719684291,0.632536474456182,0.065632081734444,0.98,1
"50","Fragilariopsis_sublineata.21","Thalassiosira_tumida.10",0.296554252199414,0.0993251549004602,0.171106359282305,0.296554252199414,0.0993251549004602,0.170034711938157,-0.039063205458243,0.94,1
"51","Sulfitobacter.sp..SK011.2","Thalassiosira_tumida.10",0.0345208073700948,0.851217281071229,0.896302327176618,-0.0370915057912721,0.840274444396419,0.892519487571326,-0.0244072745510259,0.98,1
"52","Sulfitobacter.sp..SK011.4","Thalassiosira_tumida.10",0.172809963171537,0.344245735179591,0.474422693860949,-0.00331618266214036,0.985628622598262,0.986832076349908,0.0166260159785111,0.84,1
"53","Thalassiosira_tumida.10","Unclassified.Eukaryota.6",0.586747321683428,0.000416099017019646,0.00141989667890664,0.682063975002822,1.71475638272842e-05,0.000104155572876838,0.0257992841757893,0.96,1
"54","MAST.1A_XX_sp..5","Thalassiosira_tumida.10",0.707844574780059,5.86283972953029e-06,3.56113228015914e-05,0.694281524926686,1.04532108430927e-05,6.74931723727246e-05,0.069195127035708,0.88,1
"55","Thalassiosira_tumida.10","Thalassiosira_tumida.10",1,0,0,1,0,0,1,1,1
"56","Cryptophyceae.3","Polaribacter.sp..L3A8.9",0.243768328445748,0.178791880628312,0.276621400217389,0.165689149560117,0.364790199659613,0.481687542223643,-0.0389519868790515,1,1
"57","Cryptophyceae.3","Polaribacter.sp..L3A8.17",-0.0146627565982405,0.936516293564777,0.953966907730581,-0.031524926686217,0.864004269612445,0.907619449506626,-0.0220581582918447,1,1
"58","Cryptophyceae.3","Paraglaciecola.psychrophila.170.3",0.093841642228739,0.609450540769328,0.712909334423464,0.111436950146628,0.543719326159043,0.657595645207102,0.0541335949449085,0.94,1
"59","Cryptophyceae.3","Polaribacter.sp..L3A8.13",0.0652492668621701,0.722740297787961,0.803044775319956,0.0109970674486804,0.952366326910222,0.967310827686205,0.0216187315014994,0.96,1
"60","Cryptophyceae.3","Fragilariopsis_sublineata.21",0.310850439882698,0.083332632007014,0.147586950854755,0.285923753665689,0.11264853113508,0.188129929797893,-0.0772286464972825,0.9,1
"61","Cryptophyceae.3","Sulfitobacter.sp..SK011.2",0.305545869488499,0.0890176672884266,0.15697739177744,0.12559698000609,0.4933839856931,0.612992224649003,0.0506482444645781,0.94,1
"62","Cryptophyceae.3","Sulfitobacter.sp..SK011.4",0.394994201534941,0.0252608945773332,0.0546541782411959,0.0854838197351738,0.641800154832291,0.742279445645245,-0.0131238453650108,0.84,1
"63","Cryptophyceae.3","Unclassified.Eukaryota.6",0.557602421918459,0.000914517441651931,0.00284429248679575,0.411144718068081,0.019402916484324,0.0416502395736797,0.0088138983779474,1,1
"64","Cryptophyceae.3","MAST.1A_XX_sp..5",0.50366568914956,0.00329495735302526,0.00912792239689429,0.490469208211144,0.0043732530149676,0.01168100153835,0.0264807151710445,0.86,1
"65","Cryptophyceae.3","Thalassiosira_tumida.10",0.356671554252199,0.0450897042672555,0.0874079373502352,0.453812316715543,0.00908526994860643,0.0212248471733825,-0.0812786836346308,0.94,1
"66","Cryptophyceae.3","Cryptophyceae.3",1,0,0,1,0,0,1,1,1
"67","Polaribacter.sp..L3A8.9","Rhizosolenia_pungens.13",0.331591972797663,0.063741486989816,0.117001911249361,0.351205207230693,0.0487275673348691,0.092278533982893,-0.075363854677737,0.92,1
"68","Polaribacter.sp..L3A8.17","Rhizosolenia_pungens.13",0.0318944186107205,0.862425312035373,0.903191566772534,0.235725415709118,0.194011131308668,0.292981818919168,0.0399278923961166,1,1
"69","Paraglaciecola.psychrophila.170.3","Rhizosolenia_pungens.13",0.084868481705538,0.644208528655006,0.738812578317629,0.223810834044194,0.218178045516093,0.320185213240841,-0.0648182089812223,0.86,1
"70","Polaribacter.sp..L3A8.13","Rhizosolenia_pungens.13",0.013014389203225,0.943641056045688,0.956471774978324,0.127760975699266,0.485906170671097,0.606373284689523,-0.0335145524880994,0.96,1
"71","Fragilariopsis_sublineata.21","Rhizosolenia_pungens.13",0.0344606362000889,0.85147374920535,0.896302327176618,0.162771515668505,0.373413410589888,0.490703520326455,-0.0629717780033411,0.84,1
"72","Rhizosolenia_pungens.13","Sulfitobacter.sp..SK011.2",0.144706858715869,0.429416944708157,0.547623475366545,0.0312184847483473,0.865314185728955,0.907619449506626,-0.0666420845989004,0.92,1
"73","Rhizosolenia_pungens.13","Sulfitobacter.sp..SK011.4",0.107970063960403,0.556401692866737,0.666057500949963,0.0725942068266192,0.692962280204178,0.783825971889989,0.0377895620730633,0.94,1
"74","Rhizosolenia_pungens.13","Unclassified.Eukaryota.6",0.369569202566453,0.0373635953576954,0.0749098977831545,0.148487626031164,0.41732856482008,0.538912477405457,-0.0360140173766799,0.76,1
"75","MAST.1A_XX_sp..5","Rhizosolenia_pungens.13",0.194116030510075,0.287072762876694,0.410087036799888,-0.0148474017670596,0.935718489385057,0.954339752855406,-0.0331588933225839,0.96,1
"76","Rhizosolenia_pungens.13","Thalassiosira_tumida.10",0.238108332042103,0.189411046936272,0.290855914771054,0.102098799805582,0.578186375878116,0.686125655890095,-0.055023056490067,0.88,1
"77","Cryptophyceae.3","Rhizosolenia_pungens.13",0.612042895064344,0.0001972390432167,0.00073852061843696,0.56988360609615,0.000662125890109917,0.00220708630036639,0.0102854336795257,0.96,1
"78","Rhizosolenia_pungens.13","Rhizosolenia_pungens.13",1,0,0,1,0,0,1,1,1
"79","Glaciecola.amylolytica.2","Polaribacter.sp..L3A8.9",0.310117302052786,0.0841012913986026,0.148627282213048,0.18658357771261,0.306545473272105,0.416171006760142,0.022649017851982,0.84,1
"80","Glaciecola.amylolytica.2","Polaribacter.sp..L3A8.17",0.0179618768328446,0.922271478427095,0.944148080287413,-0.0531524926686217,0.772644545253177,0.85042755316457,-0.0829256783609755,0.9,1
"81","Glaciecola.amylolytica.2","Paraglaciecola.psychrophila.170.3",-0.354472140762463,0.0465263692693523,0.0899802424548795,-0.414222873900293,0.0184256000787112,0.039656147151032,0.0930749848663075,NA,NA
"82","Glaciecola.amylolytica.2","Polaribacter.sp..L3A8.13",-0.0425219941348974,0.817256596852234,0.871456969335282,-0.0707478005865103,0.700407808815181,0.791094219322932,0.0811292780032366,0.98,1
"83","Fragilariopsis_sublineata.21","Glaciecola.amylolytica.2",-0.350439882697947,0.0492550315240178,0.0932774269046064,-0.380865102639296,0.0315095834231976,0.0645802786183281,0.0876399949334458,0.82,1
"84","Glaciecola.amylolytica.2","Sulfitobacter.sp..SK011.2",-0.213000726326117,0.241813127041258,0.354716930543527,-0.222549034747633,0.220852429672762,0.322820116929006,-0.0606420088809231,0.92,1
"85","Glaciecola.amylolytica.2","Sulfitobacter.sp..SK011.4",-0.0913792555789789,0.61890994556992,0.718847245562797,-0.225868885765783,0.213863552177575,0.31654894004623,-0.0289447818923147,0.9,1
"86","Glaciecola.amylolytica.2","Unclassified.Eukaryota.6",0.0872513980385228,0.634901955066656,0.733267046696701,-0.120978829213078,0.509535636175834,0.62929409002161,-0.043853197565336,0.98,1
"87","Glaciecola.amylolytica.2","MAST.1A_XX_sp..5",0.0795454545454545,0.665188272004636,0.752350873163864,-0.00806451612903226,0.965059528924843,0.972969324747085,-0.0291982636642188,0.86,1
"88","Glaciecola.amylolytica.2","Thalassiosira_tumida.10",0.0223607038123167,0.903315880987934,0.932895494219277,-0.0161290322580645,0.93018262379607,0.950046392062835,-0.0644454779929444,0.98,1
"89","Cryptophyceae.3","Glaciecola.amylolytica.2",0.292155425219941,0.104685477532418,0.179082361166989,0.193548387096774,0.288511959481614,0.398954142959399,0.0557602333241119,0.68,1
"90","Glaciecola.amylolytica.2","Rhizosolenia_pungens.13",0.226926955402713,0.211668306118756,0.318473414710789,0.0373934563022241,0.838990994370394,0.892312082209758,0.017339437721185,0.94,1
"91","Glaciecola.amylolytica.2","Glaciecola.amylolytica.2",1,0,0,1,0,0,1,1,1
"92","Polaribacter.sp..L3A8.9","Pseudopedinella_elastica.3",0.654935389058072,4.75563480196464e-05,0.000213094018448689,0.671982405901733,2.53576904942959e-05,0.000141451062621242,-0.0686006771531348,0.92,1
"93","Polaribacter.sp..L3A8.17","Pseudopedinella_elastica.3",0.296581432828424,0.099292692080662,0.171106359282305,0.52314178571837,0.00212471089223789,0.00622236761298238,-0.0371143870643629,0.78,1
"94","Paraglaciecola.psychrophila.170.3","Pseudopedinella_elastica.3",0.109797452573687,0.549699802511726,0.658996839268444,0.277701403420929,0.123837678266144,0.203093792356476,-0.0313311248731066,0.96,1
"95","Polaribacter.sp..L3A8.13","Pseudopedinella_elastica.3",0.337091010489167,0.0592076404091705,0.110091304162176,0.491064065851266,0.00431881927316141,0.0115733065489946,-0.0396189469302536,0.94,1
"96","Fragilariopsis_sublineata.21","Pseudopedinella_elastica.3",0.391898086147819,0.0265348516049003,0.0568109094413009,0.566400882224865,0.000726553370861986,0.00238309505642731,0.0840650479507383,0.98,1
"97","Pseudopedinella_elastica.3","Sulfitobacter.sp..SK011.2",0.26186799559496,0.147668192141599,0.235599705415549,0.314021228939258,0.0800702244562805,0.14242426042115,0.019654675648759,0.96,1
"98","Pseudopedinella_elastica.3","Sulfitobacter.sp..SK011.4",0.451410676967556,0.00950565099463119,0.0231294771976189,0.270477907668723,0.134328828076518,0.215979684358323,0.051423723962827,0.96,1
"99","Pseudopedinella_elastica.3","Unclassified.Eukaryota.6",0.77910174152154,1.49849986682656e-07,1.24118170787655e-06,0.56205316223648,0.000814686962624653,0.00265811630461602,-0.0221817698038386,0.9,1
"100","MAST.1A_XX_sp..5","Pseudopedinella_elastica.3",0.385115939661631,0.0295099588488889,0.0623664078765177,0.196315645586676,0.281539393692654,0.390629954023649,-0.0111425340109998,0.94,1
"101","Pseudopedinella_elastica.3","Thalassiosira_tumida.10",0.597012192040901,0.000309664574836882,0.00110402152767932,0.48116579800656,0.00530454643564342,0.0137649622697076,-0.0209524833482243,0.92,1
"102","Cryptophyceae.3","Pseudopedinella_elastica.3",0.707359548383739,5.98864744370193e-06,3.61080213517322e-05,0.633672443317591,9.88615302551121e-05,0.00043351045352509,-0.0196495151426323,0.98,1
"103","Pseudopedinella_elastica.3","Rhizosolenia_pungens.13",0.613932172318973,0.000186065166077635,0.000703103392551432,0.531439046746105,0.00174846068902763,0.00519470204711107,-0.0144489019867448,0.98,1
"104","Glaciecola.amylolytica.2","Pseudopedinella_elastica.3",0.417926864554269,0.0173041064170931,0.0398577732079111,0.236458620734652,0.192587512479574,0.292375370739047,-0.0290098794293553,0.92,1
"105","Pseudopedinella_elastica.3","Pseudopedinella_elastica.3",1,0,0,1,0,0,1,1,1
"106","Marinomonas.5","Polaribacter.sp..L3A8.9",0.660190615835777,3.93405964416793e-05,0.000181231961135826,0.657991202346041,4.26094393106203e-05,0.000226881430095511,-0.0943523572673384,0.98,1
"107","Marinomonas.5","Polaribacter.sp..L3A8.17",0.263563049853372,0.144968987396704,0.233087391500583,0.270527859237537,0.134254110864812,0.215979684358323,0.0438264772360284,0.92,1
"108","Marinomonas.5","Paraglaciecola.psychrophila.170.3",-0.0186950146627566,0.919109020571313,0.942086746085596,-0.00513196480938416,0.977761139436276,0.981351449617804,0.0187452851528922,0.88,1
"109","Marinomonas.5","Polaribacter.sp..L3A8.13",0.277492668621701,0.124132055981813,0.206049161751188,0.295087976539589,0.101088317480245,0.172692542362084,-0.0157709264397908,0.96,1
"110","Fragilariopsis_sublineata.21","Marinomonas.5",0.141129032258065,0.441032041431261,0.55637888303636,0.191715542521994,0.293190386142855,0.402707063043788,0.0310823762738043,0.8,1
"111","Marinomonas.5","Sulfitobacter.sp..SK011.2",0.148733265796685,0.416549818504562,0.536527807677155,-0.00954830842151559,0.958635866860605,0.970547632859964,0.0337173601174103,0.96,1
"112","Marinomonas.5","Sulfitobacter.sp..SK011.4",0.379150217704715,0.0323468670806148,0.0678374194529517,0.0504796694125811,0.783800393287716,0.8592464204491,-0.0697108346887964,0.8,1
"113","Marinomonas.5","Unclassified.Eukaryota.6",0.634405648343125,9.64853700795153e-05,0.000399585876086882,0.457703237189478,0.00843763569151941,0.0201716071925537,0.00450998455545875,0.86,1
"114","Marinomonas.5","MAST.1A_XX_sp..5",0.322947214076246,0.0714138260702298,0.128985324620239,0.203812316715543,0.263199858079826,0.370831415164015,0.0365600448765837,0.96,1
"115","Marinomonas.5","Thalassiosira_tumida.10",0.408724340175953,0.0202012211302707,0.0448916025117126,0.355205278592375,0.046043475835653,0.0890463447764988,-0.0380451912707981,0.9,1
"116","Cryptophyceae.3","Marinomonas.5",0.509530791788856,0.00289490305723685,0.00810177647417822,0.468108504398827,0.00689488568795344,0.016978397189555,0.109154191761813,NA,NA
"117","Marinomonas.5","Rhizosolenia_pungens.13",0.586747321683428,0.000416099017019646,0.00141989667890664,0.500045827414055,0.00356498594668158,0.00974429492092965,0.00629299557447313,0.88,1
"118","Glaciecola.amylolytica.2","Marinomonas.5",0.51099706744868,0.00280172383933214,0.00789489191839296,0.456378299120235,0.00865362356302696,0.0204840160576486,0.0164678214324337,0.86,1
"119","Marinomonas.5","Pseudopedinella_elastica.3",0.79717716401163,4.74612506232119e-08,4.37283432708244e-07,0.702777016974152,7.30385929834591e-06,4.99097052053637e-05,0.0268739424049647,0.98,1
"120","Marinomonas.5","Marinomonas.5",1,0,0,1,0,0,1,1,1
"121","Polaribacter.sp..L3A8.9","Rhizosolenia_pungens.12",0.681818181818182,1.73150235413867e-05,8.92976056851389e-05,0.621700879765396,0.000145812810408676,0.000591913388787694,-0.0125753365333223,0.76,1
"122","Polaribacter.sp..L3A8.17","Rhizosolenia_pungens.12",0.297287390029326,0.0984523521394133,0.1703184150935,0.259897360703812,0.150851826098366,0.236970301533831,-0.0528751249130696,0.84,1
"123","Paraglaciecola.psychrophila.170.3","Rhizosolenia_pungens.12",0.0384897360703812,0.834334661564061,0.885063935941177,0.0384897360703812,0.834334661564061,0.888512236990298,-0.032464894475584,0.94,1
"124","Polaribacter.sp..L3A8.13","Rhizosolenia_pungens.12",0.318181818181818,0.0759398459373849,0.136858623447595,0.318181818181818,0.0759398459373849,0.136259679800122,-0.0324057750039118,0.84,1
"125","Fragilariopsis_sublineata.21","Rhizosolenia_pungens.12",0.19391495601173,0.287582037939609,0.410087036799888,0.19391495601173,0.287582037939609,0.398339984983917,-0.0280080100014604,0.86,1
"126","Rhizosolenia_pungens.12","Sulfitobacter.sp..SK011.2",0.25339741580176,0.1617042630612,0.255979721448232,0.0477415421075779,0.795272686510413,0.865987130739216,-0.0145577516662435,1,1
"127","Rhizosolenia_pungens.12","Sulfitobacter.sp..SK011.4",0.438104576142766,0.0121445582419397,0.0291185314572822,0.0276348555178364,0.880657942556856,0.917585149805111,-0.0101897991572548,0.84,1
"128","Rhizosolenia_pungens.12","Unclassified.Eukaryota.6",0.633672443317591,9.88615302551121e-05,0.00040736911964418,0.476766567853357,0.00580100483152502,0.0147270091698158,0.0221587553896278,0.92,1
"129","MAST.1A_XX_sp..5","Rhizosolenia_pungens.12",0.262463343108504,0.146716040620764,0.235275495521252,0.197947214076246,0.277479677456129,0.386961454955827,0.0238245432980072,0.8,1
"130","Rhizosolenia_pungens.12","Thalassiosira_tumida.10",0.458944281524927,0.00823948859591897,0.020228684576807,0.458944281524927,0.00823948859591897,0.0197554989726712,-0.102850877280929,0.96,1
"131","Cryptophyceae.3","Rhizosolenia_pungens.12",0.570014662756598,0.000659803061360451,0.00212918913682405,0.538856304985337,0.00146269745673765,0.00447541759151071,0.123981051853631,NA,NA
"132","Rhizosolenia_pungens.12","Rhizosolenia_pungens.13",0.674365322234717,2.31491313184081e-05,0.000116455752644752,0.598478602091969,0.000296624477351682,0.00108585746173384,-0.0260363598646037,0.88,1
"133","Glaciecola.amylolytica.2","Rhizosolenia_pungens.12",0.503299120234604,0.00332147289396597,0.00917039654226296,0.468475073313783,0.0068452448913011,0.016958008492045,0.000437422719299451,0.72,1
"134","Pseudopedinella_elastica.3","Rhizosolenia_pungens.12",0.8551003610288,4.61745127718056e-10,6.01001594807629e-09,0.76051691273494,4.39503963009148e-07,4.00436944075001e-06,0.11028978488892,NA,NA
"135","Marinomonas.5","Rhizosolenia_pungens.12",0.920087976539589,9.60510720679483e-14,1.87528283561232e-12,0.899560117302053,2.57615869804193e-12,5.15231739608385e-11,0.00444434083433609,0.98,1
"136","Rhizosolenia_pungens.12","Rhizosolenia_pungens.12",1,0,0,1,0,0,1,1,1
"137","Polaribacter.sp..L3A8.31","Polaribacter.sp..L3A8.9",0.915689149560117,2.08238944125589e-13,3.88081668597689e-12,0.86950146627566,1.06213856193862e-10,1.85309281019078e-09,0.0634708002303296,0.86,1
"138","Polaribacter.sp..L3A8.17","Polaribacter.sp..L3A8.31",0.703812316715543,6.98574252943853e-06,4.091649195814e-05,0.653958944281525,4.92424684657612e-05,0.000251996913058132,-0.0142614109033489,0.88,1
"139","Paraglaciecola.psychrophila.170.3","Polaribacter.sp..L3A8.31",0.188782991202346,0.300775770071794,0.424502808018711,0.188782991202346,0.300775770071794,0.409694570529686,-0.014677032526381,0.96,1
"140","Polaribacter.sp..L3A8.13","Polaribacter.sp..L3A8.31",0.536656891495601,0.00154283547944225,0.00460045488415506,0.536656891495601,0.00154283547944225,0.0046856484931209,-0.0519483428070933,0.92,1
"141","Fragilariopsis_sublineata.21","Polaribacter.sp..L3A8.31",0.279325513196481,0.121564838214742,0.202864314796455,0.279325513196481,0.121564838214742,0.200167002682908,0.0517510445810076,0.82,1
"142","Polaribacter.sp..L3A8.31","Sulfitobacter.sp..SK011.2",0.349614985280109,0.0498286325228327,0.0939298360200524,0.274330245802775,0.128655606239768,0.209715536443579,0.0727966367700499,0.88,1
"143","Polaribacter.sp..L3A8.31","Sulfitobacter.sp..SK011.4",0.441052294064668,0.0115122933395116,0.0277649427599986,0.287770962125736,0.110242318048772,0.186005557201632,0.0360164445715495,0.98,1
"144","Polaribacter.sp..L3A8.31","Unclassified.Eukaryota.6",0.522225279436453,0.00217029860294649,0.00626635512118353,0.355787738640279,0.045662690329658,0.0885186904735687,0.0423703754727019,0.9,1
