X1,X,Precursor.Ion.Name,Retention.Time,Area,Background,Height,Mass.Error.PPM,SNFlag,ppmFlag,areaminFlag,RT_ref,RT_max,RT_min,RTFlag,Blank.Area,BlankFlag,Flags,QC_area,Reps_Present,ReplicateFlag,Samps_Present,Replicate.Name,SampleFlag,SmpFlag,CmpFlag,Filled_area,Backfill_Flag
3220,4145,Adenosine,4.86,215770896,3191642,8247622,-2.6,NA,NA,NA,4.88625,4.98,4.78,NA,NA,NA,NA,215770896,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,215770896,NA
3221,4146,Adenosine,4.98,235194064,3009756,8540629,-1.5,NA,NA,NA,4.88625,4.98,4.78,NA,NA,NA,NA,235194064,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,235194064,NA
3245,4170,Adenosyl Homocysteine,9.85,231133328,3861523,10993537,-1.7,NA,NA,NA,9.94625,10.26,9.37,NA,NA,NA,NA,231133328,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,231133328,NA
3246,4171,Adenosyl Homocysteine,9.37,377874752,9226325,16362631,-0.8,NA,NA,NA,9.94625,10.26,9.37,NA,NA,NA,NA,377874752,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,377874752,NA
3247,4172,Adenosyl Homocysteine,10.26,117819584,2489103,4621402,-1.5,NA,NA,NA,9.94625,10.26,9.37,NA,NA,NA,NA,117819584,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,117819584,NA
3248,4173,Adenosyl Homocysteine,9.79,229610432,649601,8685292,-0.7,NA,NA,NA,9.94625,10.26,9.37,NA,NA,NA,NA,229610432,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,229610432,NA
3249,4174,Adenosyl Homocysteine,NA,NA,NA,#N/A,NA,NA,NA,NA,9.94625,10.26,9.37,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,NA,NA
3250,4175,Adenosyl Homocysteine,NA,NA,NA,#N/A,NA,NA,NA,NA,9.94625,10.26,9.37,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,NA,NA
3251,4176,Adenosyl Homocysteine,10.26,1058338,0,77243,-1.8,NA,NA,NA,9.94625,10.26,9.37,NA,NA,NA,NA,1058338,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,1058338,NA
3252,4177,Adenosyl Homocysteine,9.86,494084,0,56194,-0.3,NA,NA,NA,9.94625,10.26,9.37,NA,NA,NA,NA,494084,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,494084,NA
3253,4178,Adenosyl Homocysteine,10.19,1018369,0,78863,-1.9,NA,NA,NA,9.94625,10.26,9.37,NA,NA,NA,NA,1018369,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,1018369,NA
3254,4179,Adenosyl Homocysteine,9.99,785848,0,63038,-0.9,NA,NA,NA,9.94625,10.26,9.37,NA,NA,NA,NA,785848,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,785848,NA
3278,4203,Adenosyl Methionine,12.33,122396280,3144505,4148598,-1.3,NA,NA,NA,12.2925,12.33,12.27,NA,NA,NA,NA,122396280,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,122396280,NA
3279,4204,Adenosyl Methionine,12.31,102225248,0,3873664,-0.7,NA,NA,NA,12.2925,12.33,12.27,NA,NA,NA,NA,102225248,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,102225248,NA
3280,4205,Adenosyl Methionine,12.27,113947512,1972358,4501995,-1.3,NA,NA,NA,12.2925,12.33,12.27,NA,NA,NA,NA,113947512,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,113947512,NA
3281,4206,Adenosyl Methionine,12.31,160100592,3262720,7037511,-0.3,NA,NA,NA,12.2925,12.33,12.27,NA,NA,NA,NA,160100592,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,160100592,NA
3282,4207,Adenosyl Methionine,NA,NA,NA,#N/A,NA,NA,NA,NA,12.2925,12.33,12.27,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,NA,NA
3283,4208,Adenosyl Methionine,NA,NA,NA,#N/A,NA,NA,NA,NA,12.2925,12.33,12.27,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,NA,NA
3284,4209,Adenosyl Methionine,12.27,12894931,0,485361,-1.4,NA,NA,NA,12.2925,12.33,12.27,NA,NA,NA,NA,12894931,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,12894931,NA
3285,4210,Adenosyl Methionine,12.27,10993842,1667753,507133,-0.1,NA,NA,NA,12.2925,12.33,12.27,NA,NA,NA,NA,10993842,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,10993842,NA
3286,4211,Adenosyl Methionine,12.3,9145024,0,370960,-1.2,NA,NA,NA,12.2925,12.33,12.27,NA,NA,NA,NA,9145024,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,9145024,NA
3287,4212,Adenosyl Methionine,12.28,5478252,0,267361,-0.6,NA,NA,NA,12.2925,12.33,12.27,NA,NA,NA,NA,5478252,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,5478252,NA
3311,4236,Alanine,10.84,44770624,3804614,2090543,-0.7,NA,NA,NA,10.9575,11.19,10.84,NA,NA,NA,NA,44770624,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,44770624,NA
3312,4237,Alanine,11.19,59495752,3608806,2081200,0.3,NA,NA,NA,10.9575,11.19,10.84,NA,NA,NA,NA,59495752,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,59495752,NA
3313,4238,Alanine,10.97,423075840,4902272,39508164,-0.5,NA,NA,NA,10.9575,11.19,10.84,NA,NA,NA,NA,423075840,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,423075840,NA
3314,4239,Alanine,10.89,329941600,4580893,31751218,0.3,NA,NA,NA,10.9575,11.19,10.84,NA,NA,NA,NA,329941600,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,329941600,NA
3315,4240,Alanine,NA,NA,NA,#N/A,NA,NA,NA,NA,10.9575,11.19,10.84,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,NA,NA
3316,4241,Alanine,NA,NA,NA,#N/A,NA,NA,NA,NA,10.9575,11.19,10.84,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,NA,NA
3317,4242,Alanine,10.97,388586048,10853754,40088036,-0.7,NA,NA,NA,10.9575,11.19,10.84,NA,NA,NA,NA,388586048,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,388586048,NA
3318,4243,Alanine,10.89,310720448,9239836,32023348,0.7,NA,NA,NA,10.9575,11.19,10.84,NA,NA,NA,NA,310720448,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,310720448,NA
3319,4244,Alanine,10.99,357610560,4582362,34363824,-0.9,NA,NA,NA,10.9575,11.19,10.84,NA,NA,NA,NA,357610560,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,357610560,NA
3320,4245,Alanine,10.92,296614272,4861638,29861650,0,NA,NA,NA,10.9575,11.19,10.84,NA,NA,NA,NA,296614272,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,296614272,NA
3344,4302,Arginine,19.57,312875616,916611,6587376,-3.2,NA,NA,NA,19.4875,19.57,19.43,NA,NA,NA,NA,312875616,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,312875616,NA
3345,4303,Arginine,19.56,80661592,0,2280670,-2,NA,NA,NA,19.4875,19.57,19.43,NA,NA,NA,NA,80661592,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,80661592,NA
3346,4304,Arginine,19.49,1013772416,3442517,22112972,-3.5,NA,NA,NA,19.4875,19.57,19.43,NA,NA,NA,NA,1013772416,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,1013772416,NA
3347,4305,Arginine,19.46,286341408,0,9852170,-2.3,NA,NA,NA,19.4875,19.57,19.43,NA,NA,NA,NA,286341408,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,286341408,NA
3348,4306,Arginine,NA,NA,NA,#N/A,NA,NA,NA,NA,19.4875,19.57,19.43,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,NA,NA
3349,4307,Arginine,NA,NA,NA,#N/A,NA,NA,NA,NA,19.4875,19.57,19.43,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,NA,NA
3350,4308,Arginine,19.43,820369024,456368,18344880,-3.8,NA,NA,NA,19.4875,19.57,19.43,NA,NA,NA,NA,820369024,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,820369024,NA
3351,4309,Arginine,19.46,174581056,0,5911214,-2,NA,NA,NA,19.4875,19.57,19.43,NA,NA,NA,NA,174581056,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,174581056,NA
3352,4310,Arginine,19.47,683436352,0,15208161,-3.5,NA,NA,NA,19.4875,19.57,19.43,NA,NA,NA,NA,683436352,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,683436352,NA
3353,4311,Arginine,19.46,188094272,0,6386845,-2.3,NA,NA,NA,19.4875,19.57,19.43,NA,NA,NA,NA,188094272,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,188094272,NA
3377,4335,Argininosuccinic Acid,13.45,60898748,0,3529493,-2.2,NA,NA,NA,13.3075,13.47,13.09,NA,NA,NA,NA,60898748,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,60898748,NA
3378,4336,Argininosuccinic Acid,13.09,17494052,0,900741,-1.7,NA,NA,NA,13.3075,13.47,13.09,NA,NA,NA,NA,17494052,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,17494052,NA
3379,4337,Argininosuccinic Acid,13.45,56391084,0,3584105,-2.4,NA,NA,NA,13.3075,13.47,13.09,NA,NA,NA,NA,56391084,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,56391084,NA
3380,4338,Argininosuccinic Acid,13.15,33728252,0,1768398,-1.1,NA,NA,NA,13.3075,13.47,13.09,NA,NA,NA,NA,33728252,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,33728252,NA
3381,4339,Argininosuccinic Acid,NA,NA,NA,#N/A,NA,NA,NA,NA,13.3075,13.47,13.09,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,NA,NA
3382,4340,Argininosuccinic Acid,NA,NA,NA,#N/A,NA,NA,NA,NA,13.3075,13.47,13.09,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,NA,NA
3383,4341,Argininosuccinic Acid,13.47,1823951,0,124577,-2.3,NA,NA,NA,13.3075,13.47,13.09,NA,NA,NA,NA,1823951,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,1823951,NA
3384,4342,Argininosuccinic Acid,13.18,377090,0,28380,-3.1,NA,NA,NA,13.3075,13.47,13.09,NA,NA,NA,NA,377090,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,377090,NA
3385,4343,Argininosuccinic Acid,13.47,965252,0,65223,-1.9,NA,NA,NA,13.3075,13.47,13.09,NA,NA,NA,NA,965252,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,965252,NA
3386,4344,Argininosuccinic Acid,13.2,195169,0,17694,-0.5,NA,NA,NA,13.3075,13.47,13.09,NA,NA,NA,NA,195169,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,195169,NA
3410,4368,Asparagine,10.96,36276780,0,1398979,-4,NA,NA,NA,10.9275,11.24,10.37,NA,NA,NA,NA,36276780,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,36276780,NA
3411,4369,Asparagine,10.37,46689256,875393,2405111,-3,NA,NA,NA,10.9275,11.24,10.37,NA,NA,NA,NA,46689256,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,46689256,NA
3412,4370,Asparagine,11.22,87157920,0,4742326,-3.5,NA,NA,NA,10.9275,11.24,10.37,NA,NA,NA,NA,87157920,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,87157920,NA
3413,4371,Asparagine,10.8,90890960,621147,6878513,-2.8,NA,NA,NA,10.9275,11.24,10.37,NA,NA,NA,NA,90890960,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,90890960,NA
3414,4372,Asparagine,NA,NA,NA,#N/A,NA,NA,NA,NA,10.9275,11.24,10.37,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,NA,NA
3415,4373,Asparagine,NA,NA,NA,#N/A,NA,NA,NA,NA,10.9275,11.24,10.37,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,NA,NA
3416,4374,Asparagine,11.22,67531024,0,3643920,-3.7,NA,NA,NA,10.9275,11.24,10.37,NA,NA,NA,NA,67531024,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,67531024,NA
3417,4375,Asparagine,10.8,64552760,0,4889562,-2.4,NA,NA,NA,10.9275,11.24,10.37,NA,NA,NA,NA,64552760,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,64552760,NA
3418,4376,Asparagine,11.24,61530480,759891,3197729,-3.7,NA,NA,NA,10.9275,11.24,10.37,NA,NA,NA,NA,61530480,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,61530480,NA
3419,4377,Asparagine,10.81,59242336,1889700,4615176,-3,NA,NA,NA,10.9275,11.24,10.37,NA,NA,NA,NA,59242336,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,59242336,NA
3443,4401,Aspartic acid,11.94,17036226,0,926992,-3.7,NA,NA,NA,11.865,12.09,11.48,NA,NA,NA,NA,17036226,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,17036226,NA
3444,4402,Aspartic acid,11.48,17997428,0,911792,-3,NA,NA,NA,11.865,12.09,11.48,NA,NA,NA,NA,17997428,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,17997428,NA
3445,4403,Aspartic acid,12.09,107471968,231971,7206941,-3.8,NA,NA,NA,11.865,12.09,11.48,NA,NA,NA,NA,107471968,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,107471968,NA
3446,4404,Aspartic acid,11.76,81137216,449004,4482841,-2.7,NA,NA,NA,11.865,12.09,11.48,NA,NA,NA,NA,81137216,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,81137216,NA
3447,4405,Aspartic acid,NA,NA,NA,#N/A,NA,NA,NA,NA,11.865,12.09,11.48,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,NA,NA
3448,4406,Aspartic acid,NA,NA,NA,#N/A,NA,NA,NA,NA,11.865,12.09,11.48,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,NA,NA
3449,4407,Aspartic acid,12.06,97319376,0,6941651,-4,NA,NA,NA,11.865,12.09,11.48,NA,NA,NA,NA,97319376,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,97319376,NA
3450,4408,Aspartic acid,11.74,72209912,0,4024278,-2.5,NA,NA,NA,11.865,12.09,11.48,NA,NA,NA,NA,72209912,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,72209912,NA
3451,4409,Aspartic acid,12.06,80779304,486831,5662665,-3.6,NA,NA,NA,11.865,12.09,11.48,NA,NA,NA,NA,80779304,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,80779304,NA
3452,4410,Aspartic acid,11.79,64450524,0,3836256,-2.9,NA,NA,NA,11.865,12.09,11.48,NA,NA,NA,NA,64450524,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,64450524,NA
3476,4434,Betaine,7.68,2050819840,88118128,127545392,-3.4,NA,NA,NA,7.76,7.85,7.68,NA,NA,NA,NA,2050819840,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,2050819840,NA
3477,4435,Betaine,7.85,2814855424,64193760,171690448,-3,NA,NA,NA,7.76,7.85,7.68,NA,NA,NA,NA,2814855424,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,2814855424,NA
3478,4436,Betaine,7.7,7979726848,86195680,472223456,-3.9,NA,NA,NA,7.76,7.85,7.68,NA,NA,NA,NA,7979726848,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,7979726848,NA
3479,4437,Betaine,7.81,7600144384,81765144,437395904,-2.8,NA,NA,NA,7.76,7.85,7.68,NA,NA,NA,NA,7600144384,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,7600144384,NA
3480,4438,Betaine,NA,NA,NA,#N/A,NA,NA,NA,NA,7.76,7.85,7.68,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,NA,NA
3481,4439,Betaine,NA,NA,NA,#N/A,NA,NA,NA,NA,7.76,7.85,7.68,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,NA,NA
3482,4440,Betaine,7.7,6062715392,84652016,376843200,-3.8,NA,NA,NA,7.76,7.85,7.68,NA,NA,NA,NA,6062715392,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,6062715392,NA
3483,4441,Betaine,7.83,5925182976,77775000,344920704,-2.5,NA,NA,NA,7.76,7.85,7.68,NA,NA,NA,NA,5925182976,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,5925182976,NA
3484,4442,Betaine,7.68,5429774336,92636776,336300800,-3.8,NA,NA,NA,7.76,7.85,7.68,NA,NA,NA,NA,5429774336,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,5429774336,NA
3485,4443,Betaine,7.83,5895473664,92329992,350583200,-2.9,NA,NA,NA,7.76,7.85,7.68,NA,NA,NA,NA,5895473664,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,5895473664,NA
3509,4467,Butyryl-L-carnitine,4.77,5042070016,65325664,100184696,-3,NA,NA,NA,4.8975,5.01,4.77,NA,NA,NA,NA,5042070016,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,5042070016,NA
3510,4468,Butyryl-L-carnitine,5,6391255040,8797253,116469128,-2.5,NA,NA,NA,4.8975,5.01,4.77,NA,NA,NA,NA,6391255040,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,6391255040,NA
3511,4469,Butyryl-L-carnitine,4.82,3801564672,22321692,74293928,-3.1,NA,NA,NA,4.8975,5.01,4.77,NA,NA,NA,NA,3801564672,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,3801564672,NA
3512,4470,Butyryl-L-carnitine,4.95,6601765376,28384276,125223784,-2.5,NA,NA,NA,4.8975,5.01,4.77,NA,NA,NA,NA,6601765376,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,6601765376,NA
3513,4471,Butyryl-L-carnitine,NA,NA,NA,#N/A,NA,NA,NA,NA,4.8975,5.01,4.77,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,NA,NA
