Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Mass Error PPM,Protein
Standards_pos,200821_Smp_20ppt3C_A,Acetyl-L-carnitine,7.83,171987440,3117388,8656699,-1.4,Standards_pos
Standards_pos,200821_Smp_20ppt3C_B,Acetyl-L-carnitine,7.76,201442656,2382501,10610986,-2.2,Standards_pos
Standards_pos,200821_Smp_20ppt3C_C,Acetyl-L-carnitine,7.71,165367008,2001979,8823615,-2,Standards_pos
Standards_pos,200821_Smp_35ppt0C_A,Acetyl-L-carnitine,7.71,138468176,2238744,7547842,-1.5,Standards_pos
Standards_pos,200821_Smp_35ppt0C_B,Acetyl-L-carnitine,7.72,83671032,1419964,4864217,-0.7,Standards_pos
Standards_pos,200821_Smp_35ppt0C_C,Acetyl-L-carnitine,7.8,152824144,1986062,7873698,-1.3,Standards_pos
Standards_pos,200821_Smp_50ppt-3C_A,Acetyl-L-carnitine,7.8,19587646,73643,1042710,-2.3,Standards_pos
Standards_pos,200821_Smp_50ppt-3C_B,Acetyl-L-carnitine,7.69,22143794,132006,1093500,-2.2,Standards_pos
Standards_pos,200821_Smp_50ppt-3C_C,Acetyl-L-carnitine,7.75,33673648,416760,1780263,-1.2,Standards_pos
Standards_pos,200821_Smp_Ev15SW_A,Acetyl-L-carnitine,7.72,112160832,1062663,5673184,-1.7,Standards_pos
Standards_pos,200821_Smp_Ev32Core_A,Acetyl-L-carnitine,7.78,201641104,3347177,9973195,-1.3,Standards_pos
Standards_pos,200821_Smp_Ev32Core_B,Acetyl-L-carnitine,7.75,133947752,1422929,7023628,-1.8,Standards_pos
Standards_pos,200821_Smp_Ev32Core_C,Acetyl-L-carnitine,7.71,80018440,1414127,4397169,-2.1,Standards_pos
Standards_pos,200821_Smp_Ev37Core_A,Acetyl-L-carnitine,7.75,155998256,1854776,7218274,-2,Standards_pos
Standards_pos,200821_Smp_Ev51Slush_A,Acetyl-L-carnitine,7.77,265789856,3835138,13846802,-1,Standards_pos
Standards_pos,200821_Smp_EvXCore_A,Acetyl-L-carnitine,7.75,182497760,2068158,8705647,-1.9,Standards_pos
Standards_pos,200821_Smp_EvXSW_A,Acetyl-L-carnitine,7.75,23709194,262851,1313130,-1.7,Standards_pos
Standards_pos,200821_Smp_Hero1_A,Acetyl-L-carnitine,7.75,11353603,685469,611998,-1.6,Standards_pos
Standards_pos,200821_Smp_Hero1_B,Acetyl-L-carnitine,7.68,33527396,637473,1915464,-2.4,Standards_pos
Standards_pos,200821_Smp_Hero1_C,Acetyl-L-carnitine,7.73,29248108,1200656,1648043,-2.2,Standards_pos
Standards_pos,200821_Smp_StaB1_A,Acetyl-L-carnitine,7.68,54494608,188965,2832078,-2.8,Standards_pos
Standards_pos,200821_Smp_StaB1_B,Acetyl-L-carnitine,7.76,40236408,854660,2119956,-1.6,Standards_pos
Standards_pos,200821_Smp_StaB1_C,Acetyl-L-carnitine,7.81,57539308,233035,3072754,-1.1,Standards_pos
Standards_pos,200821_Smp_StaB1_D,Acetyl-L-carnitine,7.75,28528748,0,1483711,-2.4,Standards_pos
Standards_pos,200821_Smp_StaB1_E,Acetyl-L-carnitine,7.83,47813652,415194,2532164,-1.1,Standards_pos
Standards_pos,200821_Smp_StaB2_A,Acetyl-L-carnitine,7.81,58061080,1224567,3083179,-0.6,Standards_pos
Standards_pos,200821_Smp_StaB2_B,Acetyl-L-carnitine,7.72,51216284,533069,2777315,-2.1,Standards_pos
Standards_pos,200821_Smp_StaB2_C,Acetyl-L-carnitine,7.68,57870892,198383,3215368,-2.7,Standards_pos
Standards_pos,200821_Smp_StaB3_A,Acetyl-L-carnitine,7.65,66568204,829537,3427451,-2.3,Standards_pos
Standards_pos,200821_Smp_StaB3_B,Acetyl-L-carnitine,7.75,57727452,1102218,3039222,-1.6,Standards_pos
Standards_pos,200821_Smp_StaB3_C,Acetyl-L-carnitine,7.73,61819312,1109929,3566955,-2.2,Standards_pos
Standards_pos,200821_Smp_StaB4_A,Acetyl-L-carnitine,7.8,75485760,1186764,3809072,-1.3,Standards_pos
Standards_pos,200821_Smp_StaB4_B,Acetyl-L-carnitine,7.63,75658064,1419984,3818341,-2,Standards_pos
Standards_pos,200821_Smp_StaB4_C,Acetyl-L-carnitine,7.78,79943752,1651184,4042306,-1.3,Standards_pos
Standards_pos,200821_Smp_StaB5_A,Acetyl-L-carnitine,7.8,47034968,1060437,2661829,-1.8,Standards_pos
Standards_pos,200821_Smp_StaB5_B,Acetyl-L-carnitine,7.75,55326528,660864,3146432,-2.7,Standards_pos
Standards_pos,200821_Smp_StaB5_C,Acetyl-L-carnitine,7.73,83590432,965632,4260461,-1.6,Standards_pos
Standards_pos,200821_Std_4uMStdsMix1InH2O_1,Adenine,5.06,2187475968,16073009,106385136,-4.3,Standards_pos
Standards_pos,200821_Std_4uMStdsMix1InH2O_2,Adenine,5.14,2508165376,24331392,116766856,-3.8,Standards_pos
Standards_pos,200821_Std_4uMStdsMix1InMatrix_1,Adenine,5.04,1966080768,49119316,100263688,-4.3,Standards_pos
Standards_pos,200821_Std_4uMStdsMix1InMatrix_2,Adenine,5.19,2630908160,41774680,125492440,-3.8,Standards_pos
Standards_pos,200821_Std_4uMStdsMix2InH2O_1,Adenine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,200821_Std_4uMStdsMix2InH2O_2,Adenine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,200821_Std_4uMStdsMix2InMatrix_1,Adenine,5.01,365185344,27233234,15637921,-4.2,Standards_pos
Standards_pos,200821_Std_4uMStdsMix2InMatrix_2,Adenine,5.17,404730304,18381456,15427051,-2.9,Standards_pos
Standards_pos,200821_Std_H2OinMatrix_1,Adenine,5.06,187462320,6180414,9609771,-4.2,Standards_pos
Standards_pos,200821_Std_H2OinMatrix_2,Adenine,5.17,225753008,7537151,11121141,-3.3,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Full1,Adenine,5.06,327103712,10207405,15975096,-4.2,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Full2,Adenine,5.12,296586016,7985452,13804073,-4.6,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Full3,Adenine,5.14,330644896,10677760,16003287,-3.7,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Full3a,Adenine,5.13,280623808,9789126,13169623,-3.2,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Full4,Adenine,5.22,333197760,10394999,16029045,-2.3,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Half1,Adenine,5.11,187787088,8532914,8827060,-4.2,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Half2,Adenine,5.09,172446800,6838834,8513812,-4.5,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Half3,Adenine,5.14,176327744,6529809,9044722,-3.2,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Half3a,Adenine,5.14,207151232,7759113,9933067,-2.9,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Half4,Adenine,5.16,192846800,6703312,9669480,-2.4,Standards_pos
Standards_pos,200821_Blk_FilterBlk20_A,Adenine,5.09,6655234,1493738,318103,-3.9,Standards_pos
Standards_pos,200821_Blk_FilterBlk35_A,Adenine,5.08,7838072,1553980,364926,-2.2,Standards_pos
Standards_pos,200821_Blk_FilterBlk50_A,Adenine,5.08,4351773,2113291,180311,-2.1,Standards_pos
Standards_pos,200821_Blk_FilterBlkFSWB2_A,Adenine,5.12,9906937,0,429364,-2.8,Standards_pos
Standards_pos,200821_Blk_FilterBlkFSWB2_B,Adenine,5.12,5658539,1879239,273742,-3.7,Standards_pos
Standards_pos,200821_Blk_FilterBlkFSWB2_C,Adenine,5.06,5723404,1387949,222183,-3,Standards_pos
Standards_pos,200821_Blk_FilterBlkFSWB3_A,Adenine,5.19,4766435,1938535,236214,-2.6,Standards_pos
Standards_pos,200821_Blk_FilterBlkFSWB3_B,Adenine,5.11,4754866,2320152,256829,-1.2,Standards_pos
Standards_pos,200821_Blk_FilterBlkFSWB3_C,Adenine,5.12,7175777,285709,288726,-1.8,Standards_pos
Standards_pos,200821_Blk_FilterBlkFSWB5_A,Adenine,5.19,7024011,833797,327626,-1.8,Standards_pos
Standards_pos,200821_Blk_FilterBlkFSWB5_B,Adenine,5.17,5703453,1509995,289204,-2,Standards_pos
Standards_pos,200821_Blk_FilterBlkFSWB5_C,Adenine,5.21,9761013,0,391286,-2.1,Standards_pos
Standards_pos,200821_Blk_FilterBlkFSWEvX_A,Adenine,5.11,5217975,1658599,266892,-2.6,Standards_pos
Standards_pos,200821_Smp_20ppt3C_A,Adenine,5.17,335920544,9980587,15379658,-3,Standards_pos
Standards_pos,200821_Smp_20ppt3C_B,Adenine,5.09,337049024,9431079,14086730,-4.1,Standards_pos
Standards_pos,200821_Smp_20ppt3C_C,Adenine,5.09,327878368,8474517,14811147,-3.6,Standards_pos
Standards_pos,200821_Smp_35ppt0C_A,Adenine,5.09,455001216,9055937,22870540,-3.5,Standards_pos
Standards_pos,200821_Smp_35ppt0C_B,Adenine,5.05,657206144,16828840,34263536,-2.5,Standards_pos
Standards_pos,200821_Smp_35ppt0C_C,Adenine,5.16,459354688,11884395,23635380,-3.4,Standards_pos
Standards_pos,200821_Smp_50ppt-3C_A,Adenine,5.16,123846888,2686085,5238161,-3.7,Standards_pos
Standards_pos,200821_Smp_50ppt-3C_B,Adenine,5.06,171683440,989159,7628666,-4.4,Standards_pos
Standards_pos,200821_Smp_50ppt-3C_C,Adenine,5.09,181518720,5599104,8939988,-3.1,Standards_pos
Standards_pos,200821_Smp_Ev15SW_A,Adenine,5.09,109490800,0,4635374,-3.4,Standards_pos
Standards_pos,200821_Smp_Ev32Core_A,Adenine,5.13,1107127552,48918348,51956460,-3.1,Standards_pos
Standards_pos,200821_Smp_Ev32Core_B,Adenine,5.09,697655872,21177118,35502496,-4.2,Standards_pos
Standards_pos,200821_Smp_Ev32Core_C,Adenine,5.11,536709920,13295957,26622902,-4,Standards_pos
Standards_pos,200821_Smp_Ev37Core_A,Adenine,5.11,345387840,12817640,13831869,-3.5,Standards_pos
Standards_pos,200821_Smp_Ev51Slush_A,Adenine,5.14,368643552,9291957,18691394,-3.1,Standards_pos
Standards_pos,200821_Smp_EvXCore_A,Adenine,5.14,787202880,33920940,33237150,-3.7,Standards_pos
Standards_pos,200821_Smp_EvXSW_A,Adenine,5.12,95410352,6270709,3983257,-3.4,Standards_pos
Standards_pos,200821_Smp_Hero1_A,Adenine,5.12,185361312,7691804,10878122,-2.7,Standards_pos
Standards_pos,200821_Smp_Hero1_B,Adenine,5.03,275221536,8986510,13952891,-4.2,Standards_pos
Standards_pos,200821_Smp_Hero1_C,Adenine,5.09,202295968,7951174,9801727,-4,Standards_pos
Standards_pos,200821_Smp_StaB1_A,Adenine,5.08,160712800,5649931,7908065,-4.3,Standards_pos
Standards_pos,200821_Smp_StaB1_B,Adenine,5.14,375411680,13023128,20868292,-3.5,Standards_pos
Standards_pos,200821_Smp_StaB1_C,Adenine,5.17,213294640,6383508,10736476,-2.7,Standards_pos
Standards_pos,200821_Smp_StaB1_D,Adenine,5.09,163605056,5842317,8500015,-4.1,Standards_pos
Standards_pos,200821_Smp_StaB1_E,Adenine,5.21,137056912,4346367,7007337,-3,Standards_pos
Standards_pos,200821_Smp_StaB2_A,Adenine,5.19,229409872,7565419,11643610,-1.9,Standards_pos
Standards_pos,200821_Smp_StaB2_B,Adenine,5.12,192207376,8046540,9607757,-3.9,Standards_pos
Standards_pos,200821_Smp_StaB2_C,Adenine,5.04,144976880,5065666,7341249,-4.2,Standards_pos
Standards_pos,200821_Smp_StaB3_A,Adenine,5.05,217017760,7338616,10928710,-3.8,Standards_pos
Standards_pos,200821_Smp_StaB3_B,Adenine,5.14,272172352,9534747,13514326,-3.5,Standards_pos
Standards_pos,200821_Smp_StaB3_C,Adenine,5.14,187471008,4446798,8928609,-4.1,Standards_pos
Standards_pos,200821_Smp_StaB4_A,Adenine,5.16,207620944,6967091,10419934,-2.9,Standards_pos
Standards_pos,200821_Smp_StaB4_B,Adenine,5.04,152217408,5604578,7457721,-3.7,Standards_pos
Standards_pos,200821_Smp_StaB4_C,Adenine,5.17,114324400,3901070,5805898,-2.8,Standards_pos
Standards_pos,200821_Smp_StaB5_A,Adenine,5.13,388641664,11127262,20086994,-3.7,Standards_pos
Standards_pos,200821_Smp_StaB5_B,Adenine,5.12,277635264,9799082,14684632,-4.6,Standards_pos
Standards_pos,200821_Smp_StaB5_C,Adenine,5.04,342620736,10389347,17562046,-3.3,Standards_pos
Standards_pos,200821_Std_4uMStdsMix1InH2O_1,Adenosine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,200821_Std_4uMStdsMix1InH2O_2,Adenosine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,200821_Std_4uMStdsMix1InMatrix_1,Adenosine,4.8,258111536,2729852,9112197,-2.2,Standards_pos
Standards_pos,200821_Std_4uMStdsMix1InMatrix_2,Adenosine,4.95,195350064,1731572,7666611,-1.5,Standards_pos
Standards_pos,200821_Std_4uMStdsMix2InH2O_1,Adenosine,4.83,1259949696,16179111,44387452,-3.1,Standards_pos
Standards_pos,200821_Std_4uMStdsMix2InH2O_2,Adenosine,4.95,1393421696,17941920,47088428,-1.8,Standards_pos
Standards_pos,200821_Std_4uMStdsMix2InMatrix_1,Adenosine,4.78,1278383360,15931723,43619624,-2.9,Standards_pos
Standards_pos,200821_Std_4uMStdsMix2InMatrix_2,Adenosine,4.94,1563004928,19584242,55629600,-1.8,Standards_pos
Standards_pos,200821_Std_H2OinMatrix_1,Adenosine,4.86,215770896,3191642,8247622,-2.6,Standards_pos
Standards_pos,200821_Std_H2OinMatrix_2,Adenosine,4.98,235194064,3009756,8540629,-1.5,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Full1,Adenosine,4.83,389985856,8228941,14988356,-2.7,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Full2,Adenosine,4.87,354823776,5667593,14115284,-3,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Full3,Adenosine,4.85,379438144,5782888,13324148,-2.1,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Full3a,Adenosine,4.92,349997088,5370737,11846014,-1.5,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Full4,Adenosine,4.95,386954880,5648823,14375860,-0.7,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Half1,Adenosine,4.87,221006368,3512227,8189680,-2.6,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Half2,Adenosine,4.9,203056864,2192305,7776091,-2.8,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Half3,Adenosine,4.85,196344752,2260346,7117915,-1.5,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Half3a,Adenosine,4.89,237465632,4105004,8524725,-1.1,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Half4,Adenosine,4.92,208287568,3006108,7566950,-0.6,Standards_pos
Standards_pos,200821_Blk_FilterBlk20_A,Adenosine,4.86,406073,0,19222,-2.5,Standards_pos
Standards_pos,200821_Blk_FilterBlk35_A,Adenosine,4.93,512922,0,26169,-1.2,Standards_pos
Standards_pos,200821_Blk_FilterBlk50_A,Adenosine,4.87,229678,0,12981,-1.1,Standards_pos
Standards_pos,200821_Blk_FilterBlkFSWB2_A,Adenosine,4.84,383958,0,37060,-1.6,Standards_pos
Standards_pos,200821_Blk_FilterBlkFSWB2_B,Adenosine,4.97,1006892,0,44247,-2.4,Standards_pos
Standards_pos,200821_Blk_FilterBlkFSWB2_C,Adenosine,4.63,968408,0,55630,-1.9,Standards_pos
Standards_pos,200821_Blk_FilterBlkFSWB3_A,Adenosine,4.94,1221761,0,47071,-1.4,Standards_pos
Standards_pos,200821_Blk_FilterBlkFSWB3_B,Adenosine,4.89,1324128,0,53198,0,Standards_pos
Standards_pos,200821_Blk_FilterBlkFSWB3_C,Adenosine,4.95,1772212,0,63927,-0.9,Standards_pos
Standards_pos,200821_Blk_FilterBlkFSWB5_A,Adenosine,4.89,930537,0,43671,-0.6,Standards_pos
Standards_pos,200821_Blk_FilterBlkFSWB5_B,Adenosine,5.01,1632074,0,62838,-1.1,Standards_pos
Standards_pos,200821_Blk_FilterBlkFSWB5_C,Adenosine,5.08,2771402,0,97442,-1,Standards_pos
Standards_pos,200821_Blk_FilterBlkFSWEvX_A,Adenosine,4.81,357541,0,21132,-1.2,Standards_pos
Standards_pos,200821_Smp_20ppt3C_A,Adenosine,4.95,858553984,11357303,30306420,-1.6,Standards_pos
Standards_pos,200821_Smp_20ppt3C_B,Adenosine,4.92,935309504,12056526,36639412,-2.7,Standards_pos
Standards_pos,200821_Smp_20ppt3C_C,Adenosine,4.83,605763200,7538790,21998338,-2.3,Standards_pos
Standards_pos,200821_Smp_35ppt0C_A,Adenosine,4.84,391699456,4875302,14007638,-1.9,Standards_pos
Standards_pos,200821_Smp_35ppt0C_B,Adenosine,4.87,406719168,7134365,16399435,-0.8,Standards_pos
Standards_pos,200821_Smp_35ppt0C_C,Adenosine,4.97,359603360,4715656,12665282,-1.7,Standards_pos
Standards_pos,200821_Smp_50ppt-3C_A,Adenosine,4.9,277791040,4060668,10009725,-2.1,Standards_pos
Standards_pos,200821_Smp_50ppt-3C_B,Adenosine,4.89,355396480,4658350,13147145,-2.9,Standards_pos
Standards_pos,200821_Smp_50ppt-3C_C,Adenosine,4.87,343935264,6389559,12836488,-1.7,Standards_pos
Standards_pos,200821_Smp_Ev15SW_A,Adenosine,4.87,204120160,2924683,7594379,-1.9,Standards_pos
Standards_pos,200821_Smp_Ev32Core_A,Adenosine,4.84,1739601152,18960548,61591204,-1.7,Standards_pos
Standards_pos,200821_Smp_Ev32Core_B,Adenosine,4.82,742949184,12825560,27854446,-2.5,Standards_pos
Standards_pos,200821_Smp_Ev32Core_C,Adenosine,4.87,399980000,5702183,14891366,-2.3,Standards_pos
Standards_pos,200821_Smp_Ev37Core_A,Adenosine,4.84,1166658048,14098809,42562060,-2.2,Standards_pos
Standards_pos,200821_Smp_Ev51Slush_A,Adenosine,4.87,133027744,1332566,4891066,-1.3,Standards_pos
Standards_pos,200821_Smp_EvXCore_A,Adenosine,4.89,1480407424,22628914,61786024,-2.3,Standards_pos
Standards_pos,200821_Smp_EvXSW_A,Adenosine,4.81,258120768,2977493,9558875,-1.8,Standards_pos
Standards_pos,200821_Smp_Hero1_A,Adenosine,4.86,34526356,471779,1267670,-0.9,Standards_pos
Standards_pos,200821_Smp_Hero1_B,Adenosine,4.83,60684224,472578,2336416,-2.4,Standards_pos
Standards_pos,200821_Smp_Hero1_C,Adenosine,4.89,63402952,166262,2253829,-2.2,Standards_pos
Standards_pos,200821_Smp_StaB1_A,Adenosine,4.83,57109204,0,2086323,-2.5,Standards_pos
Standards_pos,200821_Smp_StaB1_B,Adenosine,4.95,89770560,4070904,3455170,-1.8,Standards_pos
Standards_pos,200821_Smp_StaB1_C,Adenosine,4.92,91289360,1316852,3539200,-0.9,Standards_pos
Standards_pos,200821_Smp_StaB1_D,Adenosine,4.9,67931072,827181,2577616,-2.3,Standards_pos
Standards_pos,200821_Smp_StaB1_E,Adenosine,4.95,67192552,688936,2628699,-1.2,Standards_pos
Standards_pos,200821_Smp_StaB2_A,Adenosine,4.97,149807520,2733079,5766621,-0.2,Standards_pos
Standards_pos,200821_Smp_StaB2_B,Adenosine,4.87,134092864,1698168,5273265,-2.1,Standards_pos
Standards_pos,200821_Smp_StaB2_C,Adenosine,4.77,118711216,788455,4314422,-2.4,Standards_pos
Standards_pos,200821_Smp_StaB3_A,Adenosine,4.86,134261520,838810,5204950,-2.1,Standards_pos
Standards_pos,200821_Smp_StaB3_B,Adenosine,4.79,186492240,5217647,6661266,-1.8,Standards_pos
Standards_pos,200821_Smp_StaB3_C,Adenosine,4.84,175732912,3172374,6867838,-2.4,Standards_pos
Standards_pos,200821_Smp_StaB4_A,Adenosine,4.97,202496704,4164655,7881520,-1.2,Standards_pos
Standards_pos,200821_Smp_StaB4_B,Adenosine,4.85,154659328,2721195,5940203,-2,Standards_pos
Standards_pos,200821_Smp_StaB4_C,Adenosine,4.97,182753424,2205633,6633612,-1.1,Standards_pos
Standards_pos,200821_Smp_StaB5_A,Adenosine,4.85,174049808,5400968,6574008,-1.8,Standards_pos
Standards_pos,200821_Smp_StaB5_B,Adenosine,4.93,105876736,2070010,4151626,-2.9,Standards_pos
Standards_pos,200821_Smp_StaB5_C,Adenosine,4.82,144751392,1359215,5330436,-1.6,Standards_pos
Standards_pos,200821_Std_4uMStdsMix1InH2O_1,Adenosyl Homocysteine,9.85,231133328,3861523,10993537,-1.7,Standards_pos
Standards_pos,200821_Std_4uMStdsMix1InH2O_2,Adenosyl Homocysteine,9.37,377874752,9226325,16362631,-0.8,Standards_pos
Standards_pos,200821_Std_4uMStdsMix1InMatrix_1,Adenosyl Homocysteine,10.26,117819584,2489103,4621402,-1.5,Standards_pos
Standards_pos,200821_Std_4uMStdsMix1InMatrix_2,Adenosyl Homocysteine,9.79,229610432,649601,8685292,-0.7,Standards_pos
Standards_pos,200821_Std_4uMStdsMix2InH2O_1,Adenosyl Homocysteine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,200821_Std_4uMStdsMix2InH2O_2,Adenosyl Homocysteine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,200821_Std_4uMStdsMix2InMatrix_1,Adenosyl Homocysteine,10.26,1058338,0,77243,-1.8,Standards_pos
Standards_pos,200821_Std_4uMStdsMix2InMatrix_2,Adenosyl Homocysteine,9.86,494084,0,56194,-0.3,Standards_pos
Standards_pos,200821_Std_H2OinMatrix_1,Adenosyl Homocysteine,10.19,1018369,0,78863,-1.9,Standards_pos
Standards_pos,200821_Std_H2OinMatrix_2,Adenosyl Homocysteine,9.99,785848,0,63038,-0.9,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Full1,Adenosyl Homocysteine,10.08,1090596,0,88856,-1.8,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Full2,Adenosyl Homocysteine,10.11,1012833,0,99948,-2.1,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Full3,Adenosyl Homocysteine,10.07,996712,0,79449,-1.4,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Full3a,Adenosyl Homocysteine,10.05,1091216,0,116813,-0.9,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Full4,Adenosyl Homocysteine,10.01,797266,0,66484,0.2,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Half1,Adenosyl Homocysteine,10.16,1216526,0,92915,-1.9,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Half2,Adenosyl Homocysteine,10.13,1019033,0,70592,-1.9,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Half3,Adenosyl Homocysteine,10.02,759001,0,74332,-1.7,Standards_pos
Standards_pos,200821_Poo_TruePooAnt18_Half3a,Adenosyl Homocysteine,10.07,1222396,0,77918,-1.1,Standards_pos
