Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Mass Error PPM,Protein
Standards_pos,200825_Smp_Ev32Core_A,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,14.99,2188,0,2653,1.3,Standards_pos
Standards_pos,200825_Smp_Ev32Core_B,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,14.84,891,0,1528,9.9,Standards_pos
Standards_pos,200825_Smp_Ev32Core_C,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,14.72,902,0,2014,16.7,Standards_pos
Standards_pos,200825_Smp_Ev37Core_A,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,200825_Smp_Ev51Slush_A,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,200825_Smp_Ev60SW_A,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,200825_Smp_EvXCore_A,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,200825_Smp_EvXSW_A,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,200825_Smp_Hero1_A,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,200825_Smp_Hero1_B,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,200825_Smp_Hero1_C,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,200825_Smp_StaB1_A,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,200825_Smp_StaB1_B,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,200825_Smp_StaB1_C,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,200825_Smp_StaB1_D,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,200825_Smp_StaB1_E,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,200825_Smp_StaB2_A,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,14.17,1090,0,2707,-13.1,Standards_pos
Standards_pos,200825_Smp_StaB2_B,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,200825_Smp_StaB2_C,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,200825_Smp_StaB3_A,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,200825_Smp_StaB3_B,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,14.14,1208,0,2975,2.5,Standards_pos
Standards_pos,200825_Smp_StaB3_C,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,13.82,1162,0,2985,3,Standards_pos
Standards_pos,200825_Smp_StaB4_A,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,200825_Smp_StaB4_B,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,200825_Smp_StaB4_C,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,200825_Smp_StaB5_A,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,200825_Smp_StaB5_B,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,#N/A,#N/A,#N/A,#N/A,#N/A,Standards_pos
Standards_pos,200825_Smp_StaB5_C,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,13.8,2521,0,6629,-2.3,Standards_pos
Standards_pos,200825_Std_250nMStdsInH2O_1,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.94,304203,0,28714,0.3,Standards_pos
Standards_pos,200825_Std_250nMStdsInH2O_2,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.86,54065,0,9131,0.7,Standards_pos
Standards_pos,200825_Std_250nMStdsInMatrix_1,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.92,404232,0,38761,0.1,Standards_pos
Standards_pos,200825_Std_250nMStdsInMatrix_2,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.87,554436,0,52960,0.9,Standards_pos
Standards_pos,200825_Std_H2OinMatrix_1,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.5,0,0,0,#N/A,Standards_pos
Standards_pos,200825_Std_H2OinMatrix_2,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.28,0,0,0,#N/A,Standards_pos
Standards_pos,200825_Poo_TruePooAnt18_Full1,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.32,21170,0,11987,8.7,Standards_pos
Standards_pos,200825_Poo_TruePooAnt18_Full2,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.27,17617,0,9760,9.9,Standards_pos
Standards_pos,200825_Poo_TruePooAnt18_Full3,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.28,11460,0,6255,9.2,Standards_pos
Standards_pos,200825_Poo_TruePooAnt18_Full4,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.28,8055,0,7333,9.8,Standards_pos
Standards_pos,200825_Poo_TruePooAnt18_Half1,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.32,10983,0,10212,3.6,Standards_pos
Standards_pos,200825_Poo_TruePooAnt18_Half2,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.27,4720,0,7547,6.4,Standards_pos
Standards_pos,200825_Poo_TruePooAnt18_Half3,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.28,2857,0,3983,9.5,Standards_pos
Standards_pos,200825_Poo_TruePooAnt18_Half4,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.27,2601,0,3572,8.3,Standards_pos
Standards_pos,200825_Blk_FilterBlk20_A,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,12.9,0,0,0,#N/A,Standards_pos
Standards_pos,200825_Blk_FilterBlk35_A,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,12.71,0,0,0,#N/A,Standards_pos
Standards_pos,200825_Blk_FilterBlk50_A,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,12.85,0,0,0,#N/A,Standards_pos
Standards_pos,200825_Blk_FilterBlkFSWB2_A,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,12.92,0,0,0,#N/A,Standards_pos
Standards_pos,200825_Blk_FilterBlkFSWB2_B,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,12.94,0,0,0,#N/A,Standards_pos
Standards_pos,200825_Blk_FilterBlkFSWB2_C,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,12.85,0,0,0,#N/A,Standards_pos
Standards_pos,200825_Blk_FilterBlkFSWB3_A,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.01,0,0,0,#N/A,Standards_pos
Standards_pos,200825_Blk_FilterBlkFSWB3_B,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,12.88,0,0,0,#N/A,Standards_pos
Standards_pos,200825_Blk_FilterBlkFSWB3_C,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,12.81,0,0,0,#N/A,Standards_pos
Standards_pos,200825_Blk_FilterBlkFSWB5_A,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,12.75,0,0,0,#N/A,Standards_pos
Standards_pos,200825_Blk_FilterBlkFSWB5_B,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,12.79,0,0,0,#N/A,Standards_pos
Standards_pos,200825_Blk_FilterBlkFSWB5_C,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,12.96,0,0,0,#N/A,Standards_pos
Standards_pos,200825_Blk_FilterBlkFSWEvX_A,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,12.85,0,0,0,#N/A,Standards_pos
Standards_pos,200825_Smp_20ppt3C_A,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.29,143199,0,48238,10.8,Standards_pos
Standards_pos,200825_Smp_20ppt3C_B,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.26,48423,0,23859,11.4,Standards_pos
Standards_pos,200825_Smp_20ppt3C_C,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.3,3178,0,4362,8.9,Standards_pos
Standards_pos,200825_Smp_35ppt0C_A,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.31,165347,0,55346,11.1,Standards_pos
Standards_pos,200825_Smp_35ppt0C_B,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.31,87406,0,33697,10.5,Standards_pos
Standards_pos,200825_Smp_35ppt0C_C,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.29,15751,0,10468,8.9,Standards_pos
Standards_pos,200825_Smp_50ppt-3C_A,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,12.77,0,0,0,#N/A,Standards_pos
Standards_pos,200825_Smp_50ppt-3C_B,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.3,46929,0,26476,10.6,Standards_pos
Standards_pos,200825_Smp_50ppt-3C_C,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,12.84,0,0,0,#N/A,Standards_pos
Standards_pos,200825_Smp_Ev15SW_A,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,12.84,0,0,0,#N/A,Standards_pos
Standards_pos,200825_Smp_Ev32Core_A,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.29,9808,0,5259,7.7,Standards_pos
Standards_pos,200825_Smp_Ev32Core_B,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.28,1262,0,2833,2.9,Standards_pos
Standards_pos,200825_Smp_Ev32Core_C,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,12.75,0,0,0,#N/A,Standards_pos
Standards_pos,200825_Smp_Ev37Core_A,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,12.88,0,0,0,#N/A,Standards_pos
Standards_pos,200825_Smp_Ev51Slush_A,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,12.84,0,0,0,#N/A,Standards_pos
Standards_pos,200825_Smp_Ev60SW_A,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.52,1435,0,3490,1.7,Standards_pos
Standards_pos,200825_Smp_EvXCore_A,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.26,23285,0,11963,10.9,Standards_pos
Standards_pos,200825_Smp_EvXSW_A,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,12.87,1460,0,2830,-13.5,Standards_pos
Standards_pos,200825_Smp_Hero1_A,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,12.79,0,0,0,#N/A,Standards_pos
Standards_pos,200825_Smp_Hero1_B,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,12.81,0,0,0,#N/A,Standards_pos
Standards_pos,200825_Smp_Hero1_C,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,12.91,1288,0,2505,-14.1,Standards_pos
Standards_pos,200825_Smp_StaB1_A,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,12.67,0,0,0,#N/A,Standards_pos
Standards_pos,200825_Smp_StaB1_B,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.3,7942,0,5669,6.8,Standards_pos
Standards_pos,200825_Smp_StaB1_C,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.29,1110,0,1909,4.4,Standards_pos
Standards_pos,200825_Smp_StaB1_D,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.27,8229,0,5633,4.6,Standards_pos
Standards_pos,200825_Smp_StaB1_E,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.56,1259,0,3351,-0.9,Standards_pos
Standards_pos,200825_Smp_StaB2_A,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.29,55038,0,22979,11,Standards_pos
Standards_pos,200825_Smp_StaB2_B,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.3,9057,0,5706,10.6,Standards_pos
Standards_pos,200825_Smp_StaB2_C,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.31,8923,0,6520,9.4,Standards_pos
Standards_pos,200825_Smp_StaB3_A,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.32,11624,0,6283,9.7,Standards_pos
Standards_pos,200825_Smp_StaB3_B,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.3,12863,0,10035,10.3,Standards_pos
Standards_pos,200825_Smp_StaB3_C,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.3,17562,0,9486,10.1,Standards_pos
Standards_pos,200825_Smp_StaB4_A,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.28,14165,0,6677,9.5,Standards_pos
Standards_pos,200825_Smp_StaB4_B,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.42,3978,0,2850,-5.5,Standards_pos
Standards_pos,200825_Smp_StaB4_C,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.28,3352,0,4756,3.5,Standards_pos
Standards_pos,200825_Smp_StaB5_A,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.31,1184,0,2131,4.2,Standards_pos
Standards_pos,200825_Smp_StaB5_B,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.3,3465,0,5147,9.1,Standards_pos
Standards_pos,200825_Smp_StaB5_C,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,13.32,57803,0,24659,9.8,Standards_pos
Standards_pos,200825_Std_250nMStdsInH2O_1,"2,4 decadienal",9.48,12867149,798112,2839487,-2.9,Standards_pos
Standards_pos,200825_Std_250nMStdsInH2O_2,"2,4 decadienal",9.42,6203257,368627,1448449,-2.3,Standards_pos
Standards_pos,200825_Std_250nMStdsInMatrix_1,"2,4 decadienal",9.48,13394910,868690,3114764,-3.3,Standards_pos
Standards_pos,200825_Std_250nMStdsInMatrix_2,"2,4 decadienal",9.41,7308621,558896,1735618,-2.6,Standards_pos
Standards_pos,200825_Std_H2OinMatrix_1,"2,4 decadienal",9.08,9238,627835,5397,-3.3,Standards_pos
Standards_pos,200825_Std_H2OinMatrix_2,"2,4 decadienal",9.32,148458,235913,8444,-2,Standards_pos
Standards_pos,200825_Poo_TruePooAnt18_Full1,"2,4 decadienal",9.79,17506,34221,9824,-3.8,Standards_pos
Standards_pos,200825_Poo_TruePooAnt18_Full2,"2,4 decadienal",9.86,23131,1499,10263,-2.5,Standards_pos
Standards_pos,200825_Poo_TruePooAnt18_Full3,"2,4 decadienal",9.91,25834,3686,10213,-2.4,Standards_pos
Standards_pos,200825_Poo_TruePooAnt18_Full4,"2,4 decadienal",9.86,11519,7564,6547,-3.3,Standards_pos
Standards_pos,200825_Poo_TruePooAnt18_Half1,"2,4 decadienal",9.88,24181,40804,8250,-3.1,Standards_pos
Standards_pos,200825_Poo_TruePooAnt18_Half2,"2,4 decadienal",9.91,31081,9814,12253,-2.9,Standards_pos
Standards_pos,200825_Poo_TruePooAnt18_Half3,"2,4 decadienal",9.87,39276,0,10952,-2.7,Standards_pos
Standards_pos,200825_Poo_TruePooAnt18_Half4,"2,4 decadienal",9.77,51565,0,9425,-3,Standards_pos
Standards_pos,200825_Blk_FilterBlk20_A,"2,4 decadienal",9.84,26437,2714,8925,-3.8,Standards_pos
Standards_pos,200825_Blk_FilterBlk35_A,"2,4 decadienal",10.23,38575,0,11698,-2.4,Standards_pos
Standards_pos,200825_Blk_FilterBlk50_A,"2,4 decadienal",9.86,19105,11058,7588,-2.2,Standards_pos
Standards_pos,200825_Blk_FilterBlkFSWB2_A,"2,4 decadienal",9.84,27823,4734,10355,-3.7,Standards_pos
Standards_pos,200825_Blk_FilterBlkFSWB2_B,"2,4 decadienal",9.85,27591,2180,10127,-2.1,Standards_pos
Standards_pos,200825_Blk_FilterBlkFSWB2_C,"2,4 decadienal",9.86,8994,6827,7576,-3.2,Standards_pos
Standards_pos,200825_Blk_FilterBlkFSWB3_A,"2,4 decadienal",9.83,29410,4728,8688,-3,Standards_pos
Standards_pos,200825_Blk_FilterBlkFSWB3_B,"2,4 decadienal",9.89,30283,1674,9852,-2.2,Standards_pos
Standards_pos,200825_Blk_FilterBlkFSWB3_C,"2,4 decadienal",9.86,16168,4690,9466,-2.6,Standards_pos
Standards_pos,200825_Blk_FilterBlkFSWB5_A,"2,4 decadienal",9.83,21168,9102,6572,-2.9,Standards_pos
Standards_pos,200825_Blk_FilterBlkFSWB5_B,"2,4 decadienal",9.87,10199,0,8705,-3.5,Standards_pos
Standards_pos,200825_Blk_FilterBlkFSWB5_C,"2,4 decadienal",9.86,26401,0,8097,-2.9,Standards_pos
Standards_pos,200825_Blk_FilterBlkFSWEvX_A,"2,4 decadienal",9.79,30496,13284,7522,-2.6,Standards_pos
Standards_pos,200825_Smp_20ppt3C_A,"2,4 decadienal",9.85,27812,0,13853,-2.7,Standards_pos
Standards_pos,200825_Smp_20ppt3C_B,"2,4 decadienal",9.89,51324,0,11899,-2.9,Standards_pos
Standards_pos,200825_Smp_20ppt3C_C,"2,4 decadienal",9.8,32214,0,13064,-3.4,Standards_pos
Standards_pos,200825_Smp_35ppt0C_A,"2,4 decadienal",9.87,36081,0,19904,-3.7,Standards_pos
Standards_pos,200825_Smp_35ppt0C_B,"2,4 decadienal",9.87,85921,1001,19739,-3.6,Standards_pos
Standards_pos,200825_Smp_35ppt0C_C,"2,4 decadienal",9.83,53334,0,12555,-2.7,Standards_pos
Standards_pos,200825_Smp_50ppt-3C_A,"2,4 decadienal",9.85,25780,0,11013,-2.9,Standards_pos
Standards_pos,200825_Smp_50ppt-3C_B,"2,4 decadienal",9.85,41700,0,11636,-3,Standards_pos
Standards_pos,200825_Smp_50ppt-3C_C,"2,4 decadienal",9.85,23390,7314,7426,-2.9,Standards_pos
Standards_pos,200825_Smp_Ev15SW_A,"2,4 decadienal",9.8,36671,11481,11871,-3.1,Standards_pos
Standards_pos,200825_Smp_Ev32Core_A,"2,4 decadienal",9.82,21527,27728,9632,-1.9,Standards_pos
Standards_pos,200825_Smp_Ev32Core_B,"2,4 decadienal",9.88,25050,9547,11931,-2.8,Standards_pos
Standards_pos,200825_Smp_Ev32Core_C,"2,4 decadienal",9.8,14541,24439,6324,-3.1,Standards_pos
Standards_pos,200825_Smp_Ev37Core_A,"2,4 decadienal",9.84,21340,615,11989,-3.5,Standards_pos
Standards_pos,200825_Smp_Ev51Slush_A,"2,4 decadienal",9.85,18357,25855,7768,-2.4,Standards_pos
Standards_pos,200825_Smp_Ev60SW_A,"2,4 decadienal",9.83,17923,9119,6046,-3.4,Standards_pos
Standards_pos,200825_Smp_EvXCore_A,"2,4 decadienal",9.85,60805,28307,14119,-2.9,Standards_pos
Standards_pos,200825_Smp_EvXSW_A,"2,4 decadienal",9.87,38003,0,8197,-3.3,Standards_pos
Standards_pos,200825_Smp_Hero1_A,"2,4 decadienal",9.85,21768,5358,11857,-3,Standards_pos
Standards_pos,200825_Smp_Hero1_B,"2,4 decadienal",9.83,21897,31432,6810,-3.5,Standards_pos
Standards_pos,200825_Smp_Hero1_C,"2,4 decadienal",9.85,28857,3863,9664,-3.2,Standards_pos
Standards_pos,200825_Smp_StaB1_A,"2,4 decadienal",9.85,29706,15087,8165,-3.8,Standards_pos
Standards_pos,200825_Smp_StaB1_B,"2,4 decadienal",9.84,34889,8716,8420,-1.7,Standards_pos
