MassFeature_Column,Identification,nmoperumolClEnviromed,nmolperumolCEnviromin,nmolperumolCEnviromax,nmolCmed,nmolCmin,nmolCmax,molFractionmed,molFractionmin,molFractionmax
Asparagine_X_HILICPos,Asparagine,0.09189571756221125,0.014154409818890486,0.35172991687122346,0.367582870248845,0.056617639275561946,1.4069196674848938,0.011146075169169116,0.0038698611485530466,0.030391595033778845
Homarine_X_HILICPos,Homarine,0.047778572764728085,0.013040493228356952,0.13191196354666918,0.3344500093530966,0.09128345259849865,0.9233837448266842,0.010989850555263693,0.003374701998104324,0.01988080551190971
Cys-Gly_X_HILICPos,Cys-Gly,0.0512904390947563,0.006327814483477995,0.16076182426836538,0.2564521954737815,0.031639072417389974,0.8038091213418269,0.010753575563224269,8.121901734828594e-4,0.024740543889952036
Threonine_X_HILICPos,Threonine,0.08682954166567068,0.019011663190390115,0.26820438455377027,0.3473181666626827,0.07604665276156046,1.072817538215081,0.010590169909360141,0.005197849835581054,0.02317448317774574
Glucose 6 phosphate_X_HILICNeg,Glucose 6 phosphate,0.03766504651316199,8.296665664638785e-5,0.18911331149904895,0.22599027907897196,4.977999398783271e-4,1.1346798689942936,0.00986111459721651,1.550154686095145e-5,0.02728011418866115
Fructose 6 phosphate_X_HILICNeg,Fructose 6 phosphate,0.05412323198796797,0.005359612975483337,0.12882970753148396,0.3247393919278078,0.032157677852900024,0.7729782451889038,0.009612164415068666,0.0027376089200911546,0.029356787096838984
Choline_X_HILICPos,Choline,0.05773466006058953,0.02554211919416602,0.10314900079400904,0.28867330030294763,0.1277105959708301,0.5157450039700452,0.009556153496086194,0.003737050779597382,0.0186144541581807
Lysine_X_HILICPos,Lysine,0.04326774214674002,0.0044282600483558955,0.47406028377709636,0.25960645288044015,0.026569560290135373,2.844361702662578,0.009013979511436083,0.0010021188595381496,0.10183139814739195
AMP_X_HILICNeg,AMP,0.02474159998144189,0.006378776838933817,0.052376358674323276,0.2474159998144189,0.06378776838933817,0.5237635867432328,0.008215447877033396,0.003200478109670006,0.016573914690716833
Serine_X_HILICPos,Serine,0.07495211723218301,0.02957732929902238,0.14110087107327615,0.22485635169654902,0.08873198789706714,0.4233026132198284,0.007288722829000274,0.0031767065276886476,0.023680982623467316
DMSP_X_HILICPos,DMSP,0.04053791242627281,0.0025093886435268954,0.37475433282881176,0.20268956213136405,0.012546943217634478,1.873771664144059,0.006906666569098956,5.512548275429933e-4,0.07074966660599608
Tyrosine_X_HILICPos,Tyrosine,0.024285097793647327,0.003847598868217445,0.05248965042380139,0.21856588014282594,0.034628389813957,0.4724068538142125,0.006592443630864979,0.002947942611923804,0.011778675912179345
Glucose 1 phosphate_X_HILICNeg,Glucose 1 phosphate,0.033023750744334224,0.0032990253997767197,0.07898501274995702,0.19814250446600534,0.01979415239866032,0.47391007649974215,0.006144084568968485,0.0016850920772355895,0.018351995620534883
Ornithine_X_HILICPos,Ornithine,0.03329573259885072,0.0035993227025779943,0.240320944185263,0.1664786629942536,0.01799661351288997,1.201604720926315,0.006100344178633814,5.075351571834204e-4,0.04317771654717649
Glutathione Disulfide_X_HILICPos,Glutathione Disulfide,0.007743760491542861,2.1129956693727464e-6,0.02896846031130329,0.15487520983085723,4.225991338745493e-5,0.5793692062260658,0.005636648719433038,3.597620337543839e-6,0.012515252077001441
Citric Acid_X_HILICNeg,Citric Acid,0.030428261380799834,0.007008587210624788,0.1702765021758184,0.182569568284799,0.042051523263748725,1.0216590130549106,0.005591758891087858,0.0012305061815853038,0.08697465159718988
Gonyol_X_HILICPos,Gonyol,0.020167859795508124,0.010081673663777187,0.13653036014770548,0.14117501856855688,0.07057171564644031,0.9557125210339383,0.004582721226013396,0.0018635813961125727,0.06532371892678522
L-Pyroglutamic acid_X_HILICNeg,L-Pyroglutamic acid,0.025393015005799997,0.0072222582794647106,0.14853680494269003,0.12696507502899998,0.03611129139732355,0.7426840247134502,0.004332886326474589,0.0010566838925366818,0.017716704983064074
Inosine_X_HILICNeg,Inosine,0.012126713289787967,7.782150100872122e-4,0.03131296164283649,0.12126713289787967,0.007782150100872121,0.3131296164283649,0.0034576495967798024,6.625006827635264e-4,0.009846143879435413
Trimethylammonium Propionate (TMAP)_X_HILICPos,Trimethylammonium Propionate (TMAP),0.014680270683237708,0.0015417879513529946,0.050053369960821235,0.08808162409942624,0.009250727708117967,0.3003202197649274,0.003030271014988899,7.875218729076956e-4,0.007347337361605366
GMP_X_HILICNeg,GMP,0.00835639580866053,1.1346158891985569e-5,0.015345842534590173,0.0835639580866053,1.1346158891985569e-4,0.15345842534590173,0.0027365151029042486,4.062054493603258e-6,0.004401704187048481
UDP-glucosamine_X_HILICNeg,UDP-glucosamine,0.004266332361052684,8.116495205380483e-7,0.006758269803756499,0.07252765013789562,1.379804184914682e-5,0.11489058666386048,0.0026482731956561714,1.1746383746614e-6,0.00345059607370153
Guanine_X_HILICPos,Guanine,0.01241665871388073,0.0030230300088086104,0.05950404699478645,0.06208329356940365,0.015115150044043051,0.29752023497393226,0.002341583325759507,5.597255573911606e-4,0.014930941165312753
Vitamin B3_X_HILICPos,Vitamin B3,0.011062396058079942,0.0020722771338892603,0.01996462094363169,0.06637437634847965,0.012433662803335563,0.11978772566179013,0.002107613175326177,4.883557680195093e-4,0.004904359238879876
Histidine_X_HILICPos,Histidine,0.010986551952864828,0.005959597818503123,0.024991944724645925,0.06591931171718897,0.03575758691101874,0.14995166834787554,0.0020714231933955706,0.0013194265256442218,0.011129371543455155
Ketoglutaric Acid_X_HILICNeg,Ketoglutaric Acid,0.0109542183712386,0.0029371860124616346,0.030401084237184385,0.054771091856193,0.014685930062308172,0.15200542118592192,0.002058236459707514,3.9428207623624754e-4,0.00369060797201166
Tryptophan_X_RP,Tryptophan,0.005689064638368464,0.0017301465441229022,0.013111722153262157,0.0625797110220531,0.019031611985351925,0.14422894368588374,0.0019299662993249598,0.0011511216001857307,0.004821850168562056
beta-Glutamic acid_X_HILICPos,beta-Glutamic acid,0.011228112349412228,0.0050616869312910566,0.02793460703416909,0.05614056174706114,0.025308434656455284,0.13967303517084545,0.0019261072256916837,6.498507348755856e-4,0.009790590467268472
Uridine_X_HILICNeg,Uridine,0.0077722552416132915,0.003354108588719875,0.020039072015524483,0.06995029717451963,0.030186977298478877,0.18035164813972035,0.0019137825336628567,9.679590142514216e-4,0.008703043985498246
Leucine_X_HILICPos,Leucine,0.01152583448003551,0.0026175499533629544,0.06725090072282945,0.06915500688021306,0.015705299720177725,0.4035054043369767,0.0017756282256820768,6.569324997688937e-4,0.017836025925976662
Ribose 5 phosphate_X_HILICNeg,Ribose 5 phosphate,0.009351489682419107,1.634327000103945e-6,0.01763406499812201,0.04675744841209553,8.171635000519725e-6,0.08817032499061005,0.0017371324989514105,6.95657844807176e-7,0.002594112579568337
Glycine_X_HILICPos,Glycine,0.02685492260531441,0.0118064635431312,0.07687849610342928,0.05370984521062882,0.0236129270862624,0.15375699220685857,0.0016297228001842432,9.921669539209395e-4,0.013089456126693627
Adenosine_X_HILICPos,Adenosine,0.005230556695829439,0.0027339625547083703,0.016362012138758125,0.05230556695829439,0.027339625547083704,0.16362012138758125,0.0015958611831343357,7.55391842455165e-4,0.007188713635948038
UDP-glucose_X_HILICNeg,UDP-glucose,0.003170581799295231,7.831638741925401e-7,0.009435571959666052,0.047558726989428465,1.1747458112888102e-5,0.14153357939499078,0.001525749339340314,1.0000705357317784e-6,0.0030573396108274464
Guanosine_X_HILICPos,Guanosine,0.004033013675895588,0.0016494864797899364,0.009900585054177711,0.04033013675895588,0.016494864797899363,0.0990058505417771,0.0013608632022897842,4.4024012972503453e-4,0.004274215639825018
4-Hydroxyisoleucine_X_HILICPos,4-Hydroxyisoleucine,0.006837529854741794,9.854795745111444e-4,0.026138091013390076,0.041025179128450766,0.005912877447066867,0.15682854608034047,0.0012675729400448508,2.3844863521763434e-4,0.013350939972668105
Methionine_X_HILICPos,Methionine,0.007402655840524745,0.0010876926967370508,0.037176138814751784,0.03701327920262372,0.005438463483685254,0.18588069407375893,0.0011914356349510755,4.3497043587102435e-4,0.0055310189024470055
Trigonelline_X_HILICPos,Trigonelline,0.005694122299313888,1.7018471815824737e-4,0.00991128254203079,0.039858856095197216,0.0011912930271077316,0.06937897779421554,0.0011687508945488639,4.396649026499941e-5,0.0021459801659290826
Citrulline_X_HILICPos,Citrulline,0.005940921332549879,0.002368077745418469,0.011392572046167261,0.03564552799529928,0.014208466472510813,0.06835543227700357,0.0011570556379386786,5.665795261125225e-4,0.0038634517720166745
Hypoxanthine_X_HILICPos,Hypoxanthine,0.007168783255099791,0.003393883994521478,0.021399622042184777,0.035843916275498953,0.01696941997260739,0.10699811021092388,0.0011065184409212554,4.714832345519089e-4,0.004603925838560309
Gluconic Acid_X_HILICNeg,Gluconic Acid,0.006255229806959946,0.0018924212746992072,0.016912696429159227,0.03753137884175968,0.011354527648195244,0.10147617857495536,0.0010839664770982515,2.9155292441062833e-4,0.003301517426013937
Adenosyl Methionine_X_RP,Adenosyl Methionine,0.002101664388198743,1.512465329549746e-4,0.00808051973184599,0.03152496582298115,0.002268697994324619,0.12120779597768984,9.8760995683301e-4,1.9313608074147335e-4,0.0044851800086117615
Methionine Sulfoxide_X_HILICPos,Methionine Sulfoxide,0.006492732604794819,0.0019045089303603318,0.05229706460450624,0.03246366302397409,0.009522544651801659,0.2614853230225312,9.576517940256941e-4,5.691422243180582e-4,0.005788226999345096
Cytidine_X_HILICPos,Cytidine,0.0029112108960423536,9.923060744255044e-6,0.0061001301627659375,0.02620089806438118,8.930754669829539e-5,0.054901171464893435,9.212606471957619e-4,2.560148909167653e-6,0.0018671727723828307
Xanthine_X_RP,Xanthine,0.004217251089078692,0.001068126443525216,0.015269350289310047,0.021086255445393463,0.00534063221762608,0.07634675144655023,6.940378831096385e-4,1.5627688243645047e-4,0.0032723828114569905
Cytosine_X_HILICPos,Cytosine,0.004165015093502606,9.368035719622939e-4,0.02001325179115278,0.016660060374010424,0.0037472142878491755,0.08005300716461113,6.06745418178814e-4,1.3415455205024318e-4,0.003697270575179875
Trimethylamine N-oxide_X_HILICPos,Trimethylamine N-oxide,0.005823353461235248,0.0016469647481347025,0.07557198435200907,0.017470060383705743,0.0049408942444041076,0.2267159530560272,6.046668253144375e-4,1.445798020719907e-4,0.007398122196740783
DHAP_X_HILICNeg,DHAP,0.005454002690061605,7.508730276452725e-4,0.022075065210810235,0.016362008070184817,0.0022526190829358175,0.0662251956324307,0.00057868080292811585,7.350674274849534e-5,0.0016783268294709689
N-Acetylglucosamine_X_HILICPos,N-Acetylglucosamine,0.0019480398722899726,4.2940392193968884e-4,0.009164037356418759,0.015584318978319781,0.0034352313755175107,0.07331229885135007,4.7892819848800066e-4,7.396184657538287e-5,0.0020737510964030904
Carnitine_X_HILICPos,Carnitine,0.001934317069316269,7.85486136215805e-4,0.00426006394282117,0.013540219485213882,0.0054984029535106345,0.02982044759974819,4.2999710806392304e-4,1.6089354910418487e-4,0.0014124540691516077
Adenine_X_HILICPos,Adenine,0.00298787683423529,0.001357008071387688,0.010275557505439074,0.014939384171176451,0.00678504035693844,0.051377787527195365,3.887710458785756e-4,1.8956333270719468e-4,0.004373832279569089
FAD_X_HILICNeg,FAD,4.066138920305999e-4,2.6915733800879515e-7,7.400028976086292e-4,0.010978575084826197,7.267248126237469e-6,0.019980078235432987,3.6026026973538073e-4,1.5646663417454413e-7,7.468407370715816e-4
Acetylglutamic acid_X_HILICNeg,Acetylglutamic acid,0.0012483396422636338,5.749160715834368e-5,0.003357964313355503,0.008738377495845436,4.0244125010840574e-4,0.023505750193488523,3.4701750817913856e-4,1.683360019574601e-5,9.514033812821128e-4
Acetyl-L-carnitine_X_HILICPos,Acetyl-L-carnitine,0.0012834986730625713,5.059255400620859e-4,0.0021581118850897336,0.011551488057563142,0.004553329860558774,0.019423006965807604,3.2559669260979953e-4,1.332389436899329e-4,0.0012767741283159985
Cysteic Acid_X_HILICNeg,Cysteic Acid,0.0035151929273752273,9.551165469289969e-4,0.04294962546647566,0.010545578782125682,0.002865349640786991,0.128848876399427,3.2476084559220666e-4,7.934264988332374e-5,0.008806924258816283
trans Hydroxyl proline_X_HILICPos,trans Hydroxyl proline,0.001841071047963857,7.803246896636955e-4,0.003198352756738428,0.009205355239819284,0.0039016234483184777,0.015991763783692138,2.706499036373094e-4,1.999862251601116e-4,7.398282212211419e-4
Dimethylsulfonioacetate (DMS-Ac)_X_HILICPos,Dimethylsulfonioacetate (DMS-Ac),0.0023420128003396774,8.338115019723725e-4,0.028269240815037726,0.00936805120135871,0.00333524600788949,0.1130769632601509,2.639793322936811e-4,1.2106214495166283e-4,0.007728901319728771
Argininosuccinic Acid_X_HILICPos,Argininosuccinic Acid,5.914113631162411e-4,5.523980198794473e-7,0.0016319993623936982,0.005914113631162411,5.523980198794473e-6,0.016319993623936983,2.1841146000386522e-4,4.702608669631564e-7,5.842744145114697e-4
Phosphoglyceric Acid_X_HILICNeg,Phosphoglyceric Acid,0.0022053584851787593,2.125452947780553e-7,0.00637599247852269,0.006616075455536278,6.376358843341659e-7,0.01912797743556807,2.0300247643837487e-4,2.2828093048051952e-08,5.533438646148857e-4
(3-Carboxypropyl)trimethylammonium (TMAB)_X_HILICPos,(3-Carboxypropyl)trimethylammonium (TMAB),8.326506478962591e-4,3.2439442926538277e-4,0.0026233513750326914,0.005828554535273814,0.0022707610048576794,0.01836345962522884,1.9786294718878198e-4,6.337221776530813e-5,7.431673489530628e-4
Isobutyryl-L-carnitine_X_RP,Isobutyryl-L-carnitine,5.508390140657957e-4,2.2328225948852907e-4,0.00213965726227605,0.006059229154723753,0.0024561048543738197,0.02353622988503655,1.9552263581767081e-4,7.187021946798404e-5,0.0010344068264924102
Cystathionine_X_HILICPos,Cystathionine,7.043043898453586e-4,2.743235460037238e-7,0.0023826099155297366,0.00493013072891751,1.9202648220260667e-6,0.016678269408708157,1.5613922362421324e-4,6.874767419949477e-8,3.9785961311898627e-4
Deoxyadenosine_X_HILICPos,Deoxyadenosine,3.807696716452961e-4,1.1021179156147302e-4,0.0020837550566688958,0.0038076967164529614,0.0011021179156147302,0.020837550566688956,1.379293279321413e-4,2.941500522055226e-5,0.0014245004415879296
Creatine_X_HILICPos,Creatine,7.982744801864752e-4,3.155884781730628e-5,0.004330667346532512,0.0031930979207459007,1.2623539126922512e-4,0.017322669386130047,1.1593725738823709e-4,5.5462009859209866e-6,4.0520397466777247e-4
Stachydrine hydrochloride_X_HILICPos,Stachydrine hydrochloride,4.948930199296063e-4,1.0421058815393444e-4,0.00312517130273681,0.003464251139507244,7.294741170775412e-4,0.02187619911915767,1.1437426109341037e-4,2.1588417933291067e-5,0.001274507997722273
Ophthalmic Acid_X_HILICPos,Ophthalmic Acid,3.184471837001033e-4,9.121140629470267e-5,5.59314299050725e-4,0.003502919020701136,0.0010033254692417292,0.006152457289557976,1.1198348650145344e-4,3.8332415204370714e-5,5.237636260124061e-4
PEP_X_HILICNeg,PEP,9.674287403882895e-4,5.821646918812316e-7,0.004164087519449047,0.0029022862211648686,1.746494075643695e-6,0.01249226255834714,9.927705227044544e-5,5.767180327215445e-8,3.334125715262798e-4
Ectoine_X_HILICPos,Ectoine,4.6093362673694746e-4,4.013440187767987e-5,0.004668890793946928,0.0027656017604216847,2.4080641126607923e-4,0.028013344763681572,9.656493351467643e-5,8.621144603067274e-6,6.93951696513765e-4
Trimethyl-L-lysine_X_HILICPos,Trimethyl-L-lysine,2.3880677807626693e-4,1.1128642801002048e-4,6.936041071227545e-4,0.0021492610026864023,0.0010015778520901845,0.0062424369641047904,7.224768784107484e-5,4.0657904193592165e-5,4.476619902979525e-4
Chitobiose_X_HILICPos,Chitobiose,1.311263437273462e-4,4.7752143790387325e-6,0.003948760975806689,0.002098021499637539,7.640343006461972e-5,0.06318017561290702,7.101420529649387e-5,2.154706876347882e-6,0.0022619224593825506
IAA_X_RP,IAA,1.9369458966335084e-4,3.629696038296924e-5,5.972572185853855e-4,0.0019369458966335084,3.629696038296924e-4,0.005972572185853855,6.934487572568838e-5,1.0140798603062885e-5,4.066891857311492e-4
Adenosyl Homocysteine_X_HILICPos,Adenosyl Homocysteine,1.5393177383546397e-4,2.0588088820906674e-5,0.001115265381155298,0.0021550448336964956,2.8823324349269345e-4,0.01561371533617417,6.35142487855159e-5,1.0871236335707086e-5,5.810251779115665e-4
N(e)-Acetyl-Lysine_X_HILICPos,N(e)-Acetyl-Lysine,2.572800728711288e-4,1.0140802776892676e-5,0.0015925463625560926,0.0020582405829690305,8.112642221514141e-5,0.01274037090044874,6.307869317548833e-5,3.3934139616977948e-6,4.3930845543794405e-4
Orotic Acid_X_HILICNeg,Orotic Acid,2.9586108310552156e-4,4.8338400141903034e-5,6.115835936287982e-4,0.0014793054155276078,2.4169200070951519e-4,0.003057917968143991,4.954131095661811e-5,1.114414895930927e-5,8.333568721693813e-5
cAMP_X_HILICNeg,cAMP,1.650505151578858e-4,1.86238465368411e-8,0.0015108049999014467,0.001650505151578858,1.86238465368411e-7,0.015108049999014467,4.8207541288854546e-5,4.540817471234697e-9,6.319503116349117e-4
Agmatine_X_RP,Agmatine,2.551451814538853e-4,3.086732135899966e-8,0.001133405800585796,0.0012757259072694266,1.543366067949983e-7,0.0056670290029289805,4.69570714088722e-5,5.525426826182855e-9,1.6698285057396882e-4
Ethyl Dihydroxybenzoate_X_HILICNeg,Ethyl Dihydroxybenzoate,1.8095638171922572e-4,8.67859378371323e-5,5.530361514763455e-4,0.0016286074354730316,7.810734405341907e-4,0.004977325363287109,4.366974150893149e-5,2.7869561787112727e-5,3.7051969076630124e-4
cGMP_X_HILICNeg,cGMP,1.0657545336277624e-4,9.724353499828181e-8,9.562418447634194e-4,0.0010657545336277623,9.72435349982818e-7,0.009562418447634193,4.0250672194469936e-5,2.3709663941406013e-8,3.999836721721238e-4
Aconitic Acid_X_HILICNeg,Aconitic Acid,1.827587844255226e-4,3.943824570885605e-5,6.036184910363971e-4,0.0010965527065531356,2.366294742531363e-4,0.0036217109462183825,3.5949383543323116e-5,6.673354257637211e-6,3.0831915904229657e-4
Propionyl-L-carnitine_X_HILICPos,Propionyl-L-carnitine,1.0798694690153718e-4,3.867977357763377e-5,4.2544831948658317e-4,0.001079869469015372,3.867977357763377e-4,0.004254483194865832,3.564360310484887e-5,1.1307539010729673e-5,3.621875683287953e-4
N-acetyltaurine_X_HILICNeg,N-acetyltaurine,2.825467685606889e-4,8.225558782086535e-6,7.413966777427624e-4,0.0011301870742427556,3.290223512834614e-5,0.0029655867109710495,3.455711941029086e-5,2.359508017061554e-6,8.032218764791959e-5
Muramic Acid_X_HILICPos,Muramic Acid,1.1076235625994154e-4,3.4880105849425705e-8,0.0011024741362641078,9.968612063394739e-4,3.1392095264483137e-7,0.009922267226376971,3.345455414899451e-5,1.3130909936462384e-8,8.446905709644732e-4
Vitamin B6_X_RP,Vitamin B6,1.1253386506828595e-4,8.301678811468914e-6,4.633821173429206e-4,9.002709205462876e-4,6.641343049175131e-5,0.003707056938743365,3.26763251725093e-5,2.9178998850344124e-6,1.8054576416257117e-4
Propionylglycine_X_HILICNeg,Propionylglycine,2.020947292115676e-4,4.034701881544256e-5,7.780519392795047e-4,0.0010104736460578379,2.0173509407721282e-4,0.003890259696397524,3.236130045807859e-5,8.438319675809196e-6,3.3118092963819323e-4
Betonicine_X_HILICPos,Betonicine,1.0407614600027467e-4,2.2785739307455695e-5,4.934230077174208e-4,7.285330220019227e-4,1.5950017515218987e-4,0.0034539610540219455,2.679942239361592e-5,6.029758575093254e-6,8.239413664607889e-5
Turicine_X_HILICPos,Turicine,1.1656569606447943e-4,9.93208732624561e-6,6.506657696042575e-4,8.159598724513561e-4,6.952461128371926e-5,0.004554660387229802,2.6419249405079043e-5,1.5018368708946731e-6,1.1712584421424997e-4
Methylthioadenosine_X_RP,Methylthioadenosine,6.917434349768556e-5,3.268380806123352e-7,1.8617867031805451e-4,7.609177784745412e-4,3.595218886735687e-6,0.0020479653734986,2.145917752943503e-5,7.766217147194539e-8,8.566375912737733e-5
Cysteinesulfinic acid_X_HILICNeg,Cysteinesulfinic acid,2.245149260056816e-4,8.669250928361057e-8,7.734186585713529e-4,6.735447780170448e-4,2.6007752785083174e-7,0.002320255975714059,1.797659114414843e-5,7.450076443043445e-9,5.661718742366542e-5
Kynurenine_X_RP,Kynurenine,6.746764207737048e-5,3.302146550759832e-5,4.3863324548280245e-4,6.746764207737048e-4,3.3021465507598316e-4,0.004386332454828025,1.796958135473247e-5,1.0483211536839594e-5,3.5566807348236403e-4
C14-HSL_X_RP,C14-HSL,3.454981337020517e-5,1.2359709891889125e-5,1.0711901271864805e-4,6.21896640663693e-4,2.2247477805400424e-4,0.001928142228935665,1.7722278117487662e-5,8.14262619385566e-6,1.6414429515975438e-4
Vitamin B5_X_RP,Vitamin B5,5.380351842648947e-5,2.318172806703333e-6,1.1433404247017654e-4,4.842316658384052e-4,2.0863555260329998e-5,0.0010290063822315889,1.4890855696238755e-5,6.085052202465973e-7,2.6416041779829748e-5
Anserine_X_HILICPos,Anserine,2.8687702803824328e-5,6.830955827098512e-6,3.5311057310490946e-4,2.868770280382433e-4,6.830955827098512e-5,0.0035311057310490946,1.1999697332315636e-5,1.4755898861086812e-6,3.006058643700616e-4
Pyridoxal_X_RP,Pyridoxal,4.876909655249861e-5,1.6254200836789826e-5,1.348995672279817e-4,3.9015277241998887e-4,1.300336066943186e-4,0.0010791965378238535,1.1978144679582613e-5,5.488429243962038e-6,9.187286725094297e-5
Vitamin B2_X_RP,Vitamin B2,1.879357217104621e-5,8.656058925899147e-6,4.7403784891627956e-5,3.1949072690778556e-4,1.471530017402855e-4,8.058643431576752e-4,9.158731442320089e-6,3.989686070420766e-6,2.9182626107277663e-5
7-dehydrocholesterol_X_RP,7-dehydrocholesterol,1.1013758157425095e-5,5.4922264953610655e-8,7.799649166833601e-5,2.9737147025047755e-4,1.4829011537474876e-6,0.002105905275045072,8.85416542080304e-6,5.308955526265601e-8,8.808731073336075e-5
Resorcylic Acid_X_HILICNeg,Resorcylic Acid,2.580495696534474e-5,1.5699482315980352e-8,3.249070211221306e-4,1.806346987574132e-4,1.0989637621186247e-7,0.0022743491478549142,8.389320154231751e-6,4.144939923514479e-9,5.425453024464249e-5
Methylmalonyl carnitine_X_HILICPos,Methylmalonyl carnitine,2.0206728874063684e-5,2.993000599052792e-9,5.405705593349971e-5,2.2227401761470053e-4,3.292300658958071e-8,5.946276152684968e-4,5.356146613277092e-6,8.027201213874492e-10,5.0621126038326974e-5
3OHC12-HSL_X_RP,3OHC12-HSL,9.559268160590151e-6,3.4559389647090705e-6,4.769222385320273e-5,1.5294829056944242e-4,5.529502343534513e-5,7.630755816512437e-4,4.960404510865482e-6,1.9182094554081676e-6,6.496123658517841e-5
Glutathione_X_RP,Glutathione,5.497484964076893e-6,9.929279408121868e-7,0.0010320430635483507,5.4974849640768934e-5,9.92927940812187e-6,0.010320430635483506,3.7575751566912283e-6,2.6657738964806173e-7,4.5343213175116996e-4
RP B12_X_RP,RP B12,2.2139556488893375e-6,6.825626484920059e-7,2.2490603590353937e-5,1.3947920588002827e-4,4.3001446854996375e-5,0.001416908026192298,3.5867125436764183e-6,1.2845669566869426e-6,4.576702684391343e-5
6-Methyladenine_X_HILICPos,6-Methyladenine,1.3403985586238155e-5,4.873519479570581e-6,5.057250447220764e-5,8.042391351742892e-5,2.9241116877423484e-5,3.0343502683324587e-4,2.545652659452216e-6,6.990781823644655e-7,1.2690294917950425e-5
