"","X","Precursor.Ion.Name","Retention.Time","Area","Background","Height","Mass.Error.PPM","SNFlag","ppmFlag","areaminFlag","RT_ref","RT_max","RT_min","RTFlag","Blank.Area","BlankFlag","Flags","QC_area","Reps_Present","ReplicateFlag","Samps_Present","Replicate.Name","SampleFlag","SmpFlag","CmpFlag","Filled_area","Backfill_Flag"
"21",317,"3OC12-HSL",9.4,79336,0,"22630",-1.6,NA,NA,NA,8.88833333333333,9.46,7.78,NA,2104,NA,"",79336,3,NA,9,"200825_Smp_StaB1_A",NA,NA,NA,79336,NA
"22",318,"3OC12-HSL",9.38,46536,0,"14697",-0.8,NA,NA,NA,8.88833333333333,9.46,7.78,NA,2104,NA,"",46536,3,NA,9,"200825_Smp_StaB1_B",NA,NA,NA,46536,NA
"23",319,"3OC12-HSL",9.34,78717,0,"17379",-1.1,NA,NA,NA,8.88833333333333,9.46,7.78,NA,2104,NA,"",78717,3,NA,9,"200825_Smp_StaB1_C",NA,NA,NA,78717,NA
"24",320,"3OC12-HSL",9.38,31300,0,"14056",-0.6,NA,NA,"areaminFlag",8.88833333333333,9.46,7.78,NA,2104,NA,"areaminFlag, ",NA,3,NA,9,"200825_Smp_StaB1_D",NA,NA,NA,6412,"Backfill_Flag"
"25",321,"3OC12-HSL",9.35,18232,0,"12602",-1.4,NA,NA,"areaminFlag",8.88833333333333,9.46,7.78,NA,2104,NA,"areaminFlag, ",NA,3,NA,9,"200825_Smp_StaB1_E",NA,NA,NA,6412,"Backfill_Flag"
"26",322,"3OC12-HSL",9.35,31197,0,"15341",-1.2,NA,NA,"areaminFlag",8.88833333333333,9.46,7.78,NA,2104,NA,"areaminFlag, ",NA,2,NA,9,"200825_Smp_StaB2_A",NA,NA,NA,6412,"Backfill_Flag"
"27",323,"3OC12-HSL",9.34,68322,0,"26693",-0.5,NA,NA,NA,8.88833333333333,9.46,7.78,NA,2104,NA,"",68322,2,NA,9,"200825_Smp_StaB2_B",NA,NA,NA,68322,NA
"28",324,"3OC12-HSL",9.38,87014,0,"23287",-2.2,NA,NA,NA,8.88833333333333,9.46,7.78,NA,2104,NA,"",87014,2,NA,9,"200825_Smp_StaB2_C",NA,NA,NA,87014,NA
"29",325,"3OC12-HSL",9.38,127462,0,"43974",-2.1,NA,NA,NA,8.88833333333333,9.46,7.78,NA,1731,NA,"",127462,2,NA,9,"200825_Smp_StaB3_A",NA,NA,NA,127462,NA
"30",326,"3OC12-HSL",9.36,32716,0,"16666",-0.4,NA,NA,"areaminFlag",8.88833333333333,9.46,7.78,NA,1731,NA,"areaminFlag, ",NA,2,NA,9,"200825_Smp_StaB3_B",NA,NA,NA,5293,"Backfill_Flag"
"31",327,"3OC12-HSL",9.36,47356,0,"24011",-1.6,NA,NA,NA,8.88833333333333,9.46,7.78,NA,1731,NA,"",47356,2,NA,9,"200825_Smp_StaB3_C",NA,NA,NA,47356,NA
"32",328,"3OC12-HSL",9.36,42902,0,"25132",-1.7,NA,NA,NA,8.88833333333333,9.46,7.78,NA,1541,NA,"",42902,3,NA,9,"200825_Smp_StaB4_A",NA,NA,NA,42902,NA
"33",329,"3OC12-HSL",9.38,113886,0,"43570",-2,NA,NA,NA,8.88833333333333,9.46,7.78,NA,1541,NA,"",113886,3,NA,9,"200825_Smp_StaB4_B",NA,NA,NA,113886,NA
"34",330,"3OC12-HSL",9.35,70251,0,"27970",-1.7,NA,NA,NA,8.88833333333333,9.46,7.78,NA,1541,NA,"",70251,3,NA,9,"200825_Smp_StaB4_C",NA,NA,NA,70251,NA
"35",331,"3OC12-HSL",9.74,2518,0,"6199",-1.7,NA,NA,"areaminFlag",8.88833333333333,9.46,7.78,"RTFlag",1541,"BlankFlag","areaminFlag, RTFlag, BlankFlag, ReplicateFlag, ",NA,1,"ReplicateFlag",9,"200825_Smp_StaB5_A",NA,NA,NA,4723,"Backfill_Flag"
"36",332,"3OC12-HSL",9.33,224238,0,"73988",-1,NA,NA,NA,8.88833333333333,9.46,7.78,NA,1541,NA,"ReplicateFlag, ",NA,1,"ReplicateFlag",9,"200825_Smp_StaB5_B",NA,NA,NA,4723,"Backfill_Flag"
"37",333,"3OC12-HSL",9.86,118666,0,"38018",-2.2,NA,NA,NA,8.88833333333333,9.46,7.78,"RTFlag",1541,NA,"RTFlag, ReplicateFlag, ",NA,1,"ReplicateFlag",9,"200825_Smp_StaB5_C",NA,NA,NA,4723,"Backfill_Flag"
"38",371,"3OC8-HSL",5.3,56276,0,"20900",-1.7,NA,NA,NA,5.22,5.41,5.11,NA,11031,NA,"",56276,3,NA,6,"200825_Smp_20ppt3C_A",NA,NA,NA,56276,NA
"39",372,"3OC8-HSL",5.21,76080,0,"46156",-1.8,NA,NA,NA,5.22,5.41,5.11,NA,11031,NA,"",76080,3,NA,6,"200825_Smp_20ppt3C_B",NA,NA,NA,76080,NA
"40",373,"3OC8-HSL",5.24,348679,11483,"141076",-1.9,NA,NA,NA,5.22,5.41,5.11,NA,11031,NA,"",348679,3,NA,6,"200825_Smp_20ppt3C_C",NA,NA,NA,348679,NA
"41",374,"3OC8-HSL",5.35,162193,0,"59103",-2.3,NA,NA,NA,5.22,5.41,5.11,NA,0,NA,"",162193,3,NA,6,"200825_Smp_35ppt0C_A",NA,NA,NA,162193,NA
"42",375,"3OC8-HSL",5.33,101967,0,"40571",-2.1,NA,NA,NA,5.22,5.41,5.11,NA,0,NA,"",101967,3,NA,6,"200825_Smp_35ppt0C_B",NA,NA,NA,101967,NA
"43",376,"3OC8-HSL",5.3,44567,0,"19517",-1.9,NA,NA,NA,5.22,5.41,5.11,NA,0,NA,"",44567,3,NA,6,"200825_Smp_35ppt0C_C",NA,NA,NA,44567,NA
"44",377,"3OC8-HSL",5.32,7946,0,"5582",-0.7,NA,NA,"areaminFlag",5.22,5.41,5.11,NA,0,NA,"areaminFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",6,"200825_Smp_50ppt-3C_A",NA,NA,NA,100,"Backfill_Flag"
"45",378,"3OC8-HSL",5.34,7432,0,"7307",-1.1,NA,NA,"areaminFlag",5.22,5.41,5.11,NA,0,NA,"areaminFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",6,"200825_Smp_50ppt-3C_B",NA,NA,NA,100,"Backfill_Flag"
"46",379,"3OC8-HSL",5.33,10761,0,"7963",-0.8,NA,NA,"areaminFlag",5.22,5.41,5.11,NA,0,NA,"areaminFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",6,"200825_Smp_50ppt-3C_C",NA,NA,NA,100,"Backfill_Flag"
"47",380,"3OC8-HSL",4.83,6094,0,"6544",-1.1,NA,NA,"areaminFlag",5.22,5.41,5.11,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA,0,NA,6,"200825_Smp_Ev15SW_A",NA,NA,NA,100,"Backfill_Flag"
"48",381,"3OC8-HSL",5.31,78391,0,"27922",-0.5,NA,NA,NA,5.22,5.41,5.11,NA,0,NA,"",78391,3,NA,6,"200825_Smp_Ev32Core_A",NA,NA,NA,78391,NA
"49",382,"3OC8-HSL",5.31,90026,0,"31048",-1.2,NA,NA,NA,5.22,5.41,5.11,NA,0,NA,"",90026,3,NA,6,"200825_Smp_Ev32Core_B",NA,NA,NA,90026,NA
"50",383,"3OC8-HSL",5.34,143713,0,"52018",-2.3,NA,NA,NA,5.22,5.41,5.11,NA,0,NA,"",143713,3,NA,6,"200825_Smp_Ev32Core_C",NA,NA,NA,143713,NA
"51",384,"3OC8-HSL",4.45,15186,0,"9666",-2.9,NA,NA,"areaminFlag",5.22,5.41,5.11,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA,0,NA,6,"200825_Smp_Ev37Core_A",NA,NA,NA,100,"Backfill_Flag"
"52",385,"3OC8-HSL",5.29,1521,0,"4163",0.1,NA,NA,"areaminFlag",5.22,5.41,5.11,NA,0,NA,"areaminFlag, ",NA,0,NA,6,"200825_Smp_Ev51Slush_A",NA,NA,NA,100,"Backfill_Flag"
"53",386,"3OC8-HSL",5.27,1679,0,"4232",-0.3,NA,NA,"areaminFlag",5.22,5.41,5.11,NA,0,NA,"areaminFlag, ",NA,0,NA,6,"200825_Smp_EvXCore_A",NA,NA,NA,100,"Backfill_Flag"
"54",387,"3OC8-HSL",NA,NA,NA,"#N/A",NA,NA,NA,NA,5.22,5.41,5.11,NA,0,NA,"",NA,0,NA,6,"200825_Smp_EvXSW_A",NA,NA,NA,100,"Backfill_Flag"
"55",388,"3OC8-HSL",NA,NA,NA,"#N/A",NA,NA,NA,NA,5.22,5.41,5.11,NA,9908,NA,"ReplicateFlag, ",NA,0,"ReplicateFlag",6,"200825_Smp_Hero1_A",NA,NA,NA,29824,"Backfill_Flag"
"56",389,"3OC8-HSL",NA,NA,NA,"#N/A",NA,NA,NA,NA,5.22,5.41,5.11,NA,9908,NA,"ReplicateFlag, ",NA,0,"ReplicateFlag",6,"200825_Smp_Hero1_B",NA,NA,NA,29824,"Backfill_Flag"
"57",390,"3OC8-HSL",NA,NA,NA,"#N/A",NA,NA,NA,NA,5.22,5.41,5.11,NA,9908,NA,"ReplicateFlag, ",NA,0,"ReplicateFlag",6,"200825_Smp_Hero1_C",NA,NA,NA,29824,"Backfill_Flag"
"58",391,"3OC8-HSL",5.26,64527,0,"27592",-1.9,NA,NA,NA,5.22,5.41,5.11,NA,9908,NA,"ReplicateFlag, ",NA,1,"ReplicateFlag",6,"200825_Smp_StaB1_A",NA,NA,NA,29824,"Backfill_Flag"
"59",392,"3OC8-HSL",5.31,13192,0,"8277",-1.3,NA,NA,"areaminFlag",5.22,5.41,5.11,NA,9908,"BlankFlag","areaminFlag, BlankFlag, ReplicateFlag, ",NA,1,"ReplicateFlag",6,"200825_Smp_StaB1_B",NA,NA,NA,29824,"Backfill_Flag"
"60",393,"3OC8-HSL",5.3,8507,0,"8022",-0.5,NA,NA,"areaminFlag",5.22,5.41,5.11,NA,9908,"BlankFlag","areaminFlag, BlankFlag, ReplicateFlag, ",NA,1,"ReplicateFlag",6,"200825_Smp_StaB1_C",NA,NA,NA,29824,"Backfill_Flag"
"61",394,"3OC8-HSL",5.35,6384,0,"5288",-0.4,NA,NA,"areaminFlag",5.22,5.41,5.11,NA,9908,"BlankFlag","areaminFlag, BlankFlag, ReplicateFlag, ",NA,1,"ReplicateFlag",6,"200825_Smp_StaB1_D",NA,NA,NA,29824,"Backfill_Flag"
"62",395,"3OC8-HSL",NA,NA,NA,"#N/A",NA,NA,NA,NA,5.22,5.41,5.11,NA,9908,NA,"ReplicateFlag, ",NA,1,"ReplicateFlag",6,"200825_Smp_StaB1_E",NA,NA,NA,29824,"Backfill_Flag"
"63",396,"3OC8-HSL",5.33,8383,0,"5241",-0.6,NA,NA,"areaminFlag",5.22,5.41,5.11,NA,9908,"BlankFlag","areaminFlag, BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",6,"200825_Smp_StaB2_A",NA,NA,NA,29824,"Backfill_Flag"
"64",397,"3OC8-HSL",5.32,13790,0,"9761",-1.2,NA,NA,"areaminFlag",5.22,5.41,5.11,NA,9908,"BlankFlag","areaminFlag, BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",6,"200825_Smp_StaB2_B",NA,NA,NA,29824,"Backfill_Flag"
"65",398,"3OC8-HSL",5.37,36530,0,"17515",-1.4,NA,NA,"areaminFlag",5.22,5.41,5.11,NA,9908,"BlankFlag","areaminFlag, BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",6,"200825_Smp_StaB2_C",NA,NA,NA,29824,"Backfill_Flag"
"66",399,"3OC8-HSL",5.36,46526,0,"20078",-1.8,NA,NA,NA,5.22,5.41,5.11,NA,3730,NA,"ReplicateFlag, ",NA,1,"ReplicateFlag",6,"200825_Smp_StaB3_A",NA,NA,NA,11290,"Backfill_Flag"
"67",400,"3OC8-HSL",5.34,8015,0,"6207",-0.5,NA,NA,"areaminFlag",5.22,5.41,5.11,NA,3730,"BlankFlag","areaminFlag, BlankFlag, ReplicateFlag, ",NA,1,"ReplicateFlag",6,"200825_Smp_StaB3_B",NA,NA,NA,11290,"Backfill_Flag"
"68",401,"3OC8-HSL",5.33,30870,0,"14049",-1.2,NA,NA,"areaminFlag",5.22,5.41,5.11,NA,3730,NA,"areaminFlag, ReplicateFlag, ",NA,1,"ReplicateFlag",6,"200825_Smp_StaB3_C",NA,NA,NA,11290,"Backfill_Flag"
"69",402,"3OC8-HSL",5.32,24450,0,"9350",-1.2,NA,NA,"areaminFlag",5.22,5.41,5.11,NA,0,NA,"areaminFlag, ReplicateFlag, ",NA,1,"ReplicateFlag",6,"200825_Smp_StaB4_A",NA,NA,NA,100,"Backfill_Flag"
"70",403,"3OC8-HSL",5.36,45304,0,"20023",-1.6,NA,NA,NA,5.22,5.41,5.11,NA,0,NA,"ReplicateFlag, ",NA,1,"ReplicateFlag",6,"200825_Smp_StaB4_B",NA,NA,NA,100,"Backfill_Flag"
"71",404,"3OC8-HSL",5.31,35223,0,"13411",-0.8,NA,NA,"areaminFlag",5.22,5.41,5.11,NA,0,NA,"areaminFlag, ReplicateFlag, ",NA,1,"ReplicateFlag",6,"200825_Smp_StaB4_C",NA,NA,NA,100,"Backfill_Flag"
"72",405,"3OC8-HSL",5.31,61904,0,"23065",-0.7,NA,NA,NA,5.22,5.41,5.11,NA,0,NA,"",61904,3,NA,6,"200825_Smp_StaB5_A",NA,NA,NA,61904,NA
"73",406,"3OC8-HSL",5.32,93168,0,"36408",-0.4,NA,NA,NA,5.22,5.41,5.11,NA,0,NA,"",93168,3,NA,6,"200825_Smp_StaB5_B",NA,NA,NA,93168,NA
"74",407,"3OC8-HSL",5.23,97804,0,"32864",-2.1,NA,NA,NA,5.22,5.41,5.11,NA,0,NA,"",97804,3,NA,6,"200825_Smp_StaB5_C",NA,NA,NA,97804,NA
"75",408,"3OHC12-HSL",9.36,480086,0,"74053",-1.2,NA,NA,NA,9.11,9.42,8.94,NA,55511,NA,"ReplicateFlag, ",NA,1,"ReplicateFlag",3,"200825_Smp_20ppt3C_A",NA,NA,NA,166633,"Backfill_Flag"
"76",409,"3OHC12-HSL",9.35,227197,0,"30071",-0.9,NA,NA,NA,9.11,9.42,8.94,NA,55511,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,1,"ReplicateFlag",3,"200825_Smp_20ppt3C_B",NA,NA,NA,166633,"Backfill_Flag"
"77",410,"3OHC12-HSL",9.39,331383,46881,"35980",-1.8,"SNFlag",NA,NA,9.11,9.42,8.94,NA,55511,NA,"SNFlag, ReplicateFlag, ",NA,1,"ReplicateFlag",3,"200825_Smp_20ppt3C_C",NA,NA,NA,166633,"Backfill_Flag"
"78",411,"3OHC12-HSL",9.37,333739,0,"49357",-1.5,NA,NA,NA,9.11,9.42,8.94,NA,47357,NA,"",333739,3,NA,3,"200825_Smp_35ppt0C_A",NA,NA,NA,333739,NA
"79",412,"3OHC12-HSL",9.37,516641,0,"64576",-1.9,NA,NA,NA,9.11,9.42,8.94,NA,47357,NA,"",516641,3,NA,3,"200825_Smp_35ppt0C_B",NA,NA,NA,516641,NA
"80",413,"3OHC12-HSL",9.35,297407,0,"43207",-1,NA,NA,NA,9.11,9.42,8.94,NA,47357,NA,"",297407,3,NA,3,"200825_Smp_35ppt0C_C",NA,NA,NA,297407,NA
"81",414,"3OHC12-HSL",9,74168,9831,"8683",-0.6,"SNFlag",NA,NA,9.11,9.42,8.94,NA,72004,"BlankFlag","SNFlag, BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",3,"200825_Smp_50ppt-3C_A",NA,NA,NA,216112,"Backfill_Flag"
"82",415,"3OHC12-HSL",9.38,159458,0,"11749",-1.3,NA,NA,NA,9.11,9.42,8.94,NA,72004,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",3,"200825_Smp_50ppt-3C_B",NA,NA,NA,216112,"Backfill_Flag"
"83",416,"3OHC12-HSL",9.01,151608,0,"12961",-0.8,NA,NA,NA,9.11,9.42,8.94,NA,72004,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",3,"200825_Smp_50ppt-3C_C",NA,NA,NA,216112,"Backfill_Flag"
"84",417,"3OHC12-HSL",9.04,86299,0,"7940",-1,NA,NA,NA,9.11,9.42,8.94,NA,59680,"BlankFlag","BlankFlag, ",NA,0,NA,3,"200825_Smp_Ev15SW_A",NA,NA,NA,179140,"Backfill_Flag"
"85",418,"3OHC12-HSL",9.36,226024,0,"43418",-0.4,NA,NA,NA,9.11,9.42,8.94,NA,59680,"BlankFlag","BlankFlag, ",NA,0,NA,3,"200825_Smp_Ev32Core_A",NA,NA,NA,179140,"Backfill_Flag"
"86",419,"3OHC12-HSL",9.35,240923,63109,"34356",-0.8,"SNFlag",NA,NA,9.11,9.42,8.94,NA,59680,"BlankFlag","SNFlag, BlankFlag, ",NA,0,NA,3,"200825_Smp_Ev32Core_B",NA,NA,NA,179140,"Backfill_Flag"
"87",420,"3OHC12-HSL",9.37,242757,0,"18713",-1.2,NA,NA,NA,9.11,9.42,8.94,NA,59680,"BlankFlag","BlankFlag, ",NA,0,NA,3,"200825_Smp_Ev32Core_C",NA,NA,NA,179140,"Backfill_Flag"
"88",421,"3OHC12-HSL",9.38,381482,0,"42255",-1.4,NA,NA,NA,9.11,9.42,8.94,NA,59680,NA,"",381482,1,NA,3,"200825_Smp_Ev37Core_A",NA,NA,NA,381482,NA
"89",422,"3OHC12-HSL",9.37,717300,38602,"103015",-0.8,NA,NA,NA,9.11,9.42,8.94,NA,59680,NA,"",717300,1,NA,3,"200825_Smp_Ev51Slush_A",NA,NA,NA,717300,NA
"90",423,"3OHC12-HSL",9.34,490675,0,"77113",-1,NA,NA,NA,9.11,9.42,8.94,NA,59680,NA,"",490675,1,NA,3,"200825_Smp_EvXCore_A",NA,NA,NA,490675,NA
"91",424,"3OHC12-HSL",8.96,82533,0,"8003",-1.3,NA,NA,NA,9.11,9.42,8.94,NA,59680,"BlankFlag","BlankFlag, ",NA,0,NA,3,"200825_Smp_EvXSW_A",NA,NA,NA,179140,"Backfill_Flag"
"92",425,"3OHC12-HSL",9.37,96777,28113,"9386",-0.6,"SNFlag",NA,NA,9.11,9.42,8.94,NA,91276,"BlankFlag","SNFlag, BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",3,"200825_Smp_Hero1_A",NA,NA,NA,273928,"Backfill_Flag"
"93",426,"3OHC12-HSL",8.98,125715,0,"11808",-1.2,NA,NA,NA,9.11,9.42,8.94,NA,91276,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",3,"200825_Smp_Hero1_B",NA,NA,NA,273928,"Backfill_Flag"
"94",427,"3OHC12-HSL",9.61,105078,0,"10605",-1.2,NA,NA,NA,9.11,9.42,8.94,NA,91276,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",3,"200825_Smp_Hero1_C",NA,NA,NA,273928,"Backfill_Flag"
"95",428,"3OHC12-HSL",9.39,140616,0,"17299",-1.1,NA,NA,NA,9.11,9.42,8.94,NA,91276,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",3,"200825_Smp_StaB1_A",NA,NA,NA,273928,"Backfill_Flag"
"96",429,"3OHC12-HSL",9.35,178930,0,"21253",-0.2,NA,NA,NA,9.11,9.42,8.94,NA,91276,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",3,"200825_Smp_StaB1_B",NA,NA,NA,273928,"Backfill_Flag"
"97",430,"3OHC12-HSL",8.98,144507,0,"15289",-1.3,NA,NA,NA,9.11,9.42,8.94,NA,91276,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",3,"200825_Smp_StaB1_C",NA,NA,NA,273928,"Backfill_Flag"
"98",431,"3OHC12-HSL",9.02,108339,0,"10233",-0.4,NA,NA,NA,9.11,9.42,8.94,NA,91276,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",3,"200825_Smp_StaB1_D",NA,NA,NA,273928,"Backfill_Flag"
"99",432,"3OHC12-HSL",9.37,143069,0,"13539",-0.8,NA,NA,NA,9.11,9.42,8.94,NA,91276,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",3,"200825_Smp_StaB1_E",NA,NA,NA,273928,"Backfill_Flag"
"100",433,"3OHC12-HSL",9.35,138824,0,"19770",-1.3,NA,NA,NA,9.11,9.42,8.94,NA,91276,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",3,"200825_Smp_StaB2_A",NA,NA,NA,273928,"Backfill_Flag"
"101",434,"3OHC12-HSL",9.37,232504,0,"24664",-0.7,NA,NA,NA,9.11,9.42,8.94,NA,91276,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",3,"200825_Smp_StaB2_B",NA,NA,NA,273928,"Backfill_Flag"
"102",435,"3OHC12-HSL",9.38,115084,0,"14528",-2,NA,NA,NA,9.11,9.42,8.94,NA,91276,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",3,"200825_Smp_StaB2_C",NA,NA,NA,273928,"Backfill_Flag"
"103",436,"3OHC12-HSL",9.4,135108,0,"17176",-1.2,NA,NA,NA,9.11,9.42,8.94,NA,98391,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",3,"200825_Smp_StaB3_A",NA,NA,NA,295273,"Backfill_Flag"
"104",437,"3OHC12-HSL",9.35,245280,0,"27063",-0.9,NA,NA,NA,9.11,9.42,8.94,NA,98391,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",3,"200825_Smp_StaB3_B",NA,NA,NA,295273,"Backfill_Flag"
"105",438,"3OHC12-HSL",9.37,197731,0,"37142",-2,NA,NA,NA,9.11,9.42,8.94,NA,98391,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",3,"200825_Smp_StaB3_C",NA,NA,NA,295273,"Backfill_Flag"
"106",439,"3OHC12-HSL",9.36,197425,0,"31556",-1.6,NA,NA,NA,9.11,9.42,8.94,NA,90510,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",3,"200825_Smp_StaB4_A",NA,NA,NA,271630,"Backfill_Flag"
"107",440,"3OHC12-HSL",9.37,165724,0,"13838",-2,NA,NA,NA,9.11,9.42,8.94,NA,90510,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",3,"200825_Smp_StaB4_B",NA,NA,NA,271630,"Backfill_Flag"
