MassFeature_Column,Identification,nmolEnviromed,nmolEnviromin,nmolEnviromax,nmolCmed,nmolCmin,nmolCmax,molFractionmed,molFractionmin,molFractionmax
Phenylalanine_X_RP,Phenylalanine,1.5441563525419106,0.07513257577897123,14.912451081559938,13.897407172877196,0.6761931820107411,134.21205973403946,0.014187783232852781,0.00339166697124139,0.025832468689880525
Threonic acid_X_HILICNeg,Threonic acid,3.4273103047688673,0.09261581313281991,17.44961335805563,13.70924121907547,0.37046325253127965,69.79845343222252,0.014156687396886738,0.002703151073972038,0.031457937527811224
Homoserine_X_HILICPos,Homoserine,2.323288158650122,0.1782823658145997,16.47955648850052,9.293152634600489,0.7131294632583988,65.91822595400208,0.012599152433257101,5.755965628515628e-4,0.017814065964160547
beta-Alanine_X_HILICPos,beta-Alanine,3.1871532076017033,0.1158456371536323,31.524984448656486,9.56145962280511,0.34753691146089694,94.57495334596946,0.012096159498078686,4.458175696841955e-4,0.0340758956206439
Homarine_X_HILICPos,Homarine,1.4797011963598823,0.16447598778349873,8.825925308616425,10.357908374519177,1.1513319144844911,61.78147716031497,0.011163844732992916,0.0013478368722214982,0.03421991801907208
Asparagine_X_HILICPos,Asparagine,3.0140342261581514,0.17852549707347487,38.470840969094816,12.056136904632606,0.7141019882938995,153.88336387637926,0.010763930968267058,0.0036257432839393714,0.030880638295264468
Choline_X_HILICPos,Choline,2.0581986735154363,0.1887253608559688,12.251282020754285,10.29099336757718,0.943626804279844,61.25641010377143,0.009937412891213096,0.0037360219252247267,0.01812028727137428
AMP_X_HILICNeg,AMP,0.8655587497419748,0.018135749101578762,29.531454029022086,8.655587497419749,0.18135749101578763,295.31454029022086,0.009937188325306018,0.0015503187241794746,0.056840671626908694
Threonine_X_HILICPos,Threonine,2.4254681736685257,0.21888585372808472,29.33514532162962,9.701872694674103,0.8755434149123389,117.34058128651849,0.00953783014151464,0.00460652771244484,0.023547393017584423
Fructose 6 phosphate_X_HILICNeg,Fructose 6 phosphate,1.6825477212113884,0.06759925585966102,14.965253987619434,10.09528632726833,0.4055955351579661,89.7915239257166,0.009399701091093492,0.0029595000285971614,0.03086339156043368
Lysine_X_HILICPos,Lysine,1.148598818582619,0.06264371419006497,24.57907858698064,6.891592911495714,0.3758622851403898,147.47447152188383,0.009335169070423591,6.152392171245877e-4,0.04584101960998655
DMSP_X_HILICPos,DMSP,1.6878238033367627,0.1247099512703464,34.9047712212259,8.439119016683813,0.623549756351732,174.5238561061295,0.007661057093960061,5.711075498716926e-4,0.09838818662220944
glycerol 3 phosphate_X_HILICNeg,glycerol 3 phosphate,3.0971041400171946,0.04076485884478907,12.185583879336756,9.291312420051584,0.12229457653436722,36.55675163801027,0.007578605567658032,9.573438168736825e-5,0.034208111804369674
Glucose 6 phosphate_X_HILICNeg,Glucose 6 phosphate,1.3570886288579307,0.002176730470493585,20.68447346343438,8.142531773147585,0.01306038282296151,124.10684078060628,0.007342857642326147,1.550423968497222e-5,0.028680142797665013
Serine_X_HILICPos,Serine,2.7638052674512537,0.2840571938609452,14.45210644077348,8.291415802353761,0.8521715815828356,43.356319322320445,0.007278291329577328,0.004154639611007501,0.025600394649878195
Tyrosine_X_HILICPos,Tyrosine,0.6795927033946432,0.048528657111573906,11.848609499381594,6.116334330551788,0.43675791400416514,106.63748549443434,0.0070618647526893225,0.0031868818735441553,0.02052505200100064
Ornithine_X_HILICPos,Ornithine,0.7794812713478811,0.09736553677708516,20.51430565397394,3.8974063567394057,0.4868276838854258,102.57152826986969,0.0060130616374173326,8.535894148448322e-4,0.02668654560270711
Citric Acid_X_HILICNeg,Citric Acid,0.6046804253642893,0.20344634248764412,11.624214019529829,3.6280825521857363,1.2206780549258647,69.74528411717897,0.00593336320565193,0.0010473061237598962,0.05375580720189219
Glucose 1 phosphate_X_HILICNeg,Glucose 1 phosphate,1.0474795579709546,0.041609657844168396,9.355324706856505,6.284877347825727,0.24965794706501038,56.13194824113903,0.005715542833163905,0.0018216736562216944,0.019293828881326053
Glutathione Disulfide_X_HILICPos,Glutathione Disulfide,0.2469411483920148,2.6650606216842137e-5,3.1684567513308988,4.938822967840296,5.330121243368427e-4,63.369135026617975,0.005556527406047854,3.88921785493313e-6,0.01271663998333702
Cys-Gly_X_HILICPos,Cys-Gly,0.9040979882727519,0.04874863077503855,18.36702825798744,4.52048994136376,0.24374315387519274,91.8351412899372,0.005555271711935766,6.755683401921337e-4,0.02494365038310077
Gonyol_X_HILICPos,Gonyol,0.7638600706494516,0.07904361296916923,22.664243125358176,5.347020494546161,0.5533052907841847,158.64970187750723,0.0048855018786918974,0.0018867960580130087,0.10808418376151506
L-Pyroglutamic acid_X_HILICNeg,L-Pyroglutamic acid,0.9885090772475746,0.08819201725890517,10.027393433266857,4.942545386237873,0.4409600862945259,50.13696716633429,0.004504082654677111,0.0010563929749368233,0.01762456846129389
Trimethylammonium Propionate (TMAP)_X_HILICPos,Trimethylammonium Propionate (TMAP),0.576696483025402,0.019446127674070467,7.325020966531478,3.460178898152412,0.1166767660444228,43.95012579918887,0.003742177798104665,8.513527948738606e-4,0.014118007459522249
Inosine_X_HILICNeg,Inosine,0.37525623992958435,0.009815401936922504,3.1780276309870015,3.7525623992958437,0.09815401936922505,31.780276309870015,0.0034208135885534932,1.3209337898299978e-4,0.009926975398875137
Leucine_X_HILICPos,Leucine,0.3818236900982806,0.08768475774855403,21.50092678860191,2.2909421405896837,0.5261085464913242,129.00556073161147,0.0031908234782616015,6.906465922943258e-4,0.024830347697693683
GMP_X_HILICNeg,GMP,0.2746054090745428,0.001220230196426556,36.67273999116446,2.746054090745428,0.012202301964265558,366.7273999116446,0.0030769367891548124,5.356334249709496e-6,0.07058586310881383
UDP-glucosamine_X_HILICNeg,UDP-glucosamine,0.1568100523389141,1.0237101794141162e-5,2.3977242672141403,2.6657708897615398,1.7403073050039977e-4,40.76131254264038,0.002789948421840189,1.269846206990729e-6,0.00784553438865922
Histidine_X_HILICPos,Histidine,0.3337024718232031,0.04266081920982524,6.1301817788385735,2.0022148309392183,0.2559649152589515,36.78109067303144,0.0026087305654549507,0.0013000763567224355,0.01203143924590487
Guanine_X_HILICPos,Guanine,0.4305524112849384,0.04262308285221213,14.830124200644738,2.1527620564246917,0.21311541426106062,74.15062100322369,0.0025582707398666507,6.646945334334331e-4,0.03307455365131879
Tryptophan_X_RP,Tryptophan,0.16258344901715682,0.021821840391437045,3.719823835937345,1.7884179391887252,0.2400402443058075,40.918062195310796,0.002168401655567076,0.0011342397223545757,0.007875704780968095
Uridine_X_HILICNeg,Uridine,0.2249660362435786,0.030331129644547705,13.58275721517661,2.0246943261922077,0.27298016680092935,122.24481493658949,0.002159806883909979,9.535843056705804e-4,0.02352907302523702
Vitamin B3_X_HILICPos,Vitamin B3,0.3358122700308642,0.010880658316076786,4.414575018393579,2.0148736201851856,0.06528394989646072,26.487450110361475,0.00213176897362491,3.446857218481537e-4,0.005156053318889194
beta-Glutamic acid_X_HILICPos,beta-Glutamic acid,0.47868909617160205,0.036547393253006634,21.87471277886886,2.3934454808580106,0.18273696626503316,109.3735638943443,0.0020569748695594236,6.579459354004223e-4,0.030189037389201426
Ketoglutaric Acid_X_HILICNeg,Ketoglutaric Acid,0.3269608944244321,0.038606595908490506,2.6390901449791295,1.6348044721221604,0.19303297954245252,13.195450724895647,0.002043932652118559,4.07570468331443e-4,0.003649159401190079
Adenosine_X_HILICPos,Adenosine,0.15318384655545894,0.024737152517919955,9.343615782412732,1.5318384655545896,0.24737152517919955,93.43615782412732,0.0020243715632901915,7.406128094729756e-4,0.017984126212484724
Ribose 5 phosphate_X_HILICNeg,Ribose 5 phosphate,0.31888036052805907,2.0613296061441012e-5,2.2716958163041694,1.5944018026402953,1.0306648030720507e-4,11.358479081520848,0.0018010647021744187,7.520429220153641e-7,0.002923068158863875
UDP-glucose_X_HILICNeg,UDP-glucose,0.11152021664020251,9.877820535504353e-6,1.0320259122162296,1.6728032496030376,1.481673080325653e-4,15.480388683243444,0.0017628992384783463,1.0811291406074274e-6,0.003916187832647321
Methionine_X_HILICPos,Methionine,0.19301199142815298,0.013718754924982582,7.554360256497759,0.965059957140765,0.06859377462491291,37.771801282488795,0.001702074165287704,4.285913376442566e-4,0.007988488840686142
Glycine_X_HILICPos,Glycine,0.9326956375369492,0.06252721662873242,6.155564361414715,1.8653912750738983,0.12505443325746485,12.31112872282943,0.0016864340728122004,0.0010690169362997139,0.014150394344850836
Guanosine_X_HILICPos,Guanosine,0.13502090814476886,0.02126988473382462,18.426883358093406,1.3502090814476886,0.21269884733824618,184.26883358093406,0.0015978529644357369,4.463991281314087e-4,0.03546714716571034
4-Hydroxyisoleucine_X_HILICPos,4-Hydroxyisoleucine,0.21161787713432673,0.062887466133381,3.3425071356707203,1.2697072628059605,0.377324796800286,20.055042814024322,0.0013872482816597391,2.6002105863819145e-4,0.014433072211641758
Hypoxanthine_X_HILICPos,Hypoxanthine,0.22790087024770006,0.026551127126008697,7.377796532344205,1.1395043512385001,0.1327556356300435,36.88898266172102,0.001168465943036674,3.974496049419302e-4,0.0071002076229127915
Gluconic Acid_X_HILICNeg,Gluconic Acid,0.1493837766591299,0.02482731900914532,4.8740955797311845,0.8963026599547794,0.14896391405487192,29.244573478387107,0.0011601187817558008,2.9518480364080027e-4,0.006750281923924097
Citrulline_X_HILICPos,Citrulline,0.2368602194488149,0.009089496916135772,1.065203003855827,1.4211613166928894,0.05453698149681463,6.391218023134961,0.0011567436770820918,4.6620463870103386e-4,0.004176595694824953
Trigonelline_X_HILICPos,Trigonelline,0.09872831539351737,0.005101080417694348,1.511479291127313,0.6910982077546216,0.03570756292386044,10.580355037891191,0.001156648418178073,4.326523098499923e-5,0.003317827487306489
Methionine Sulfoxide_X_HILICPos,Methionine Sulfoxide,0.17270620212464177,0.018345359486328473,5.720048136499703,0.8635310106232089,0.09172679743164236,28.600240682498516,0.0011033770824167366,4.47059402502345e-4,0.006604163056297564
Adenosyl Methionine_X_RP,Adenosyl Methionine,0.08141690481952554,0.0019076289884882877,0.8941018812708065,1.221253572292883,0.028614434827324314,13.411528219062097,0.0010328699674393043,1.9572561233940992e-4,0.004646707906157945
Cytidine_X_HILICPos,Cytidine,0.05880668567490742,1.0551911578782044e-4,5.161165890376461,0.5292601710741668,9.49672042090384e-4,46.45049301338815,0.0010155582563493152,2.53139632580465e-6,0.008940559505425216
Xanthine_X_RP,Xanthine,0.11719540068131098,0.00936941035955179,2.5783523801298616,0.585977003406555,0.04684705179775894,12.891761900649307,8.960334814207102e-4,1.5623385755845912e-4,0.0031203582098894224
Cytosine_X_HILICPos,Cytosine,0.1440538392177505,0.03652993593783932,1.9959675740163274,0.576215356871002,0.14611974375135728,7.98387029606531,7.40762171290673e-4,1.768997986198204e-4,0.003996945032094631
Trimethylamine N-oxide_X_HILICPos,Trimethylamine N-oxide,0.24643217669873196,0.0477645735870955,1.2524083934978287,0.7392965300961958,0.1432937207612865,3.757225180493486,7.27223720542678e-4,1.445399975388622e-4,0.007435079128328472
Carnitine_X_HILICPos,Carnitine,0.06892110882253177,0.0145178549855353,1.4914745533423406,0.48244776175772247,0.10162498489874709,10.440321873396384,5.542705382851607e-4,1.608492532031413e-4,0.0028817134247881905
N-Acetylglucosamine_X_HILICPos,N-Acetylglucosamine,0.060103485398978626,0.008019052863407821,0.95196459730072025,0.480827883191829,0.06415242290726257,7.615716778405762,5.104144947993875e-4,7.519318814607735e-5,0.002200627489627863
Adenine_X_HILICPos,Adenine,0.11986447496667707,0.016271734681872062,3.0351836554314753,0.5993223748333854,0.08135867340936032,15.175918277157376,5.040919942595101e-4,1.8788919123993464e-4,0.004728344016366259
Dimethylsulfonioacetate (DMS-Ac)_X_HILICPos,Dimethylsulfonioacetate (DMS-Ac),0.08374963334931818,0.019091812270802942,35.1835442966184,0.3349985333972727,0.07636724908321177,140.7341771864736,4.510499638702125e-4,1.1928669712693101e-4,0.038845121122003105
DHAP_X_HILICNeg,DHAP,0.17211293419559087,2.069640393588078e-5,2.4144841890671676,0.5163388025867727,6.208921180764234e-5,7.243452567201503,4.4098428366571955e-4,5.307642220665356e-7,0.0017387695772847194
Cysteic Acid_X_HILICNeg,Cysteic Acid,0.13080810603476076,0.022187414555855163,26.648694394051446,0.3924243181042823,0.0665622436675655,79.94608318215434,3.496934607930941e-4,8.066357286799826e-5,0.022066532426772888
Acetyl-L-carnitine_X_HILICPos,Acetyl-L-carnitine,0.0368993339051865,0.00979738471631528,1.0928356508287074,0.33209400514667853,0.08817646244683752,9.835520857458366,3.410364453918615e-4,1.3320226142953342e-4,0.002714777651342813
Acetylglutamic acid_X_HILICNeg,Acetylglutamic acid,0.02369497534031107,0.002533302823834567,0.19305763966657055,0.1658648273821775,0.017733119766841967,1.3514034776659938,3.058235929071861e-4,1.7697508671480073e-5,0.0010285173727509974
trans Hydroxyl proline_X_HILICPos,trans Hydroxyl proline,0.07035868636715864,0.00864927719995577,3.4127405908101323,0.35179343183579315,0.04324638599977885,17.06370295405066,2.902011966871048e-4,1.6477341274857046e-4,0.004709883706228027
FAD_X_HILICNeg,FAD,0.011016775531858017,2.3763077900874067e-6,0.08336206543016127,0.2974529393601665,6.416031033235998e-5,2.250775766614354,2.60927649506926e-4,1.590715430567121e-7,7.737372303738321e-4
(3-Carboxypropyl)trimethylammonium (TMAB)_X_HILICPos,(3-Carboxypropyl)trimethylammonium (TMAB),0.027966510645959803,0.006035568174575136,1.109189746437811,0.1957655745217186,0.04224897722202595,7.764328225064678,2.53665221115305e-4,6.541968454308668e-5,0.0021196384631481705
Isobutyryl-L-carnitine_X_RP,Isobutyryl-L-carnitine,0.016959141661936468,0.005402904039132862,0.44082340330337094,0.18655055828130113,0.05943194443046148,4.84905743633708,2.3905798050480973e-4,7.185043274472968e-5,0.0015201083952893016
Phosphoglyceric Acid_X_HILICNeg,Phosphoglyceric Acid,0.0778413192299292,2.2858324941999808e-5,0.652449740484489,0.23352395768978762,6.857497482599942e-5,1.957349221453467,2.211649035132436e-4,3.010173714837872e-8,7.475385595785094e-4
Argininosuccinic Acid_X_HILICPos,Argininosuccinic Acid,0.022813936158727496,1.4512133915926208e-6,0.11420114084803044,0.22813936158727494,1.451213391592621e-5,1.1420114084803044,1.7593478179781942e-4,1.240557134510747e-7,5.849062558022618e-4
Deoxyadenosine_X_HILICPos,Deoxyadenosine,0.019550771122664325,0.0019226529461794752,2.893167171692885,0.1955077112266433,0.01922652946179475,28.931671716928847,1.6058021684098287e-4,3.0365362460380982e-5,0.005899062586967496
Cystathionine_X_HILICPos,Cystathionine,0.02014060489158339,8.99546242076268e-6,0.18706461317003387,0.14098423424108372,6.296823694533875e-5,1.3094522921902372,1.57035133256171e-4,2.7640598075827177e-8,4.2009720964666155e-4
Stachydrine hydrochloride_X_HILICPos,Stachydrine hydrochloride,0.01568976402742547,0.007771555106318019,0.7439923150541506,0.10982834819197829,0.054400885744226135,5.207946205379055,1.2824067444031887e-4,2.1935805765508396e-5,0.0012193923048519988
Creatine_X_HILICPos,Creatine,0.026080940673868538,0.003732726644725093,0.34960976189256565,0.10432376269547415,0.014930906578900373,1.3984390475702626,1.2113225495790657e-4,5.7459401676047265e-6,0.0013379638758268448
ADP_X_HILICNeg,ADP,0.012110270587593442,6.977104656438084e-6,0.7128091992045267,0.12110270587593444,6.977104656438084e-5,7.128091992045267,1.2042855236384948e-4,5.923647020150605e-8,0.00438594989900179
Ophthalmic Acid_X_HILICPos,Ophthalmic Acid,0.011418843412392181,5.808720654961044e-4,0.14498244691470713,0.12560727753631398,0.006389592720457148,1.5948069160617784,1.1832237289650268e-4,4.4121623187084524e-5,5.662161803995933e-4
Ectoine_X_HILICPos,Ectoine,0.015501349585621611,0.004316280915231689,0.19642648178260017,0.09300809751372967,0.025897685491390134,1.178558890695601,1.137589615397162e-4,1.1368073023595826e-5,6.602747961376013e-4
Chitobiose_X_HILICPos,Chitobiose,0.002775139969325034,1.3844654097289825e-5,0.12267129601058836,0.044402239509200546,2.215144655566372e-4,1.9627407361694138,9.521897080968704e-5,6.11419089296412e-8,0.0018858835372706616
IAA_X_RP,IAA,0.004861525437767065,3.24722980500096e-4,0.28383226432643177,0.04861525437767065,0.00324722980500096,2.8383226432643176,8.79800057799408e-5,1.0142560194103643e-5,7.592794345260252e-4
Trimethyl-L-lysine_X_HILICPos,Trimethyl-L-lysine,0.008492058039806745,0.0022663977087592074,0.1650722511772943,0.07642852235826071,0.020397579378832867,1.4856502605956488,8.479636082412876e-5,4.113216225974255e-5,4.2686502379583055e-4
PEP_X_HILICNeg,PEP,0.030412228955562906,3.865835805215592e-6,0.42356771990910475,0.0912366868666887,1.1597507415646776e-5,1.2707031597273142,7.404196122059759e-5,2.7999691779456136e-8,4.7221470871881745e-4
N(e)-Acetyl-Lysine_X_HILICPos,N(e)-Acetyl-Lysine,0.008044976312697969,0.001297399345535232,0.09365864446219238,0.06435981050158375,0.010379194764281856,0.749269155697539,6.41770595277987e-5,3.567565601816102e-6,4.749156743645763e-4
Adenosyl Homocysteine_X_HILICPos,Adenosyl Homocysteine,0.0038654317107936886,1.4839183707583442e-6,0.11994195639866577,0.054116043951111636,2.077485719061682e-5,1.6791873895813207,6.315485590879021e-5,1.057857592935277e-8,8.062714034892471e-4
Orotic Acid_X_HILICNeg,Orotic Acid,0.011393169647856236,4.5557304281939367e-4,0.05818379889487362,0.05696584823928118,0.0022778652140969685,0.2909189944743681,5.0814108052904425e-5,1.1141080843015825e-5,8.430776442172055e-5
Agmatine_X_RP,Agmatine,0.006659795883092909,2.7356565355807435e-6,0.4213339921126634,0.033298979415464544,1.3678282677903717e-5,2.106669960563317,5.065131474736715e-5,6.046453468431265e-9,0.0021798235021529594
Ethyl Dihydroxybenzoate_X_HILICNeg,Ethyl Dihydroxybenzoate,0.008069098606502548,0.0010471345181477412,0.1784079182681368,0.07262188745852294,0.009424210663329671,1.6056712644132312,4.823884450809249e-5,2.612052176327653e-5,4.4319365768279525e-4
Propionyl-L-carnitine_X_HILICPos,Propionyl-L-carnitine,0.004569113853459035,0.0010719598200388252,0.17476889650907712,0.04569113853459035,0.010719598200388251,1.7476889650907712,4.5057320696692013e-5,1.1315308729886004e-5,4.8239305398137716e-4
N-acetyltaurine_X_HILICNeg,N-acetyltaurine,0.008239140963493962,1.910251358127535e-6,0.059502476669922214,0.03295656385397585,7.64100543251014e-6,0.23800990667968885,4.084786900755615e-5,2.109052594427418e-9,1.0986145106748653e-4
cAMP_X_HILICNeg,cAMP,0.0031990333334677742,1.8619960712647516e-7,0.1932901626456942,0.03199033333467774,1.8619960712647515e-6,1.932901626456942,3.9311500099366815e-5,4.616414519931532e-9,6.643823062240518e-4
Aconitic Acid_X_HILICNeg,Aconitic Acid,0.004232302186427672,9.562706709492688e-4,0.08328423005260471,0.025393813118566033,0.0057376240256956125,0.4997053803156283,3.7230736421822856e-5,1.1223467921790103e-5,1.9056063997688636e-4
cGMP_X_HILICNeg,cGMP,0.002553574042341359,9.722324535080115e-7,0.12234017077981411,0.02553574042341359,9.722324535080114e-6,1.2234017077981412,3.664152379293461e-5,2.410439036036438e-8,4.205110270175867e-4
Propionylglycine_X_HILICNeg,Propionylglycine,0.006100873726908372,0.001050597927348894,0.07123445230212883,0.03050436863454186,0.00525298963674447,0.35617226151064413,2.973338183689152e-5,8.871378308788212e-6,3.58024100353396e-4
Glutathione_X_RP,Glutathione,0.0025049726281085047,2.143180589615277e-5,0.12777034288538264,0.02504972628108505,2.143180589615277e-4,1.2777034288538265,2.8668354243888587e-5,2.7556178201804256e-7,4.69761897508848e-4
Vitamin B6_X_RP,Vitamin B6,0.00293467934755557,1.3485446522933054e-4,0.0212981519103856,0.02347743478044456,0.0010788357218346444,0.1703852152830848,2.775844246406981e-5,3.022984236782813e-6,1.9517951971914028e-4
Muramic Acid_X_HILICPos,Muramic Acid,0.0019071103928315876,2.6604750894223695e-6,0.028065245299312994,0.017163993535484288,2.3944275804801327e-5,0.25258720769381693,2.7114427561044205e-5,8.230192867713976e-9,5.220719214641791e-4
Turicine_X_HILICPos,Turicine,0.002888785889406215,7.916791479888805e-4,0.016586483676581946,0.020221501225843506,0.005541754035922163,0.11610538573607362,2.6557289144259124e-5,1.526003526206623e-6,0.00020677819515800477
Kynurenine_X_RP,Kynurenine,0.002367607397721492,7.418978423662783e-4,0.06791977450827792,0.02367607397721492,0.007418978423662783,0.6791977450827792,2.546936050482306e-5,1.1444376243056827e-5,3.902893358722281e-4
Betonicine_X_HILICPos,Betonicine,0.0035115231822149076,3.8532207593090984e-4,0.013750754682861837,0.02458066227550435,0.0026972545315163687,0.09625528278003286,2.5146206023563016e-5,1.3734444285529925e-6,1.8717213725703114e-4
Cysteinesulfinic acid_X_HILICNeg,Cysteinesulfinic acid,0.006861977875202079,2.811076434997709e-6,0.1410251301982689,0.020585933625606238,8.433229304993127e-6,0.4230753905948067,2.373611489666885e-5,7.340816673854916e-9,2.8479967827443447e-4
Methylthioadenosine_X_RP,Methylthioadenosine,0.002188419337226539,3.5748269392975406e-5,0.023819424392481706,0.024072612709491927,3.932309633227295e-4,0.2620136683172988,2.2064815478784296e-5,7.891186440805102e-8,9.006006453518215e-5
C14-HSL_X_RP,C14-HSL,0.0010830263498623404,2.573662441281655e-4,0.013986279578391438,0.01949447429752213,0.004632592394306979,0.2517530324110459,1.9644296158427602e-05,8.144040675881466e-6,1.774486642902883e-4
Anserine_X_HILICPos,Anserine,0.0011019177937151585,1.3958385705063942e-4,0.010286861495629405,0.011019177937151585,0.0013958385705063942,0.10286861495629405,1.847471342338871e-5,1.4993341907335531e-6,3.2497083775211014e-4
Vitamin B5_X_RP,Vitamin B5,0.0011446404514211016,9.817844427628634e-5,0.011303650769847748,0.010301764062789917,8.83605998486577e-4,0.10173285692862974,1.4970141566780309e-5,5.923018163231628e-7,5.180246206532595e-5
Pyridoxal_X_RP,Pyridoxal,0.0014182595638479205,2.1092366279769817e-4,0.042740692069767466,0.011346076510783364,0.0016873893023815853,0.34192553655813973,1.3583315540431618e-5,5.418016192582466e-6,9.931942844758686e-5
Vitamin B2_X_RP,Vitamin B2,6.234990633462e-4,5.925450134226259e-6,0.03878055684990875,0.010599484076885402,1.007326522818464e-4,0.6592694664484487,1.0690117499091648e-5,2.780399301048412e-8,1.2689290279854358e-4
Resorcylic Acid_X_HILICNeg,Resorcylic Acid,0.001365296696046334,1.920819294529098e-7,0.04636241270832471,0.009557076872324339,1.3445735061703686e-6,0.324536888958273,8.466332178415101e-6,4.163644066449744e-9,6.24652437295062e-5
7-dehydrocholesterol_X_RP,7-dehydrocholesterol,1.2981743830993412e-4,9.844419124648155e-7,0.010176855631630306,0.003505070834368221,2.6579931636550018e-5,0.27477510205401823,7.3838050894514386e-6,6.589916286043016e-8,9.260799397772114e-5
RP B12_X_RP,RP B12,4.283103399854516e-5,1.5722895170480035e-5,0.002047056919813188,0.002698355141908345,9.905423957402423e-4,0.12896458594823085,6.22302540368049e-6,1.2657280239232548e-6,5.043129345270136e-5
3OHC12-HSL_X_RP,3OHC12-HSL,3.853554523706137e-4,7.922234766994754e-5,0.005709899629930561,0.0061656872379298195,0.0012675575627191606,0.09135839407888897,5.35201500258649e-6,1.9490761278300245e-6,7.022653240227646e-5
Methylmalonyl carnitine_X_HILICPos,Methylmalonyl carnitine,3.8957471324690913e-4,1.8573368996662214e-7,0.006616929989204342,0.004285321845716001,2.0430705896328436e-6,0.07278622988124776,5.064791152316466e-6,8.16084074572283e-10,5.472411448493558e-5
6-Methyladenine_X_HILICPos,6-Methyladenine,3.9388346380376594e-4,8.827460681348278e-5,0.00278250582408578,0.0023633007828225954,5.296476408808967e-4,0.01669503494451468,2.6872621056545063e-6,7.107166698680674e-7,1.3718879967460859e-5
Indole 3 methyl acetate_X_RP,Indole 3 methyl acetate,1.2600185652045947e-4,1.2716433100805118e-5,0.006823734147257393,0.0013860204217250544,1.398807641088563e-4,0.07506107561983132,2.0749453082036427e-6,2.3265515886445872e-7,2.3837014664120242e-5
3OC12-HSL_X_RP,3OC12-HSL,6.09927749483527e-5,3.14466776719419e-6,0.006600777880637587,9.758843991736432e-4,5.031468427510704e-5,0.10561244609020139,1.71440636574693e-6,6.878815974944516e-8,2.9150902377672074e-5
Hydroxo B12_X_RP,Hydroxo B12,1.8556172260350437e-5,6.443971598633903e-7,0.006491538848984487,0.001150482680141727,3.99526239115302e-5,0.4024754086370382,1.3017130310362692e-6,1.5379764058734827e-8,1.3833996336321035e-4
Vitamin B1_X_RP,Vitamin B1,8.031902951613731e-5,2.2428546533685793e-7,0.16673837925381188,9.638283541936476e-4,2.691425584042295e-6,2.0008605510457427,1.1053697143167472e-6,3.922912531354279e-9,8.782996790150313e-4
