"","X","Precursor.Ion.Name","Retention.Time","Area","Background","Height","Mass.Error.PPM","SNFlag","ppmFlag","areaminFlag","RT_ref","RT_max","RT_min","RTFlag","Blank.Area","BlankFlag","Flags","QC_area","Reps_Present","ReplicateFlag","Samps_Present","Replicate.Name","SampleFlag","SmpFlag","CmpFlag","Filled_area","Backfill_Flag"
"13",13,"Acetyl-L-carnitine",7.71,80018440,1414127,"4397169",-2.1,NA,NA,NA,7.74,7.83,7.65,NA,241381,NA,"",80018440,3,NA,9,"200821_Smp_Ev32Core_C",NA,NA,NA,80018440,NA
"14",14,"Acetyl-L-carnitine",7.75,155998256,1854776,"7218274",-2,NA,NA,NA,7.74,7.83,7.65,NA,241381,NA,"",155998256,1,NA,9,"200821_Smp_Ev37Core_A",NA,NA,NA,155998256,NA
"15",15,"Acetyl-L-carnitine",7.77,265789856,3835138,"13846802",-1,NA,NA,NA,7.74,7.83,7.65,NA,241381,NA,"",265789856,1,NA,9,"200821_Smp_Ev51Slush_A",NA,NA,NA,265789856,NA
"16",16,"Acetyl-L-carnitine",7.75,182497760,2068158,"8705647",-1.9,NA,NA,NA,7.74,7.83,7.65,NA,241381,NA,"",182497760,1,NA,9,"200821_Smp_EvXCore_A",NA,NA,NA,182497760,NA
"17",17,"Acetyl-L-carnitine",7.75,23709194,262851,"1313130",-1.7,NA,NA,NA,7.74,7.83,7.65,NA,241381,NA,"",23709194,1,NA,9,"200821_Smp_EvXSW_A",NA,NA,NA,23709194,NA
"18",18,"Acetyl-L-carnitine",7.75,11353603,685469,"611998",-1.6,NA,NA,NA,7.74,7.83,7.65,NA,281473,NA,"",11353603,3,NA,9,"200821_Smp_Hero1_A",NA,NA,NA,11353603,NA
"19",19,"Acetyl-L-carnitine",7.68,33527396,637473,"1915464",-2.4,NA,NA,NA,7.74,7.83,7.65,NA,281473,NA,"",33527396,3,NA,9,"200821_Smp_Hero1_B",NA,NA,NA,33527396,NA
"20",20,"Acetyl-L-carnitine",7.73,29248108,1200656,"1648043",-2.2,NA,NA,NA,7.74,7.83,7.65,NA,281473,NA,"",29248108,3,NA,9,"200821_Smp_Hero1_C",NA,NA,NA,29248108,NA
"21",21,"Acetyl-L-carnitine",7.68,54494608,188965,"2832078",-2.8,NA,NA,NA,7.74,7.83,7.65,NA,281473,NA,"",54494608,5,NA,9,"200821_Smp_StaB1_A",NA,NA,NA,54494608,NA
"22",22,"Acetyl-L-carnitine",7.76,40236408,854660,"2119956",-1.6,NA,NA,NA,7.74,7.83,7.65,NA,281473,NA,"",40236408,5,NA,9,"200821_Smp_StaB1_B",NA,NA,NA,40236408,NA
"23",23,"Acetyl-L-carnitine",7.81,57539308,233035,"3072754",-1.1,NA,NA,NA,7.74,7.83,7.65,NA,281473,NA,"",57539308,5,NA,9,"200821_Smp_StaB1_C",NA,NA,NA,57539308,NA
"24",24,"Acetyl-L-carnitine",7.75,28528748,0,"1483711",-2.4,NA,NA,NA,7.74,7.83,7.65,NA,281473,NA,"",28528748,5,NA,9,"200821_Smp_StaB1_D",NA,NA,NA,28528748,NA
"25",25,"Acetyl-L-carnitine",7.83,47813652,415194,"2532164",-1.1,NA,NA,NA,7.74,7.83,7.65,NA,281473,NA,"",47813652,5,NA,9,"200821_Smp_StaB1_E",NA,NA,NA,47813652,NA
"26",26,"Acetyl-L-carnitine",7.81,58061080,1224567,"3083179",-0.6,NA,NA,NA,7.74,7.83,7.65,NA,281473,NA,"",58061080,3,NA,9,"200821_Smp_StaB2_A",NA,NA,NA,58061080,NA
"27",27,"Acetyl-L-carnitine",7.72,51216284,533069,"2777315",-2.1,NA,NA,NA,7.74,7.83,7.65,NA,281473,NA,"",51216284,3,NA,9,"200821_Smp_StaB2_B",NA,NA,NA,51216284,NA
"28",28,"Acetyl-L-carnitine",7.68,57870892,198383,"3215368",-2.7,NA,NA,NA,7.74,7.83,7.65,NA,281473,NA,"",57870892,3,NA,9,"200821_Smp_StaB2_C",NA,NA,NA,57870892,NA
"29",29,"Acetyl-L-carnitine",7.65,66568204,829537,"3427451",-2.3,NA,NA,NA,7.74,7.83,7.65,NA,455131,NA,"",66568204,3,NA,9,"200821_Smp_StaB3_A",NA,NA,NA,66568204,NA
"30",30,"Acetyl-L-carnitine",7.75,57727452,1102218,"3039222",-1.6,NA,NA,NA,7.74,7.83,7.65,NA,455131,NA,"",57727452,3,NA,9,"200821_Smp_StaB3_B",NA,NA,NA,57727452,NA
"31",31,"Acetyl-L-carnitine",7.73,61819312,1109929,"3566955",-2.2,NA,NA,NA,7.74,7.83,7.65,NA,455131,NA,"",61819312,3,NA,9,"200821_Smp_StaB3_C",NA,NA,NA,61819312,NA
"32",32,"Acetyl-L-carnitine",7.8,75485760,1186764,"3809072",-1.3,NA,NA,NA,7.74,7.83,7.65,NA,471046,NA,"",75485760,3,NA,9,"200821_Smp_StaB4_A",NA,NA,NA,75485760,NA
"33",33,"Acetyl-L-carnitine",7.63,75658064,1419984,"3818341",-2,NA,NA,NA,7.74,7.83,7.65,NA,471046,NA,"",75658064,3,NA,9,"200821_Smp_StaB4_B",NA,NA,NA,75658064,NA
"34",34,"Acetyl-L-carnitine",7.78,79943752,1651184,"4042306",-1.3,NA,NA,NA,7.74,7.83,7.65,NA,471046,NA,"",79943752,3,NA,9,"200821_Smp_StaB4_C",NA,NA,NA,79943752,NA
"35",35,"Acetyl-L-carnitine",7.8,47034968,1060437,"2661829",-1.8,NA,NA,NA,7.74,7.83,7.65,NA,471046,NA,"",47034968,3,NA,9,"200821_Smp_StaB5_A",NA,NA,NA,47034968,NA
"36",36,"Acetyl-L-carnitine",7.75,55326528,660864,"3146432",-2.7,NA,NA,NA,7.74,7.83,7.65,NA,471046,NA,"",55326528,3,NA,9,"200821_Smp_StaB5_B",NA,NA,NA,55326528,NA
"37",37,"Acetyl-L-carnitine",7.73,83590432,965632,"4260461",-1.6,NA,NA,NA,7.74,7.83,7.65,NA,471046,NA,"",83590432,3,NA,9,"200821_Smp_StaB5_C",NA,NA,NA,83590432,NA
"38",38,"Adenine",5.17,335920544,9980587,"15379658",-3,NA,NA,NA,5.105,5.19,5.01,NA,6655234,NA,"",335920544,3,NA,9,"200821_Smp_20ppt3C_A",NA,NA,NA,335920544,NA
"39",39,"Adenine",5.09,337049024,9431079,"14086730",-4.1,NA,NA,NA,5.105,5.19,5.01,NA,6655234,NA,"",337049024,3,NA,9,"200821_Smp_20ppt3C_B",NA,NA,NA,337049024,NA
"40",40,"Adenine",5.09,327878368,8474517,"14811147",-3.6,NA,NA,NA,5.105,5.19,5.01,NA,6655234,NA,"",327878368,3,NA,9,"200821_Smp_20ppt3C_C",NA,NA,NA,327878368,NA
"41",41,"Adenine",5.09,455001216,9055937,"22870540",-3.5,NA,NA,NA,5.105,5.19,5.01,NA,7838072,NA,"",455001216,3,NA,9,"200821_Smp_35ppt0C_A",NA,NA,NA,455001216,NA
"42",42,"Adenine",5.05,657206144,16828840,"34263536",-2.5,NA,NA,NA,5.105,5.19,5.01,NA,7838072,NA,"",657206144,3,NA,9,"200821_Smp_35ppt0C_B",NA,NA,NA,657206144,NA
"43",43,"Adenine",5.16,459354688,11884395,"23635380",-3.4,NA,NA,NA,5.105,5.19,5.01,NA,7838072,NA,"",459354688,3,NA,9,"200821_Smp_35ppt0C_C",NA,NA,NA,459354688,NA
"44",44,"Adenine",5.16,123846888,2686085,"5238161",-3.7,NA,NA,NA,5.105,5.19,5.01,NA,4351773,NA,"",123846888,3,NA,9,"200821_Smp_50ppt-3C_A",NA,NA,NA,123846888,NA
"45",45,"Adenine",5.06,171683440,989159,"7628666",-4.4,NA,NA,NA,5.105,5.19,5.01,NA,4351773,NA,"",171683440,3,NA,9,"200821_Smp_50ppt-3C_B",NA,NA,NA,171683440,NA
"46",46,"Adenine",5.09,181518720,5599104,"8939988",-3.1,NA,NA,NA,5.105,5.19,5.01,NA,4351773,NA,"",181518720,3,NA,9,"200821_Smp_50ppt-3C_C",NA,NA,NA,181518720,NA
"47",47,"Adenine",5.09,109490800,0,"4635374",-3.4,NA,NA,NA,5.105,5.19,5.01,NA,5217975,NA,"",109490800,1,NA,9,"200821_Smp_Ev15SW_A",NA,NA,NA,109490800,NA
"48",48,"Adenine",5.13,1107127552,48918348,"51956460",-3.1,NA,NA,NA,5.105,5.19,5.01,NA,5217975,NA,"",1107127552,3,NA,9,"200821_Smp_Ev32Core_A",NA,NA,NA,1107127552,NA
"49",49,"Adenine",5.09,697655872,21177118,"35502496",-4.2,NA,NA,NA,5.105,5.19,5.01,NA,5217975,NA,"",697655872,3,NA,9,"200821_Smp_Ev32Core_B",NA,NA,NA,697655872,NA
"50",50,"Adenine",5.11,536709920,13295957,"26622902",-4,NA,NA,NA,5.105,5.19,5.01,NA,5217975,NA,"",536709920,3,NA,9,"200821_Smp_Ev32Core_C",NA,NA,NA,536709920,NA
"51",51,"Adenine",5.11,345387840,12817640,"13831869",-3.5,NA,NA,NA,5.105,5.19,5.01,NA,5217975,NA,"",345387840,1,NA,9,"200821_Smp_Ev37Core_A",NA,NA,NA,345387840,NA
"52",52,"Adenine",5.14,368643552,9291957,"18691394",-3.1,NA,NA,NA,5.105,5.19,5.01,NA,5217975,NA,"",368643552,1,NA,9,"200821_Smp_Ev51Slush_A",NA,NA,NA,368643552,NA
"53",53,"Adenine",5.14,787202880,33920940,"33237150",-3.7,NA,NA,NA,5.105,5.19,5.01,NA,5217975,NA,"",787202880,1,NA,9,"200821_Smp_EvXCore_A",NA,NA,NA,787202880,NA
"54",54,"Adenine",5.12,95410352,6270709,"3983257",-3.4,NA,NA,NA,5.105,5.19,5.01,NA,5217975,NA,"",95410352,1,NA,9,"200821_Smp_EvXSW_A",NA,NA,NA,95410352,NA
"55",55,"Adenine",5.12,185361312,7691804,"10878122",-2.7,NA,NA,NA,5.105,5.19,5.01,NA,9906937,NA,"",185361312,3,NA,9,"200821_Smp_Hero1_A",NA,NA,NA,185361312,NA
"56",56,"Adenine",5.03,275221536,8986510,"13952891",-4.2,NA,NA,NA,5.105,5.19,5.01,NA,9906937,NA,"",275221536,3,NA,9,"200821_Smp_Hero1_B",NA,NA,NA,275221536,NA
"57",57,"Adenine",5.09,202295968,7951174,"9801727",-4,NA,NA,NA,5.105,5.19,5.01,NA,9906937,NA,"",202295968,3,NA,9,"200821_Smp_Hero1_C",NA,NA,NA,202295968,NA
"58",58,"Adenine",5.08,160712800,5649931,"7908065",-4.3,NA,NA,NA,5.105,5.19,5.01,NA,9906937,NA,"",160712800,5,NA,9,"200821_Smp_StaB1_A",NA,NA,NA,160712800,NA
"59",59,"Adenine",5.14,375411680,13023128,"20868292",-3.5,NA,NA,NA,5.105,5.19,5.01,NA,9906937,NA,"",375411680,5,NA,9,"200821_Smp_StaB1_B",NA,NA,NA,375411680,NA
"60",60,"Adenine",5.17,213294640,6383508,"10736476",-2.7,NA,NA,NA,5.105,5.19,5.01,NA,9906937,NA,"",213294640,5,NA,9,"200821_Smp_StaB1_C",NA,NA,NA,213294640,NA
"61",61,"Adenine",5.09,163605056,5842317,"8500015",-4.1,NA,NA,NA,5.105,5.19,5.01,NA,9906937,NA,"",163605056,5,NA,9,"200821_Smp_StaB1_D",NA,NA,NA,163605056,NA
"62",62,"Adenine",5.21,137056912,4346367,"7007337",-3,NA,NA,NA,5.105,5.19,5.01,NA,9906937,NA,"",137056912,5,NA,9,"200821_Smp_StaB1_E",NA,NA,NA,137056912,NA
"63",63,"Adenine",5.19,229409872,7565419,"11643610",-1.9,NA,NA,NA,5.105,5.19,5.01,NA,9906937,NA,"",229409872,3,NA,9,"200821_Smp_StaB2_A",NA,NA,NA,229409872,NA
"64",64,"Adenine",5.12,192207376,8046540,"9607757",-3.9,NA,NA,NA,5.105,5.19,5.01,NA,9906937,NA,"",192207376,3,NA,9,"200821_Smp_StaB2_B",NA,NA,NA,192207376,NA
"65",65,"Adenine",5.04,144976880,5065666,"7341249",-4.2,NA,NA,NA,5.105,5.19,5.01,NA,9906937,NA,"",144976880,3,NA,9,"200821_Smp_StaB2_C",NA,NA,NA,144976880,NA
"66",66,"Adenine",5.05,217017760,7338616,"10928710",-3.8,NA,NA,NA,5.105,5.19,5.01,NA,7175777,NA,"",217017760,3,NA,9,"200821_Smp_StaB3_A",NA,NA,NA,217017760,NA
"67",67,"Adenine",5.14,272172352,9534747,"13514326",-3.5,NA,NA,NA,5.105,5.19,5.01,NA,7175777,NA,"",272172352,3,NA,9,"200821_Smp_StaB3_B",NA,NA,NA,272172352,NA
"68",68,"Adenine",5.14,187471008,4446798,"8928609",-4.1,NA,NA,NA,5.105,5.19,5.01,NA,7175777,NA,"",187471008,3,NA,9,"200821_Smp_StaB3_C",NA,NA,NA,187471008,NA
"69",69,"Adenine",5.16,207620944,6967091,"10419934",-2.9,NA,NA,NA,5.105,5.19,5.01,NA,9761013,NA,"",207620944,3,NA,9,"200821_Smp_StaB4_A",NA,NA,NA,207620944,NA
"70",70,"Adenine",5.04,152217408,5604578,"7457721",-3.7,NA,NA,NA,5.105,5.19,5.01,NA,9761013,NA,"",152217408,3,NA,9,"200821_Smp_StaB4_B",NA,NA,NA,152217408,NA
"71",71,"Adenine",5.17,114324400,3901070,"5805898",-2.8,NA,NA,NA,5.105,5.19,5.01,NA,9761013,NA,"",114324400,3,NA,9,"200821_Smp_StaB4_C",NA,NA,NA,114324400,NA
"72",72,"Adenine",5.13,388641664,11127262,"20086994",-3.7,NA,NA,NA,5.105,5.19,5.01,NA,9761013,NA,"",388641664,3,NA,9,"200821_Smp_StaB5_A",NA,NA,NA,388641664,NA
"73",73,"Adenine",5.12,277635264,9799082,"14684632",-4.6,NA,NA,NA,5.105,5.19,5.01,NA,9761013,NA,"",277635264,3,NA,9,"200821_Smp_StaB5_B",NA,NA,NA,277635264,NA
"74",74,"Adenine",5.04,342620736,10389347,"17562046",-3.3,NA,NA,NA,5.105,5.19,5.01,NA,9761013,NA,"",342620736,3,NA,9,"200821_Smp_StaB5_C",NA,NA,NA,342620736,NA
"75",75,"Adenosine",4.95,858553984,11357303,"30306420",-1.6,NA,NA,NA,4.88625,4.98,4.78,NA,406073,NA,"",858553984,3,NA,9,"200821_Smp_20ppt3C_A",NA,NA,NA,858553984,NA
"76",76,"Adenosine",4.92,935309504,12056526,"36639412",-2.7,NA,NA,NA,4.88625,4.98,4.78,NA,406073,NA,"",935309504,3,NA,9,"200821_Smp_20ppt3C_B",NA,NA,NA,935309504,NA
"77",77,"Adenosine",4.83,605763200,7538790,"21998338",-2.3,NA,NA,NA,4.88625,4.98,4.78,NA,406073,NA,"",605763200,3,NA,9,"200821_Smp_20ppt3C_C",NA,NA,NA,605763200,NA
"78",78,"Adenosine",4.84,391699456,4875302,"14007638",-1.9,NA,NA,NA,4.88625,4.98,4.78,NA,512922,NA,"",391699456,3,NA,9,"200821_Smp_35ppt0C_A",NA,NA,NA,391699456,NA
"79",79,"Adenosine",4.87,406719168,7134365,"16399435",-0.8,NA,NA,NA,4.88625,4.98,4.78,NA,512922,NA,"",406719168,3,NA,9,"200821_Smp_35ppt0C_B",NA,NA,NA,406719168,NA
"80",80,"Adenosine",4.97,359603360,4715656,"12665282",-1.7,NA,NA,NA,4.88625,4.98,4.78,NA,512922,NA,"",359603360,3,NA,9,"200821_Smp_35ppt0C_C",NA,NA,NA,359603360,NA
"81",81,"Adenosine",4.9,277791040,4060668,"10009725",-2.1,NA,NA,NA,4.88625,4.98,4.78,NA,229678,NA,"",277791040,3,NA,9,"200821_Smp_50ppt-3C_A",NA,NA,NA,277791040,NA
"82",82,"Adenosine",4.89,355396480,4658350,"13147145",-2.9,NA,NA,NA,4.88625,4.98,4.78,NA,229678,NA,"",355396480,3,NA,9,"200821_Smp_50ppt-3C_B",NA,NA,NA,355396480,NA
"83",83,"Adenosine",4.87,343935264,6389559,"12836488",-1.7,NA,NA,NA,4.88625,4.98,4.78,NA,229678,NA,"",343935264,3,NA,9,"200821_Smp_50ppt-3C_C",NA,NA,NA,343935264,NA
"84",84,"Adenosine",4.87,204120160,2924683,"7594379",-1.9,NA,NA,NA,4.88625,4.98,4.78,NA,357541,NA,"",204120160,1,NA,9,"200821_Smp_Ev15SW_A",NA,NA,NA,204120160,NA
"85",85,"Adenosine",4.84,1739601152,18960548,"61591204",-1.7,NA,NA,NA,4.88625,4.98,4.78,NA,357541,NA,"",1739601152,3,NA,9,"200821_Smp_Ev32Core_A",NA,NA,NA,1739601152,NA
"86",86,"Adenosine",4.82,742949184,12825560,"27854446",-2.5,NA,NA,NA,4.88625,4.98,4.78,NA,357541,NA,"",742949184,3,NA,9,"200821_Smp_Ev32Core_B",NA,NA,NA,742949184,NA
"87",87,"Adenosine",4.87,399980000,5702183,"14891366",-2.3,NA,NA,NA,4.88625,4.98,4.78,NA,357541,NA,"",399980000,3,NA,9,"200821_Smp_Ev32Core_C",NA,NA,NA,399980000,NA
"88",88,"Adenosine",4.84,1166658048,14098809,"42562060",-2.2,NA,NA,NA,4.88625,4.98,4.78,NA,357541,NA,"",1166658048,1,NA,9,"200821_Smp_Ev37Core_A",NA,NA,NA,1166658048,NA
"89",89,"Adenosine",4.87,133027744,1332566,"4891066",-1.3,NA,NA,NA,4.88625,4.98,4.78,NA,357541,NA,"",133027744,1,NA,9,"200821_Smp_Ev51Slush_A",NA,NA,NA,133027744,NA
"90",90,"Adenosine",4.89,1480407424,22628914,"61786024",-2.3,NA,NA,NA,4.88625,4.98,4.78,NA,357541,NA,"",1480407424,1,NA,9,"200821_Smp_EvXCore_A",NA,NA,NA,1480407424,NA
"91",91,"Adenosine",4.81,258120768,2977493,"9558875",-1.8,NA,NA,NA,4.88625,4.98,4.78,NA,357541,NA,"",258120768,1,NA,9,"200821_Smp_EvXSW_A",NA,NA,NA,258120768,NA
"92",92,"Adenosine",4.86,34526356,471779,"1267670",-0.9,NA,NA,NA,4.88625,4.98,4.78,NA,1006892,NA,"",34526356,3,NA,9,"200821_Smp_Hero1_A",NA,NA,NA,34526356,NA
"93",93,"Adenosine",4.83,60684224,472578,"2336416",-2.4,NA,NA,NA,4.88625,4.98,4.78,NA,1006892,NA,"",60684224,3,NA,9,"200821_Smp_Hero1_B",NA,NA,NA,60684224,NA
"94",94,"Adenosine",4.89,63402952,166262,"2253829",-2.2,NA,NA,NA,4.88625,4.98,4.78,NA,1006892,NA,"",63402952,3,NA,9,"200821_Smp_Hero1_C",NA,NA,NA,63402952,NA
"95",95,"Adenosine",4.83,57109204,0,"2086323",-2.5,NA,NA,NA,4.88625,4.98,4.78,NA,1006892,NA,"",57109204,5,NA,9,"200821_Smp_StaB1_A",NA,NA,NA,57109204,NA
"96",96,"Adenosine",4.95,89770560,4070904,"3455170",-1.8,NA,NA,NA,4.88625,4.98,4.78,NA,1006892,NA,"",89770560,5,NA,9,"200821_Smp_StaB1_B",NA,NA,NA,89770560,NA
"97",97,"Adenosine",4.92,91289360,1316852,"3539200",-0.9,NA,NA,NA,4.88625,4.98,4.78,NA,1006892,NA,"",91289360,5,NA,9,"200821_Smp_StaB1_C",NA,NA,NA,91289360,NA
"98",98,"Adenosine",4.9,67931072,827181,"2577616",-2.3,NA,NA,NA,4.88625,4.98,4.78,NA,1006892,NA,"",67931072,5,NA,9,"200821_Smp_StaB1_D",NA,NA,NA,67931072,NA
"99",99,"Adenosine",4.95,67192552,688936,"2628699",-1.2,NA,NA,NA,4.88625,4.98,4.78,NA,1006892,NA,"",67192552,5,NA,9,"200821_Smp_StaB1_E",NA,NA,NA,67192552,NA
"100",100,"Adenosine",4.97,149807520,2733079,"5766621",-0.2,NA,NA,NA,4.88625,4.98,4.78,NA,1006892,NA,"",149807520,3,NA,9,"200821_Smp_StaB2_A",NA,NA,NA,149807520,NA
"101",101,"Adenosine",4.87,134092864,1698168,"5273265",-2.1,NA,NA,NA,4.88625,4.98,4.78,NA,1006892,NA,"",134092864,3,NA,9,"200821_Smp_StaB2_B",NA,NA,NA,134092864,NA
"102",102,"Adenosine",4.77,118711216,788455,"4314422",-2.4,NA,NA,NA,4.88625,4.98,4.78,NA,1006892,NA,"",118711216,3,NA,9,"200821_Smp_StaB2_C",NA,NA,NA,118711216,NA
"103",103,"Adenosine",4.86,134261520,838810,"5204950",-2.1,NA,NA,NA,4.88625,4.98,4.78,NA,1772212,NA,"",134261520,3,NA,9,"200821_Smp_StaB3_A",NA,NA,NA,134261520,NA
"104",104,"Adenosine",4.79,186492240,5217647,"6661266",-1.8,NA,NA,NA,4.88625,4.98,4.78,NA,1772212,NA,"",186492240,3,NA,9,"200821_Smp_StaB3_B",NA,NA,NA,186492240,NA
"105",105,"Adenosine",4.84,175732912,3172374,"6867838",-2.4,NA,NA,NA,4.88625,4.98,4.78,NA,1772212,NA,"",175732912,3,NA,9,"200821_Smp_StaB3_C",NA,NA,NA,175732912,NA
"106",106,"Adenosine",4.97,202496704,4164655,"7881520",-1.2,NA,NA,NA,4.88625,4.98,4.78,NA,2771402,NA,"",202496704,3,NA,9,"200821_Smp_StaB4_A",NA,NA,NA,202496704,NA
"107",107,"Adenosine",4.85,154659328,2721195,"5940203",-2,NA,NA,NA,4.88625,4.98,4.78,NA,2771402,NA,"",154659328,3,NA,9,"200821_Smp_StaB4_B",NA,NA,NA,154659328,NA
"108",108,"Adenosine",4.97,182753424,2205633,"6633612",-1.1,NA,NA,NA,4.88625,4.98,4.78,NA,2771402,NA,"",182753424,3,NA,9,"200821_Smp_StaB4_C",NA,NA,NA,182753424,NA
"109",109,"Adenosine",4.85,174049808,5400968,"6574008",-1.8,NA,NA,NA,4.88625,4.98,4.78,NA,2771402,NA,"",174049808,3,NA,9,"200821_Smp_StaB5_A",NA,NA,NA,174049808,NA
"110",110,"Adenosine",4.93,105876736,2070010,"4151626",-2.9,NA,NA,NA,4.88625,4.98,4.78,NA,2771402,NA,"",105876736,3,NA,9,"200821_Smp_StaB5_B",NA,NA,NA,105876736,NA
"111",111,"Adenosine",4.82,144751392,1359215,"5330436",-1.6,NA,NA,NA,4.88625,4.98,4.78,NA,2771402,NA,"",144751392,3,NA,9,"200821_Smp_StaB5_C",NA,NA,NA,144751392,NA
"112",112,"Adenosyl Homocysteine",9.88,6339045,0,"296115",-0.8,NA,NA,NA,9.94625,10.26,9.37,NA,41538,NA,"",6339045,3,NA,9,"200821_Smp_20ppt3C_A",NA,NA,NA,6339045,NA
"113",113,"Adenosyl Homocysteine",10.01,9476431,0,"490839",-1.8,NA,NA,NA,9.94625,10.26,9.37,NA,41538,NA,"",9476431,3,NA,9,"200821_Smp_20ppt3C_B",NA,NA,NA,9476431,NA
"114",114,"Adenosyl Homocysteine",10.27,12607069,0,"925834",-1.6,NA,NA,NA,9.94625,10.26,9.37,NA,41538,NA,"",12607069,3,NA,9,"200821_Smp_20ppt3C_C",NA,NA,NA,12607069,NA
"115",115,"Adenosyl Homocysteine",10.21,5174917,0,"336583",-1.3,NA,NA,NA,9.94625,10.26,9.37,NA,0,NA,"",5174917,3,NA,9,"200821_Smp_35ppt0C_A",NA,NA,NA,5174917,NA
"116",116,"Adenosyl Homocysteine",10.18,3479137,0,"245298",-0.2,NA,NA,NA,9.94625,10.26,9.37,NA,0,NA,"",3479137,3,NA,9,"200821_Smp_35ppt0C_B",NA,NA,NA,3479137,NA
"117",117,"Adenosyl Homocysteine",9.97,3233890,0,"252741",-0.8,NA,NA,NA,9.94625,10.26,9.37,NA,0,NA,"",3233890,3,NA,9,"200821_Smp_35ppt0C_C",NA,NA,NA,3233890,NA
"118",118,"Adenosyl Homocysteine",10.18,396423,0,"55739",-1.4,NA,NA,NA,9.94625,10.26,9.37,NA,0,NA,"",396423,3,NA,9,"200821_Smp_50ppt-3C_A",NA,NA,NA,396423,NA
"119",119,"Adenosyl Homocysteine",10.17,731953,0,"66089",-1.8,NA,NA,NA,9.94625,10.26,9.37,NA,0,NA,"",731953,3,NA,9,"200821_Smp_50ppt-3C_B",NA,NA,NA,731953,NA
"120",120,"Adenosyl Homocysteine",10.21,644433,0,"68723",-0.8,NA,NA,NA,9.94625,10.26,9.37,NA,0,NA,"",644433,3,NA,9,"200821_Smp_50ppt-3C_C",NA,NA,NA,644433,NA
"121",121,"Adenosyl Homocysteine",10.21,3804051,0,"315867",-1,NA,NA,NA,9.94625,10.26,9.37,NA,0,NA,"",3804051,1,NA,9,"200821_Smp_Ev15SW_A",NA,NA,NA,3804051,NA
"122",122,"Adenosyl Homocysteine",10.04,817112,0,"72666",-1,NA,NA,NA,9.94625,10.26,9.37,NA,0,NA,"",817112,1,NA,9,"200821_Smp_Ev32Core_A",NA,NA,NA,817112,NA
