Hello! Welcome to the world of QE Quality Control! Minimum area for a real peak: 40000. RT flexibility: 0.2. Blank can be this fraction of a sample: 5. S/N ratio: 10. Parts per million flexibility: 4. Processed on: 2021-05-03 14:01:54. 
"","Precursor.Ion.Name","Retention.Time","Area","Background","Height","Mass.Error.PPM","SNFlag","ppmFlag","areaminFlag","RT_ref","RT_max","RT_min","RTFlag","Blank.Area","BlankFlag","Flags","QC_area","Reps_Present","ReplicateFlag","Samps_Present","Replicate.Name","SampleFlag","SmpFlag","CmpFlag"
"11","1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine",14.99,2188,0,"2653",1.3,NA,NA,"areaminFlag",15.69,16.03,14.9,NA,1002,"BlankFlag","areaminFlag, BlankFlag, SampleFlag",NA,0,NA,0,"200825_Smp_Ev32Core_A","SampleFlag",NA,NA
"12","1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine",14.84,891,0,"1528",9.9,NA,"ppmFlag","areaminFlag",15.69,16.03,14.9,NA,1002,"BlankFlag","ppmFlag, areaminFlag, BlankFlag, SampleFlag",NA,0,NA,0,"200825_Smp_Ev32Core_B","SampleFlag",NA,NA
"13","1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine",14.72,902,0,"2014",16.7,NA,"ppmFlag","areaminFlag",15.69,16.03,14.9,NA,1002,"BlankFlag","ppmFlag, areaminFlag, BlankFlag, SampleFlag",NA,0,NA,0,"200825_Smp_Ev32Core_C","SampleFlag",NA,NA
"14","1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine",NA,NA,NA,"#N/A",NA,NA,NA,NA,15.69,16.03,14.9,NA,1002,NA,"SampleFlag",NA,0,NA,0,"200825_Smp_Ev37Core_A","SampleFlag",NA,NA
"15","1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine",NA,NA,NA,"#N/A",NA,NA,NA,NA,15.69,16.03,14.9,NA,1002,NA,"SampleFlag",NA,0,NA,0,"200825_Smp_Ev51Slush_A","SampleFlag",NA,NA
"16","1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine",NA,NA,NA,"#N/A",NA,NA,NA,NA,15.69,16.03,14.9,NA,1002,NA,"SampleFlag",NA,0,NA,0,"200825_Smp_EvXCore_A","SampleFlag",NA,NA
"17","1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine",NA,NA,NA,"#N/A",NA,NA,NA,NA,15.69,16.03,14.9,NA,1002,NA,"SampleFlag",NA,0,NA,0,"200825_Smp_EvXSW_A","SampleFlag",NA,NA
"18","1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine",NA,NA,NA,"#N/A",NA,NA,NA,NA,15.69,16.03,14.9,NA,0,NA,"ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_Hero1_A","SampleFlag",NA,NA
"19","1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine",NA,NA,NA,"#N/A",NA,NA,NA,NA,15.69,16.03,14.9,NA,0,NA,"ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_Hero1_B","SampleFlag",NA,NA
"20","1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine",NA,NA,NA,"#N/A",NA,NA,NA,NA,15.69,16.03,14.9,NA,0,NA,"ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_Hero1_C","SampleFlag",NA,NA
"21","1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine",NA,NA,NA,"#N/A",NA,NA,NA,NA,15.69,16.03,14.9,NA,0,NA,"ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB1_A","SampleFlag",NA,NA
"22","1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine",NA,NA,NA,"#N/A",NA,NA,NA,NA,15.69,16.03,14.9,NA,0,NA,"ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB1_B","SampleFlag",NA,NA
"23","1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine",NA,NA,NA,"#N/A",NA,NA,NA,NA,15.69,16.03,14.9,NA,0,NA,"ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB1_C","SampleFlag",NA,NA
"24","1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine",NA,NA,NA,"#N/A",NA,NA,NA,NA,15.69,16.03,14.9,NA,0,NA,"ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB1_D","SampleFlag",NA,NA
"25","1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine",NA,NA,NA,"#N/A",NA,NA,NA,NA,15.69,16.03,14.9,NA,0,NA,"ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB1_E","SampleFlag",NA,NA
"26","1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine",14.17,1090,0,"2707",-13.1,NA,"ppmFlag","areaminFlag",15.69,16.03,14.9,"RTFlag",0,NA,"ppmFlag, areaminFlag, RTFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB2_A","SampleFlag",NA,NA
"27","1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine",NA,NA,NA,"#N/A",NA,NA,NA,NA,15.69,16.03,14.9,NA,0,NA,"ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB2_B","SampleFlag",NA,NA
"28","1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine",NA,NA,NA,"#N/A",NA,NA,NA,NA,15.69,16.03,14.9,NA,0,NA,"ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB2_C","SampleFlag",NA,NA
"29","1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine",NA,NA,NA,"#N/A",NA,NA,NA,NA,15.69,16.03,14.9,NA,1040,NA,"ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB3_A","SampleFlag",NA,NA
"30","1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine",14.14,1208,0,"2975",2.5,NA,NA,"areaminFlag",15.69,16.03,14.9,"RTFlag",1040,"BlankFlag","areaminFlag, RTFlag, BlankFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB3_B","SampleFlag",NA,NA
"31","1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine",13.82,1162,0,"2985",3,NA,NA,"areaminFlag",15.69,16.03,14.9,"RTFlag",1040,"BlankFlag","areaminFlag, RTFlag, BlankFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB3_C","SampleFlag",NA,NA
"32","1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine",NA,NA,NA,"#N/A",NA,NA,NA,NA,15.69,16.03,14.9,NA,0,NA,"ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB4_A","SampleFlag",NA,NA
"33","1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine",NA,NA,NA,"#N/A",NA,NA,NA,NA,15.69,16.03,14.9,NA,0,NA,"ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB4_B","SampleFlag",NA,NA
"34","1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine",NA,NA,NA,"#N/A",NA,NA,NA,NA,15.69,16.03,14.9,NA,0,NA,"ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB4_C","SampleFlag",NA,NA
"35","1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine",NA,NA,NA,"#N/A",NA,NA,NA,NA,15.69,16.03,14.9,NA,0,NA,"ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB5_A","SampleFlag",NA,NA
"36","1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine",NA,NA,NA,"#N/A",NA,NA,NA,NA,15.69,16.03,14.9,NA,0,NA,"ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB5_B","SampleFlag",NA,NA
"37","1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine",13.8,2521,0,"6629",-2.3,NA,NA,"areaminFlag",15.69,16.03,14.9,"RTFlag",0,NA,"areaminFlag, RTFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB5_C","SampleFlag",NA,NA
"38","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",13.29,143199,0,"48238",10.8,NA,"ppmFlag",NA,13.7283333333333,13.94,13.28,NA,0,NA,"ppmFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_20ppt3C_A","SampleFlag",NA,NA
"39","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",13.26,48423,0,"23859",11.4,NA,"ppmFlag",NA,13.7283333333333,13.94,13.28,NA,0,NA,"ppmFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_20ppt3C_B","SampleFlag",NA,NA
"40","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",13.3,3178,0,"4362",8.9,NA,"ppmFlag","areaminFlag",13.7283333333333,13.94,13.28,NA,0,NA,"ppmFlag, areaminFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_20ppt3C_C","SampleFlag",NA,NA
"41","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",13.31,165347,0,"55346",11.1,NA,"ppmFlag",NA,13.7283333333333,13.94,13.28,NA,0,NA,"ppmFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_35ppt0C_A","SampleFlag",NA,NA
"42","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",13.31,87406,0,"33697",10.5,NA,"ppmFlag",NA,13.7283333333333,13.94,13.28,NA,0,NA,"ppmFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_35ppt0C_B","SampleFlag",NA,NA
"43","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",13.29,15751,0,"10468",8.9,NA,"ppmFlag","areaminFlag",13.7283333333333,13.94,13.28,NA,0,NA,"ppmFlag, areaminFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_35ppt0C_C","SampleFlag",NA,NA
"44","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",12.77,0,0,"0",NA,NA,NA,"areaminFlag",13.7283333333333,13.94,13.28,"RTFlag",0,NA,"areaminFlag, RTFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_50ppt-3C_A","SampleFlag",NA,NA
"45","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",13.3,46929,0,"26476",10.6,NA,"ppmFlag",NA,13.7283333333333,13.94,13.28,NA,0,NA,"ppmFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_50ppt-3C_B","SampleFlag",NA,NA
"46","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",12.84,0,0,"0",NA,NA,NA,"areaminFlag",13.7283333333333,13.94,13.28,"RTFlag",0,NA,"areaminFlag, RTFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_50ppt-3C_C","SampleFlag",NA,NA
"47","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",12.84,0,0,"0",NA,NA,NA,"areaminFlag",13.7283333333333,13.94,13.28,"RTFlag",0,NA,"areaminFlag, RTFlag, SampleFlag",NA,0,NA,0,"200825_Smp_Ev15SW_A","SampleFlag",NA,NA
"48","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",13.29,9808,0,"5259",7.7,NA,"ppmFlag","areaminFlag",13.7283333333333,13.94,13.28,NA,0,NA,"ppmFlag, areaminFlag, SampleFlag",NA,0,NA,0,"200825_Smp_Ev32Core_A","SampleFlag",NA,NA
"49","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",13.28,1262,0,"2833",2.9,NA,NA,"areaminFlag",13.7283333333333,13.94,13.28,NA,0,NA,"areaminFlag, SampleFlag",NA,0,NA,0,"200825_Smp_Ev32Core_B","SampleFlag",NA,NA
"50","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",12.75,0,0,"0",NA,NA,NA,"areaminFlag",13.7283333333333,13.94,13.28,"RTFlag",0,NA,"areaminFlag, RTFlag, SampleFlag",NA,0,NA,0,"200825_Smp_Ev32Core_C","SampleFlag",NA,NA
"51","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",12.88,0,0,"0",NA,NA,NA,"areaminFlag",13.7283333333333,13.94,13.28,"RTFlag",0,NA,"areaminFlag, RTFlag, SampleFlag",NA,0,NA,0,"200825_Smp_Ev37Core_A","SampleFlag",NA,NA
"52","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",12.84,0,0,"0",NA,NA,NA,"areaminFlag",13.7283333333333,13.94,13.28,"RTFlag",0,NA,"areaminFlag, RTFlag, SampleFlag",NA,0,NA,0,"200825_Smp_Ev51Slush_A","SampleFlag",NA,NA
"53","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",13.26,23285,0,"11963",10.9,NA,"ppmFlag","areaminFlag",13.7283333333333,13.94,13.28,NA,0,NA,"ppmFlag, areaminFlag, SampleFlag",NA,0,NA,0,"200825_Smp_EvXCore_A","SampleFlag",NA,NA
"54","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",12.87,1460,0,"2830",-13.5,NA,"ppmFlag","areaminFlag",13.7283333333333,13.94,13.28,"RTFlag",0,NA,"ppmFlag, areaminFlag, RTFlag, SampleFlag",NA,0,NA,0,"200825_Smp_EvXSW_A","SampleFlag",NA,NA
"55","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",12.79,0,0,"0",NA,NA,NA,"areaminFlag",13.7283333333333,13.94,13.28,"RTFlag",0,NA,"areaminFlag, RTFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_Hero1_A","SampleFlag",NA,NA
"56","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",12.81,0,0,"0",NA,NA,NA,"areaminFlag",13.7283333333333,13.94,13.28,"RTFlag",0,NA,"areaminFlag, RTFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_Hero1_B","SampleFlag",NA,NA
"57","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",12.91,1288,0,"2505",-14.1,NA,"ppmFlag","areaminFlag",13.7283333333333,13.94,13.28,"RTFlag",0,NA,"ppmFlag, areaminFlag, RTFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_Hero1_C","SampleFlag",NA,NA
"58","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",12.67,0,0,"0",NA,NA,NA,"areaminFlag",13.7283333333333,13.94,13.28,"RTFlag",0,NA,"areaminFlag, RTFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB1_A","SampleFlag",NA,NA
"59","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",13.3,7942,0,"5669",6.8,NA,"ppmFlag","areaminFlag",13.7283333333333,13.94,13.28,NA,0,NA,"ppmFlag, areaminFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB1_B","SampleFlag",NA,NA
"60","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",13.29,1110,0,"1909",4.4,NA,"ppmFlag","areaminFlag",13.7283333333333,13.94,13.28,NA,0,NA,"ppmFlag, areaminFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB1_C","SampleFlag",NA,NA
"61","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",13.27,8229,0,"5633",4.6,NA,"ppmFlag","areaminFlag",13.7283333333333,13.94,13.28,NA,0,NA,"ppmFlag, areaminFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB1_D","SampleFlag",NA,NA
"62","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",13.56,1259,0,"3351",-0.9,NA,NA,"areaminFlag",13.7283333333333,13.94,13.28,NA,0,NA,"areaminFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB1_E","SampleFlag",NA,NA
"63","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",13.29,55038,0,"22979",11,NA,"ppmFlag",NA,13.7283333333333,13.94,13.28,NA,0,NA,"ppmFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB2_A","SampleFlag",NA,NA
"64","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",13.3,9057,0,"5706",10.6,NA,"ppmFlag","areaminFlag",13.7283333333333,13.94,13.28,NA,0,NA,"ppmFlag, areaminFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB2_B","SampleFlag",NA,NA
"65","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",13.31,8923,0,"6520",9.4,NA,"ppmFlag","areaminFlag",13.7283333333333,13.94,13.28,NA,0,NA,"ppmFlag, areaminFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB2_C","SampleFlag",NA,NA
"66","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",13.32,11624,0,"6283",9.7,NA,"ppmFlag","areaminFlag",13.7283333333333,13.94,13.28,NA,0,NA,"ppmFlag, areaminFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB3_A","SampleFlag",NA,NA
"67","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",13.3,12863,0,"10035",10.3,NA,"ppmFlag","areaminFlag",13.7283333333333,13.94,13.28,NA,0,NA,"ppmFlag, areaminFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB3_B","SampleFlag",NA,NA
"68","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",13.3,17562,0,"9486",10.1,NA,"ppmFlag","areaminFlag",13.7283333333333,13.94,13.28,NA,0,NA,"ppmFlag, areaminFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB3_C","SampleFlag",NA,NA
"69","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",13.28,14165,0,"6677",9.5,NA,"ppmFlag","areaminFlag",13.7283333333333,13.94,13.28,NA,0,NA,"ppmFlag, areaminFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB4_A","SampleFlag",NA,NA
"70","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",13.42,3978,0,"2850",-5.5,NA,"ppmFlag","areaminFlag",13.7283333333333,13.94,13.28,NA,0,NA,"ppmFlag, areaminFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB4_B","SampleFlag",NA,NA
"71","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",13.28,3352,0,"4756",3.5,NA,NA,"areaminFlag",13.7283333333333,13.94,13.28,NA,0,NA,"areaminFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB4_C","SampleFlag",NA,NA
"72","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",13.31,1184,0,"2131",4.2,NA,"ppmFlag","areaminFlag",13.7283333333333,13.94,13.28,NA,0,NA,"ppmFlag, areaminFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB5_A","SampleFlag",NA,NA
"73","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",13.3,3465,0,"5147",9.1,NA,"ppmFlag","areaminFlag",13.7283333333333,13.94,13.28,NA,0,NA,"ppmFlag, areaminFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB5_B","SampleFlag",NA,NA
"74","1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine",13.32,57803,0,"24659",9.8,NA,"ppmFlag",NA,13.7283333333333,13.94,13.28,NA,0,NA,"ppmFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_StaB5_C","SampleFlag",NA,NA
"75","2,4 decadienal",9.85,27812,0,"13853",-2.7,NA,NA,"areaminFlag",9.365,9.48,9.08,"RTFlag",26437,"BlankFlag","areaminFlag, RTFlag, BlankFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_20ppt3C_A","SampleFlag",NA,NA
"76","2,4 decadienal",9.89,51324,0,"11899",-2.9,NA,NA,NA,9.365,9.48,9.08,"RTFlag",26437,"BlankFlag","RTFlag, BlankFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_20ppt3C_B","SampleFlag",NA,NA
"77","2,4 decadienal",9.8,32214,0,"13064",-3.4,NA,NA,"areaminFlag",9.365,9.48,9.08,"RTFlag",26437,"BlankFlag","areaminFlag, RTFlag, BlankFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_20ppt3C_C","SampleFlag",NA,NA
"78","2,4 decadienal",9.87,36081,0,"19904",-3.7,NA,NA,"areaminFlag",9.365,9.48,9.08,"RTFlag",38575,"BlankFlag","areaminFlag, RTFlag, BlankFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_35ppt0C_A","SampleFlag",NA,NA
"79","2,4 decadienal",9.87,85921,1001,"19739",-3.6,NA,NA,NA,9.365,9.48,9.08,"RTFlag",38575,"BlankFlag","RTFlag, BlankFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_35ppt0C_B","SampleFlag",NA,NA
"80","2,4 decadienal",9.83,53334,0,"12555",-2.7,NA,NA,NA,9.365,9.48,9.08,"RTFlag",38575,"BlankFlag","RTFlag, BlankFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_35ppt0C_C","SampleFlag",NA,NA
"81","2,4 decadienal",9.85,25780,0,"11013",-2.9,NA,NA,"areaminFlag",9.365,9.48,9.08,"RTFlag",19105,"BlankFlag","areaminFlag, RTFlag, BlankFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_50ppt-3C_A","SampleFlag",NA,NA
"82","2,4 decadienal",9.85,41700,0,"11636",-3,NA,NA,NA,9.365,9.48,9.08,"RTFlag",19105,"BlankFlag","RTFlag, BlankFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_50ppt-3C_B","SampleFlag",NA,NA
"83","2,4 decadienal",9.85,23390,7314,"7426",-2.9,"SNFlag",NA,"areaminFlag",9.365,9.48,9.08,"RTFlag",19105,"BlankFlag","SNFlag, areaminFlag, RTFlag, BlankFlag, ReplicateFlag, SampleFlag",NA,0,"ReplicateFlag",0,"200825_Smp_50ppt-3C_C","SampleFlag",NA,NA
"84","2,4 decadienal",9.8,36671,11481,"11871",-3.1,"SNFlag",NA,"areaminFlag",9.365,9.48,9.08,"RTFlag",30496,"BlankFlag","SNFlag, areaminFlag, RTFlag, BlankFlag, SampleFlag",NA,0,NA,0,"200825_Smp_Ev15SW_A","SampleFlag",NA,NA
"85","2,4 decadienal",9.82,21527,27728,"9632",-1.9,"SNFlag",NA,"areaminFlag",9.365,9.48,9.08,"RTFlag",30496,"BlankFlag","SNFlag, areaminFlag, RTFlag, BlankFlag, SampleFlag",NA,0,NA,0,"200825_Smp_Ev32Core_A","SampleFlag",NA,NA
