"","Sample_type","List.of.MFs","list.of.pvals","list.of.qvals","Sig"
"25","Culture25","MF_11781_293.21085_9.748_RP_Unknown",0.0934930772219898,0.253766923888258,FALSE
"26","Culture26","MF_11782_293.21088_9.859_RP_Unknown",0.0801705679477285,0.22340864934767,FALSE
"27","Culture27","MF_1183_177.04005_8.571_HILICNeg_Unknown",0.128638036126299,0.329881589575417,FALSE
"28","Culture28","MF_1197_178.07143_7.708_HILICNeg_Unknown",5.73159013461124e-05,0.00279701264751245,TRUE
"29","Culture29","MF_12126_298.09705_2.263_RP_Methylthioadenosine",0.487951570786077,1,FALSE
"30","Culture30","MF_1222_155.01042_8.26_HILICPos_Unknown",0.00134169450330897,0.0140207075595787,TRUE
"31","Culture31","MF_12229_299.20056_8.86_RP_Unknown",0.00149339290430115,0.0152253227804361,TRUE
"32","Culture32","MF_1229_155.08154_9.003_HILICPos_Unknown",0.00868607151271666,0.0453847236539445,TRUE
"33","Culture33","MF_1236_181.08646_1.93_HILICNeg_Unknown",0.00321174846882799,0.0235528221047386,TRUE
"34","Culture34","MF_1239_156.03256_9.945_HILICPos_Unknown",0.0060444157092229,0.0346104899514407,TRUE
"35","Culture35","MF_12393_301.21609_10.454_RP_Unknown",0.0377411017048504,0.118614891072387,FALSE
"36","Culture36","MF_12394_301.21619_10.342_RP_Unknown",4.6188891822905e-05,0.00279701264751245,TRUE
"37","Culture37","MF_1243_156.07689_10.82_HILICPos_Histidine",0.0166540065357071,0.0627150876750052,FALSE
"38","Culture38","MF_1254_183.10207_2.134_HILICNeg_Unknown",0.000618628657100391,0.00994564533338321,TRUE
"39","Culture39","MF_1270_185.02144_8.012_HILICNeg_Unknown",0.548543419765522,1,FALSE
"40","Culture40","MF_12820_307.19_8.71_RP_Unknown",0.0111725621494371,0.0504670233244326,FALSE
"41","Culture41","MF_1291_159.07651_11.813_HILICPos_Unknown",0.0072725491701541,0.038973404527236,TRUE
"42","Culture42","MF_1305_160.09688_8.849_HILICPos_Turicine",0.0610986904564681,0.176132776626232,FALSE
"43","Culture43","MF_1305_188.05588_11.642_HILICNeg_Acetylglutamic acid",0.00716746316584628,0.0389090857574512,TRUE
"44","Culture44","MF_1334_191.0192_10.297_HILICNeg_Unknown",0.916200566560239,1,FALSE
"45","Culture45","MF_13398_315.19543_9.208_RP_Unknown",0.000986112763663761,0.0117770038631843,TRUE
"46","Culture46","MF_1341_162.11255_9.958_HILICPos_Carnitine",0.368392189124225,0.810462816073295,FALSE
"47","Culture47","MF_1354_193.07132_12.304_HILICNeg_Unknown",0.00263653435333637,0.0214119429157002,TRUE
"48","Culture48","MF_13543_317.21097_8.081_RP_Unknown",0.0157671442676244,0.0605088890158583,FALSE
"49","Culture49","MF_13548_317.21118_10.622_RP_Unknown",0.014306110422836,0.0591128430846066,FALSE
"50","Culture50","MF_13834_321.2424_9.462_RP_Unknown",0.157443291500808,0.389415951759394,FALSE
"51","Culture51","MF_13835_321.24243_9.308_RP_Unknown",0.0658809205493001,0.187334862514336,FALSE
"52","Culture52","MF_13836_321.24246_10.562_RP_Unknown",0.0304068294955413,0.10087345023124,FALSE
"53","Culture53","MF_13838_321.24258_10.683_RP_Unknown",0.0325285496946991,0.105402587382823,FALSE
"54","Culture54","MF_1386_195.05061_10.908_HILICNeg_Gluconic Acid",0.291427891486445,0.658469506169374,FALSE
"55","Culture55","MF_1398_166.05336_9.459_HILICPos_Methionine Sulfoxide",0.0406303441293374,0.12487855769164,FALSE
"56","Culture56","MF_140_86.09702_7.405_HILICPos_Unknown",0.00554947796340049,0.0328415849547769,TRUE
"57","Culture57","MF_1408_166.08624_9.457_HILICPos_Unknown",0.000765815792303594,0.0106798450948247,TRUE
"58","Culture58","MF_1409_166.08629_5.392_HILICPos_Unknown",0.179235229140642,0.438130560121571,FALSE
"59","Culture59","MF_14107_325.17606_3.205_RP_Unknown",0.00406278090842152,0.0283040403286699,TRUE
"60","Culture60","MF_1411_196.91011_3.146_HILICNeg_Unknown",0.0046167055120727,0.0292391349097938,TRUE
"61","Culture61","MF_14133_325.23755_10.275_RP_Unknown",0.0856858727327671,0.234757551931543,FALSE
"62","Culture62","MF_1418_197.08151_2.295_HILICNeg_Unknown",0.000739790197495343,0.0106798450948247,TRUE
"63","Culture63","MF_14723_333.20554_9.39_RP_Unknown",0.0048150728689748,0.0300403053616637,TRUE
"64","Culture64","MF_1500_205.0715_12.203_HILICNeg_Unknown",0.23277617601336,0.537571500406543,FALSE
"65","Culture65","MF_1537_173.0211_10.192_HILICPos_Unknown",0.0112283090171585,0.0504670233244326,FALSE
"66","Culture66","MF_1584_176.09161_10.356_HILICPos_Unknown",0.208979811186608,0.496327051568193,FALSE
"67","Culture67","MF_1588_176.12828_10.598_HILICPos_Unknown",0.0729456538836774,0.206022184617413,FALSE
"68","Culture68","MF_1589_176.13942_7.781_HILICPos_Unknown",0.000500185542143068,0.00909032854851315,TRUE
"69","Culture69","MF_15903_349.2009_9.796_RP_Unknown",0.193026419567048,0.463707145856471,FALSE
"70","Culture70","MF_1626_216.09863_9.285_HILICNeg_Unknown",2.26780246618801e-05,0.00236985357716647,TRUE
"71","Culture71","MF_1633_179.07341_10.985_HILICPos_Gonyol",0.0591539584033684,0.172911570717538,FALSE
"72","Culture72","MF_1655_180.10194_8.789_HILICPos_Unknown",0.00557835533920851,0.0328415849547769,TRUE
"73","Culture73","MF_1685_182.08124_9.506_HILICPos_Tyrosine",0.934510747862818,1,FALSE
"74","Culture74","MF_1714_184.07349_11.833_HILICPos_Unknown",0.0976820236468716,0.263426360544467,FALSE
"75","Culture75","MF_17395_370.25867_8.219_RP_Unknown",0.0164515242078743,0.0625157919899222,FALSE
"76","Culture76","MF_17397_370.25888_7.998_RP_Unknown",0.0237952019711,0.0815278231468836,FALSE
"77","Culture77","MF_1790_232.09386_10.081_HILICNeg_Unknown",0.00367612657522788,0.0260444221770382,TRUE
"78","Culture78","MF_1795_189.12332_9.448_HILICPos_N(e)-Acetyl-Lysine",0.000113644479418111,0.00373060720940547,TRUE
"79","Culture79","MF_1797_189.12337_8.931_HILICPos_Unknown",5.39680271933457e-06,0.00163186706246171,TRUE
"80","Culture80","MF_187_90.05547_10.469_HILICPos_Sarcosine",0.220366487992545,0.517373061635748,FALSE
"81","Culture81","MF_1871_242.07829_8.516_HILICNeg_Unknown",0.460093469792138,0.97623893590413,FALSE
"82","Culture82","MF_188_90.0555_10.998_HILICPos_Alanine",0.0057489743430369,0.0333759899359642,TRUE
"83","Culture83","MF_1882_243.06253_6.234_HILICNeg_Uridine",0.407263553518666,0.882052670315039,FALSE
"84","Culture84","MF_189_90.05552_11.619_HILICPos_beta-Alanine",0.0237347747543936,0.0815278231468836,FALSE
"85","Culture85","MF_1896_244.08298_9.446_HILICNeg_Unknown",0.00644547752183751,0.0364082378936227,TRUE
"86","Culture86","MF_1921_198.0798_8.799_HILICPos_Unknown",0.00244503354725116,0.0204404804550197,TRUE
"87","Culture87","MF_1970_201.08717_9.157_HILICPos_Unknown",0.0230018612145098,0.0814811693869924,FALSE
"88","Culture88","MF_2001_203.13908_2.34_HILICPos_Unknown",0.00892254924239646,0.0456062247436076,TRUE
"89","Culture89","MF_2011_256.09399_7.766_HILICNeg_Unknown",0.0489339145735759,0.146102687798248,FALSE
"90","Culture90","MF_2019_204.1232_7.683_HILICPos_Acetyl-L-carnitine",0.000601742990418699,0.00994564533338321,TRUE
"91","Culture91","MF_2035_144.98209_4.443_RP_Unknown",0.513008526483312,1,FALSE
"92","Culture92","MF_2046_259.02252_13.026_HILICNeg_Fructose 6 phosphate",0.350379391915032,0.779035030960017,FALSE
"93","Culture93","MF_2047_259.02264_13.088_HILICNeg_Glucose 1 phosphate",0.334754872672445,0.748275597738407,FALSE
"94","Culture94","MF_2078_209.04774_10.89_HILICPos_Unknown",0.0767291010024597,0.215253451134417,FALSE
"95","Culture95","MF_208_93.05514_10.385_HILICPos_Unknown",0.0127445974233282,0.0556248774351977,FALSE
"96","Culture96","MF_2156_272.0545_11.712_HILICNeg_Unknown",0.000133908613466781,0.00373060720940547,TRUE
"97","Culture97","MF_2182_274.14117_13.028_HILICNeg_Unknown",0.00366635768066559,0.0260444221770382,TRUE
"98","Culture98","MF_2191_216.06342_11.566_HILICPos_Unknown",0.0414882654160073,0.126584634626942,FALSE
"99","Culture99","MF_2228_218.11351_8.245_HILICPos_Unknown",0.0109080183986678,0.0504670233244326,FALSE
"100","Culture100","MF_2233_218.13867_6.363_HILICPos_Propionyl-L-carnitine",0.254833764328654,0.582079308685122,FALSE
"101","Culture101","MF_2248_219.0977_11.664_HILICPos_Unknown",0.018925903178105,0.0706341743611419,FALSE
"102","Culture102","MF_2276_149.09613_5.224_RP_Unknown",0.00047289949950464,0.00898509049058816,TRUE
"103","Culture103","MF_2455_232.15424_4.767_HILICPos_Unknown",0.293511752376312,0.659612432759669,FALSE
"104","Culture104","MF_249_97.02889_10.396_HILICPos_Unknown",0.0144246650589231,0.0591128430846066,FALSE
"105","Culture105","MF_2516_236.14919_10.153_HILICPos_Unknown",0.000951050841193748,0.0117770038631843,TRUE
"106","Culture106","MF_2518_236.14963_8.731_HILICPos_Unknown",0.00119450684777587,0.0131395753255345,TRUE
"107","Culture107","MF_2548_317.0549_11.891_HILICNeg_Unknown",0.000472113451678135,0.00898509049058816,TRUE
"108","Culture108","MF_2555_318.09625_11.164_HILICNeg_Unknown",0.000743421228806464,0.0106798450948247,TRUE
"109","Culture109","MF_2569_320.14676_9.787_HILICNeg_Unknown",0.0149854432357369,0.060229954543635,FALSE
"110","Culture110","MF_2583_323.02924_12.53_HILICNeg_Unknown",0.0450751588910997,0.136045654589244,FALSE
"111","Culture111","MF_2591_325.12561_11.117_HILICNeg_Unknown",0.00894667566740627,0.0456062247436076,TRUE
"112","Culture112","MF_2649_333.06006_12.855_HILICNeg_Unknown",0.0391344903333444,0.121171977476578,FALSE
"113","Culture113","MF_2654_245.11292_10.94_HILICPos_Unknown",0.00186508724095388,0.0174190296582064,TRUE
"114","Culture114","MF_2690_247.05779_10.207_HILICPos_Unknown",0.00976483358916828,0.0474616330264225,TRUE
"115","Culture115","MF_271_98.98463_8.289_HILICPos_Unknown",0.000524715242537649,0.00913879047419738,TRUE
"116","Culture116","MF_2711_248.12416_9.655_HILICPos_Unknown",0.00697254437666367,0.0388603139926055,TRUE
"117","Culture117","MF_2718_249.07175_14.707_HILICPos_Unknown",0.00222160950052239,0.018951689208538,TRUE
"118","Culture118","MF_2721_249.1084_12.154_HILICPos_Unknown",0.061608258854707,0.176385289049778,FALSE
"119","Culture119","MF_2724_345.13052_10.32_HILICNeg_Unknown",0.0329032367972165,0.105796561394127,FALSE
"120","Culture120","MF_2761_252.10915_3.829_HILICPos_Deoxyadenosine",0.110464784066093,0.292242276833083,FALSE
"121","Culture121","MF_2762_252.14384_10.797_HILICPos_Unknown",0.0050328612406135,0.0309372940967124,TRUE
"122","Culture122","MF_2800_255.10738_10.378_HILICPos_Glucosylglycerol",0.00997189002846985,0.0479109199069011,TRUE
"123","Culture123","MF_2841_258.11002_11.164_HILICPos_Glycerophosphocholine",0.000464068069329685,0.00898509049058816,TRUE
"124","Culture124","MF_2854_370.10257_9.028_HILICNeg_Unknown",6.02227603531389e-05,0.00279701264751245,TRUE
"125","Culture125","MF_2899_261.1557_12.908_HILICPos_Unknown",0.864759089664084,1,FALSE
"126","Culture126","MF_290_102.05496_11.491_HILICNeg_Unknown",0.000792045928085084,0.0106798450948247,TRUE
"127","Culture127","MF_2988_268.1041_4.823_HILICPos_Adenosine",0.000357521402831647,0.00830244146575715,TRUE
"128","Culture128","MF_3002_269.08813_7.996_HILICPos_Inosine",0.162866555460136,0.400460118719628,FALSE
"129","Culture129","MF_3063_415.14609_12.569_HILICNeg_Unknown",0.00450994622482099,0.0292391349097938,TRUE
"130","Culture130","MF_3091_275.13486_10.078_HILICPos_Unknown",0.00266368667850815,0.0214119429157002,TRUE
"131","Culture131","MF_3096_275.17126_12.915_HILICPos_Unknown",0.0128128885291018,0.0556248774351977,FALSE
"132","Culture132","MF_3189_473.134_2.46_HILICNeg_Unknown",0.35363758642369,0.782119106482023,FALSE
"133","Culture133","MF_3191_282.11862_10.973_HILICPos_Unknown",0.0312746031147342,0.102131125796554,FALSE
"134","Culture134","MF_3219_284.09909_9.419_HILICPos_Guanosine",0.0523783116756369,0.154184044228283,FALSE
"135","Culture135","MF_3241_285.14456_7.155_HILICPos_Unknown",0.011161826169826,0.0504670233244326,FALSE
"136","Culture136","MF_336_111.01888_6.228_HILICNeg_Unknown",0.000766509111129192,0.0106798450948247,TRUE
"137","Culture137","MF_3412_296.16055_11.802_HILICPos_Unknown",0.922423013814543,1,FALSE
"138","Culture138","MF_3437_298.09686_2.529_HILICPos_Unknown",0.155083804386259,0.385863275199144,FALSE
"139","Culture139","MF_3493_303.11884_10.814_HILICPos_Unknown",0.00296849699469503,0.0234119196940098,TRUE
"140","Culture140","MF_3503_303.17719_12.842_HILICPos_Unknown",0.146343667815686,0.368503934620222,FALSE
"141","Culture141","MF_366_104.10726_15.038_HILICPos_Choline",0.0244486917548806,0.083085797996261,FALSE
"142","Culture142","MF_369_104.10744_11.154_HILICPos_Unknown",0.0031380933598548,0.0235528221047386,TRUE
"143","Culture143","MF_369_114.05504_9.275_HILICNeg_Unknown",0.0992284730384299,0.264774549962645,FALSE
"144","Culture144","MF_3713_319.11349_11.411_HILICPos_Unknown",0.00014384217324457,0.00373060720940547,TRUE
"145","Culture145","MF_3790_327.15869_9.325_HILICPos_Unknown",0.00170190083817357,0.0165440593106175,TRUE
"146","Culture146","MF_3808_329.13443_9.713_HILICPos_Unknown",0.0155252442150441,0.0605088890158583,FALSE
"147","Culture147","MF_3810_329.13461_10.051_HILICPos_Unknown",0.00038292059589548,0.00842425310970056,TRUE
"148","Culture148","MF_3864_333.12927_11.073_HILICPos_Unknown",0.00940910105365899,0.0468214790527316,TRUE
"149","Culture149","MF_387_106.0503_11.476_HILICPos_Serine",0.0994488142204192,0.264774549962645,FALSE
"150","Culture150","MF_3898_336.0874_11.175_HILICPos_Unknown",0.221554492901433,0.517373061635748,FALSE
"151","Culture151","MF_39_70.0659_9.295_HILICPos_Unknown",8.63278552999159e-05,0.00360850435153649,TRUE
"152","Culture152","MF_398_116.07065_8.639_HILICNeg_Unknown",0.049797428999493,0.147626420721901,FALSE
"153","Culture153","MF_41_71.01262_4.699_HILICNeg_Unknown",0.0135945116338119,0.0568250586293339,FALSE
"154","Culture154","MF_4111_183.10168_5.974_RP_Unknown",0.023669240498309,0.0815278231468836,FALSE
"155","Culture155","MF_426_118.0499_11.138_HILICNeg_Unknown",0.000135771565185257,0.00373060720940547,TRUE
"156","Culture156","MF_4264_363.13995_10.861_HILICPos_Unknown",0.000151723259712663,0.00373060720940547,TRUE
"157","Culture157","MF_450_112.0509_7.4_HILICPos_Cytosine",0.226835874133037,0.526763307708942,FALSE
"158","Culture158","MF_451_112.0509_7.399_HILICPos_Unknown",0.185898755235474,0.451777207490862,FALSE
"159","Culture159","MF_4708_193.12228_6.766_RP_Unknown",0.00307643668080007,0.0235528221047386,TRUE
"160","Culture160","MF_493_124.00633_10.58_HILICNeg_Taurine",7.80797637541487e-06,0.00163186706246171,TRUE
"161","Culture161","MF_4965_197.1172_4.837_RP_Unknown",0.0363066117809173,0.114970937306238,FALSE
"162","Culture162","MF_500_124.99028_7.062_HILICNeg_Isethionic Acid",0.444869693328832,0.95005006175168,FALSE
"163","Culture163","MF_5008_434.18713_12.595_HILICPos_Unknown",0.0041497250261349,0.0284358206708916,TRUE
"164","Culture164","MF_52_72.08147_8.615_HILICPos_Unknown",0.0130537869956131,0.0556783975935334,FALSE
"165","Culture165","MF_527_126.90398_4.673_HILICNeg_Unknown",0.526593062735996,1,FALSE
"166","Culture166","MF_528_126.90401_3.123_HILICNeg_Unknown",0.00911276904913332,0.0458932224402136,TRUE
"167","Culture167","MF_539_127.0503_11.168_HILICNeg_Unknown",0.000826175837468485,0.0107919218769321,TRUE
"168","Culture168","MF_546_128.03424_6.928_HILICNeg_Unknown",0.681767578378231,1,FALSE
"169","Culture169","MF_549_128.03433_7.332_HILICNeg_L-Pyroglutamic acid",0.220782615557484,0.517373061635748,FALSE
"170","Culture170","MF_5506_205.09741_2.013_RP_Tryptophan",0.420549353309739,0.906132111770468,FALSE
"171","Culture171","MF_562_118.08632_7.774_HILICPos_Betaine",0.000127617399584478,0.00373060720940547,TRUE
"172","Culture172","MF_588_120.06577_10.296_HILICPos_Threonine",0.0218170245677868,0.078749850810701,FALSE
"173","Culture173","MF_600_121.032_8.808_HILICPos_Dimethylsulfonioacetate (DMS-Ac)",5.86739093335262e-05,0.00279701264751245,TRUE
"174","Culture174","MF_621_134.04626_3.626_HILICNeg_Unknown",0.139601316287088,0.35365666792729,FALSE
"175","Culture175","MF_622_134.0464_5.015_HILICNeg_Unknown",0.0149851807539241,0.060229954543635,FALSE
"176","Culture176","MF_635_123.05556_2.822_HILICPos_Unknown",0.131854671307694,0.336068613454976,FALSE
"177","Culture177","MF_639_135.02887_10.15_HILICNeg_Unknown",0.00459260528876702,0.0292391349097938,TRUE
"178","Culture178","MF_647_124.03937_3.472_HILICPos_Unknown",0.0155888748438208,0.0605088890158583,FALSE
"179","Culture179","MF_744_129.06604_10.112_HILICPos_Unknown",0.00438189416707585,0.0290735200291699,TRUE
"180","Culture180","MF_752_144.02946_7.694_HILICNeg_Unknown",0.40652961692273,0.882052670315039,FALSE
"181","Culture181","MF_760_130.05005_11.574_HILICPos_Unknown",0.732977036163931,1,FALSE
"182","Culture182","MF_761_130.05008_8.981_HILICPos_Unknown",0.0157786337385851,0.0605088890158583,FALSE
"183","Culture183","MF_767_145.01332_12.709_HILICNeg_Ketoglutaric Acid",0.388257263792462,0.849693907147901,FALSE
"184","Culture184","MF_786_146.04495_11.324_HILICNeg_Unknown",0.0309390121822808,0.10183076450546,FALSE
"185","Culture185","MF_79_76.07633_7.243_HILICPos_Trimethylamine N-oxide",0.00970333347990104,0.0474616330264225,TRUE
"186","Culture186","MF_798_132.06573_10.904_HILICPos_trans Hydroxyl proline",0.0220424223561053,0.078749850810701,FALSE
"187","Culture187","MF_799_132.07686_11.158_HILICPos_Creatine",0.0106548979871279,0.0500421051530277,FALSE
"188","Culture188","MF_800_132.10187_9.7_HILICPos_Trimethylammonium Propionate (TMAP)",0.0856724310932454,0.234757551931543,FALSE
"189","Culture189","MF_803_132.10204_7.044_HILICPos_Leucine",0.0114335117279365,0.0508426372582709,FALSE
"190","Culture190","MF_817_133.06091_11.223_HILICPos_Unknown",0.0152539539952511,0.0605088890158583,FALSE
"191","Culture191","MF_826_134.04489_11.974_HILICPos_Aspartic acid",0.00319554044366844,0.0235528221047386,TRUE
"192","Culture192","MF_833_134.08128_9.744_HILICPos_Unknown",0.0286786604663358,0.0959014405994268,FALSE
"193","Culture193","MF_846_135.04724_9.992_HILICPos_DMSP",2.16390371989625e-05,0.00236985357716647,TRUE
"194","Culture194","MF_846_151.02527_8.816_HILICNeg_Unknown",0.0385482819444209,0.120247625766925,FALSE
"195","Culture195","MF_8540_247.16924_8.999_RP_Unknown",0.00527360633614616,0.0319473543262188,TRUE
"196","Culture196","MF_865_136.06171_5.118_HILICPos_Unknown",0.237687643983743,0.545897995523102,FALSE
"197","Culture197","MF_868_136.06187_3.505_HILICPos_Unknown",0.00169987072159517,0.0165440593106175,TRUE
"198","Culture198","MF_884_137.04561_6.751_HILICPos_Hypoxanthine",0.152727363775909,0.382275676995987,FALSE
"199","Culture199","MF_900_155.00102_9.223_HILICNeg_DHPS",0.445478019385955,0.95005006175168,FALSE
"200","Culture200","MF_905_138.05493_5.848_HILICPos_Unknown",0.000114508487757561,0.00373060720940547,TRUE
"201","Culture201","MF_906_138.05499_8.214_HILICPos_Trigonelline",0.119456889057323,0.310142730596032,FALSE
"202","Culture202","MF_906_155.07056_2.259_HILICNeg_Unknown",0.00424237672288231,0.0286018301639485,TRUE
"203","Culture203","MF_915_156.00458_8.196_HILICNeg_Unknown",0.0237683641527555,0.0815278231468836,FALSE
"204","Culture204","MF_926_156.99695_8.351_HILICNeg_Unknown",0.0102794571380577,0.0488274214057741,TRUE
"205","Culture205","MF_936_157.08621_2.319_HILICNeg_Unknown",0.00194524316195467,0.0176763400368924,TRUE
"206","Culture206","MF_937_157.08623_3.02_HILICNeg_Unknown",0.0194654205523729,0.0720048300078928,FALSE
"207","Culture207","MF_9622_263.16418_9.36_RP_Unknown",0.00711901986932295,0.0389090857574512,TRUE
"208","Culture208","MF_967_160.06079_6.32_HILICNeg_Unknown",0.0351633796254591,0.11220070750719,FALSE
"209","Culture209","MF_968_160.06081_7.287_HILICNeg_Unknown",0.114007854657435,0.299718762558541,FALSE
