MassFeature,FinalBMIS,Orig_RSD,FinalRSD,Filled_area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd,Column,Area,MassFeature_Column,Volume_filtered_L,umolCFiltered,Adjusted_Area_VolNormed,Adjusted_Area_CNormed,Datsum,Rank,RankPercent,z,Vol_recon_uL,Dilution_Factor,RP_stdVolpersmpVol,Identification,RFmax,RFmin,RF,RFratio,RFratioFlag,nmolinEnviroave,RFFlag,Emperical.Formula,C,N,nmolCave,nmolNave,totalCmeasured_nM,totalNmeasured_nM,molFractionC,molFractionN,PC_ave,PN_ave,molFractionC_pertotalC,molFractionN_pertotalN
Hydroxo B12,Inj_vol,0.0909966581224534,0.0909966581224534,1208858,200825,Smp,20ppt3C_A,A,200825,1208858,200825_Smp_20ppt3C_A Hydroxo B12,RP,1208858,Hydroxo B12_X_RP,0.6,76.76311476,2014763.3333333335,15747.901889852914,8649550,8,0.7037037037037037,2,400,1,1,Hydroxo B12,212174720,135981952,174078336,0.7131676627974644,NA,0.006491538848984487,NA,C62H89CoN13O15P,62,1,0.4024754086370382,0.006491538848984487,3058.629121419932,694.454203893448,1.3158686217248653e-4,9.347684573856365e-6,127.9385246,16.91749292,3.145850008004846e-6,3.837175448916627e-7
Indole 3 acetamide,"L-Tryptophan, D3",0.19606749936632245,0.12917385262328485,109083,200825,Smp,20ppt3C_A,A,200825,135028.03461391004,200825_Smp_20ppt3C_A Indole 3 acetamide,RP,109083,Indole 3 acetamide_X_RP,0.6,76.76311476,225046.72435651676,1759.0223512435032,4633962.935049429,22,0.18518518518518523,1,400,1,1,Indole 3 acetamide,233086928,222246480,227666704,0.8806514575109674,NA,4.4898218479577987e-4,NA,C10H10N2O,10,2,0.004489821847957798,8.979643695915597e-4,3058.629121419932,694.454203893448,1.467919669146893e-6,1.2930505201885663e-6,127.9385246,16.91749292,3.509358781489183e-8,5.307904509479527e-8
Indole 3 methyl acetate,Inj_vol,0.2230382733445617,0.2230382733445617,64263,200825,Smp,20ppt3C_A,A,200825,64263,200825_Smp_20ppt3C_A Indole 3 methyl acetate,RP,64263,Indole 3 methyl acetate_X_RP,0.6,76.76311476,107105,837.1598807697991,1550059,25,0.07407407407407407,1,400,1,1,Indole 3 methyl acetate,59003572,33841068,46422320,0.8912208169404785,NA,0.0010355178124904405,NA,C11H11NO2,11,1,0.011390695937394845,0.0010355178124904405,3058.629121419932,694.454203893448,3.724118055904356e-6,1.4911246943064409e-6,127.9385246,16.91749292,8.903257226865696e-8,6.1209885967574e-8
Isobutyryl-L-carnitine,"L-Tryptophan, D3",0.10907489454654314,0.029409346606318,6889456,200825,Smp,20ppt3C_A,A,200825,8528090.566256981,200825_Smp_20ppt3C_A Isobutyryl-L-carnitine,RP,6889456,Isobutyryl-L-carnitine_X_RP,0.6,76.76311476,14213484.27709497,111096.2028172003,214226510.4371842,6,0.7777777777777778,1,400,1,1,Isobutyryl-L-carnitine,96714048,54742596,75728322,0.9478072673056788,NA,0.07921039457346617,NA,C11H21NO4,11,1,0.8713143403081278,0.07921039457346617,3058.629121419932,694.454203893448,2.848708704844969e-4,1.140613652122403e-4,127.9385246,16.91749292,6.810414165962078e-6,4.6821591679121076e-6
Kynurenine,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.120639190997958,0.04819700056220014,616270,200825,Smp,20ppt3C_A,A,200825,526244.06028553,200825_Smp_20ppt3C_A Kynurenine,RP,616270,Kynurenine_X_RP,0.6,76.76311476,877073.4338092168,6855.428703366623,25470493.360840306,12,0.5555555555555556,1,400,1,1,Kynurenine,97693088,54795296,76244192,0.9033506330289176,NA,0.005093693728941952,NA,C10H12N2O3,10,2,0.05093693728941952,0.010187387457883904,3058.629121419932,694.454203893448,1.665351870637152e-5,1.4669631778119355e-5,127.9385246,16.91749292,3.981360379813191e-7,6.021806839854083e-7
Methylthioadenosine,"L-Tryptophan, D3",0.215281330336489,0.12625504597926313,12307646,200825,Smp,20ppt3C_A,A,200825,15234979.328619048,200825_Smp_20ppt3C_A Methylthioadenosine,RP,12307646,Methylthioadenosine_X_RP,0.6,76.76311476,25391632.21436508,198467.4459374302,128509926.3028596,5,0.8148148148148149,1,400,1,1,Methylthioadenosine,715680960,257616256,486648608,0.8762012379222064,NA,0.023819424392481706,NA,C11H15N5O3S,11,5,0.2620136683172988,0.11909712196240853,3058.629121419932,694.454203893448,8.566375912737733e-5,1.7149744546824273e-4,127.9385246,16.91749292,2.0479653734985998e-06,7.0398801125910875e-6
RP B12,Inj_vol,0.2995946702327922,0.2995946702327922,99775,200825,Smp,20ppt3C_A,A,200825,99775,200825_Smp_20ppt3C_A RP B12,RP,99775,RP B12_X_RP,0.6,76.76311476,166291.6666666667,1299.7778986945318,934453,23,0.14814814814814814,2,400,1,1,RP B12,56196396,28688300,42442348,0.9211020336641822,NA,0.0017014662317078586,NA,C63H88CoN14O14P,63,1,0.10719237259759509,0.0017014662317078586,3058.629121419932,694.454203893448,3.504588766480858e-5,2.4500769412419297e-6,127.9385246,16.91749292,8.378428071820605e-7,1.0057437232300368e-7
Sulfurol,Inj_vol,0.5381126558826509,0.5381126558826509,314426,200825,Smp,20ppt3C_A,A,200825,314426,200825_Smp_20ppt3C_A Sulfurol,RP,314426,Sulfurol_X_RP,0.6,76.76311476,524043.3333333334,4096.055781257098,2756865,16,0.40740740740740744,1,400,1,1,Sulfurol,680619392,631831168,656225280,0.7863034750049629,NA,4.0624126876459733e-4,NA,C6H9NOS,6,1,0.002437447612587584,4.0624126876459733e-4,3058.629121419932,694.454203893448,7.969085220296432e-7,5.849792059534109e-7,127.9385246,16.91749292,1.905170956291913e-8,2.4013089332186777e-8
Vitamin B5,"Pyridoxal, D3",0.3358585039333279,0.178376118136365,981081,200825,Smp,20ppt3C_A,A,200825,1010992.4207750852,200825_Smp_20ppt3C_A Vitamin B5,RP,981081,Vitamin B5_X_RP,0.6,76.76311476,1684987.3679584754,13170.289193396526,18715477.00505429,9,0.6666666666666667,1,400,1,1,Vitamin B5,88008216,61721316,74864766,1.213219988134875,NA,0.007420610088138922,NA,C9H17NO5,9,1,0.0667854907932503,0.007420610088138922,3058.629121419932,694.454203893448,2.1835105905957615e-5,1.068552835670858e-5,127.9385246,16.91749292,5.220123571227294e-7,4.38635329905545e-7
Vitamin B6,"L-Tryptophan, D3",0.1802224127028609,0.11846570230736408,725845,200825,Smp,20ppt3C_A,A,200825,898484.8581752751,200825_Smp_20ppt3C_A Vitamin B6,RP,725845,Vitamin B6_X_RP,0.6,76.76311476,1497474.7636254586,11704.643056556388,175465164.83572602,10,0.6296296296296297,1,400,1,1,Vitamin B6,566306496,541020736,553663616,0.6314841528621162,NA,0.001713211820822909,NA,C8H11NO3,8,1,0.013705694566583273,0.001713211820822909,3058.629121419932,694.454203893448,4.480992635099403e-6,2.466990351873184e-6,127.9385246,16.91749292,1.0712718947974545e-7,1.0126865895108701e-7
Xanthine,"Indole 3 Acetic Acid, D5",0.22438185232386687,0.1039939703489956,42485848,200825,Smp,20ppt3C_A,A,200825,37776074.67090984,200825_Smp_20ppt3C_A Xanthine,RP,42485848,Xanthine_X_RP,0.6,76.76311476,62960124.4515164,492112.32229198614,672000958.3729496,3,0.8888888888888888,1,400,1,1,Xanthine,36549840,10111464,23330652,1.4113261980653564,NA,0.7648412279019859,NA,C5H4N4O2,5,4,3.8242061395099296,3.0593649116079438,3058.629121419932,694.454203893448,0.001250300702601886,0.004405423560625965,127.9385246,16.91749292,2.9890966395511568e-5,1.8084032463173885e-4
3OC12-HSL,Inj_vol,2.6268807039298925,2.6268807039298925,167503,200825,Smp,20ppt3C_B,B,200825,167503,200825_Smp_20ppt3C_B 3OC12-HSL,RP,167503,3OC12-HSL_X_RP,0.62,76.75804953,270166.12903225806,2182.2206403842165,3576281,18,0.33333333333333337,1,400,1,1,3OC12-HSL,272370112,226408096,249389104,0.770733340519836,NA,5.622238573381115e-4,NA,C16H27NO4,16,1,0.008995581717409783,5.622238573381115e-4,2817.849330437376,700.7247630663392,3.1923572421856648e-6,8.023462091989526e-7,123.8033057,15.94415667,7.266027079444765e-8,3.5262063022497346e-8
3OC8-HSL,"Pyridoxal, D3",0.629453070752051,0.49019044727562144,76080,200825,Smp,20ppt3C_B,B,200825,71532.9155138694,200825_Smp_20ppt3C_B 3OC8-HSL,RP,76080,3OC8-HSL_X_RP,0.62,76.75804953,115375.67018366032,931.9272174302916,1923905.0429113489,25,0.07407407407407407,1,400,1,1,3OC8-HSL,144879200,139877184,142378192,0.9802881290948726,NA,3.306564591795045e-4,NA,C12H19NO4,12,1,0.003967877510154054,3.306564591795045e-4,2817.849330437376,700.7247630663392,1.408122665500421e-6,4.7187779939810763e-7,123.8033057,15.94415667,3.2049851074001286e-8,2.0738410066031074e-8
3OHC12-HSL,Inj_vol,0.3138469423918869,0.3138469423918869,166633,200825,Smp,20ppt3C_B,B,200825,166633,200825_Smp_20ppt3C_B 3OHC12-HSL,RP,166633,3OHC12-HSL_X_RP,0.62,76.75804953,268762.9032258064,2170.8863242398234,9928504,19,0.2962962962962963,1,400,1,1,3OHC12-HSL,263336192,209337904,236337048,1.0630912551444551,NA,4.2788490217986766e-4,NA,C16H29NO4,16,1,0.006846158434877883,4.2788490217986766e-4,2817.849330437376,700.7247630663392,2.429568664629506e-6,6.1063191246084e-7,123.8033057,15.94415667,5.529867232679137e-8,2.683647125626668e-8
7-dehydrocholesterol,Inj_vol,0.4057659285593424,0.4057659285593424,69007,200825,Smp,20ppt3C_B,B,200825,69007,200825_Smp_20ppt3C_B 7-dehydrocholesterol,RP,69007,7-dehydrocholesterol_X_RP,0.62,76.75804953,111301.6129032258,899.0197174438287,801867,26,0.03703703703703709,1,400,1,1,7-dehydrocholesterol,3250480,1133756,2192118,5.1487697034849464,NA,0.003944519016007326,NA,C27H44O,27,NA,0.10650201343219781,NA,2817.849330437376,700.7247630663392,3.7795496118902484e-5,NA,123.8033057,15.94415667,8.602517746195998e-7,NA
Adenosyl Methionine,"Pyridoxal, D3",0.20093786936184893,0.05518582534394999,26621592,200825,Smp,20ppt3C_B,B,200825,25030495.417727415,200825_Smp_20ppt3C_B Adenosyl Methionine,RP,26621592,Adenosyl Methionine_X_RP,0.62,76.75804953,40371766.80278615,326096.03254632646,250765103.00201797,4,0.8518518518518519,1,400,1,1,Adenosyl Methionine,23176948,19000252,21088600,0.9088320027439032,NA,0.8425707656105171,NA,C15H22N6O5S,15,6,12.638561484157757,5.055424593663103,2817.849330437376,700.7247630663392,0.0044851800086117615,0.007214565347370912,123.8033057,15.94415667,1.0208581598607311e-4,3.170706797666648e-4
Agmatine,"Pyridoxal, D3",0.27964473821831304,0.11447681712334208,275517,200825,Smp,20ppt3C_B,B,200825,259050.1351687008,200825_Smp_20ppt3C_B Agmatine,RP,275517,Agmatine_X_RP,0.62,76.75804953,417822.7986591949,3374.892102585984,42618942.93793417,16,0.40740740740740744,1,400,1,1,Agmatine,111688360,102972840,107330600,0.24914393357871084,NA,0.006249974579269934,NA,C5H14N4,5,4,0.031249872896349673,0.024999898317079737,2817.849330437376,700.7247630663392,1.1089972965836036e-5,3.567720114197383e-5,123.8033057,15.94415667,2.5241549665946984e-7,1.5679661730945433e-6
C14-HSL,"L-Phenylalanine, D8",0.14169400209760427,0.08547569526667295,297250,200825,Smp,20ppt3C_B,B,200825,242837.5904464839,200825_Smp_20ppt3C_B C14-HSL,RP,297250,C14-HSL_X_RP,0.62,76.75804953,391673.53297819983,3163.6758871989528,16244604.2912921,15,0.4444444444444444,1,400,1,1,C14-HSL,149173440,59044432,104108936,0.983457712913408,NA,0.0015301729420291231,NA,C18H33NO3,18,1,0.027543112956524216,0.0015301729420291231,2817.849330437376,700.7247630663392,9.774515854702948e-6,2.183700395192482e-6,123.8033057,15.94415667,2.2247477804241068e-7,9.597076682696214e-8
Carotene,Inj_vol,0.24876858783416217,0.24876858783416217,111640,200825,Smp,20ppt3C_B,B,200825,111640,200825_Smp_20ppt3C_B Carotene,RP,111640,Carotene_X_RP,0.62,76.75804953,180064.51612903227,1454.4402923678615,3291806,22,0.18518518518518523,1,400,1,1,Carotene,1048756,488824,768790,5.4062402923046005,NA,0.017329461160635908,NA,C40H56,40,NA,0.6931784464254364,NA,2817.849330437376,700.7247630663392,2.459955679453748e-4,NA,123.8033057,15.94415667,5.59903019152934e-6,NA
Desthiobiotin,Inj_vol,0.2079548875556214,0.2079548875556214,96223,200825,Smp,20ppt3C_B,B,200825,96223,200825_Smp_20ppt3C_B Desthiobiotin,RP,96223,Desthiobiotin_X_RP,0.62,76.75804953,155198.38709677418,1253.5883935194622,1256288,23,0.14814814814814814,1,400,1,1,Desthiobiotin,244678720,177804944,211241832,1.1367082221065417,NA,2.585343587527515e-4,NA,C10H18N2O3,10,2,0.002585343587527515,5.17068717505503e-4,2817.849330437376,700.7247630663392,9.174882274937772e-7,7.37905586842449e-7,123.8033057,15.94415667,2.0882670078231318e-8,3.242998223157218e-8
Glutathione,Inj_vol,0.4599836592083196,0.4599836592083196,112008,200825,Smp,20ppt3C_B,B,200825,112008,200825_Smp_20ppt3C_B Glutathione,RP,112008,Glutathione_X_RP,0.62,76.75804953,180658.06451612903,1459.234577817444,660067,21,0.2222222222222222,1,400,1,1,Glutathione,31985900,13462076,22723988,0.0248887298,Literature value,0.12777034288538264,Literature value,C10H17N3O6S,10,3,1.2777034288538265,0.3833110286561479,2817.849330437376,700.7247630663392,4.5343213175117e-4,5.470208116790344e-4,123.8033057,15.94415667,1.0320430634945691e-5,2.4040846850017056e-5
Hydroxo B12,Inj_vol,0.0909966581224534,0.0909966581224534,1135468,200825,Smp,20ppt3C_B,B,200825,1135468,200825_Smp_20ppt3C_B Hydroxo B12,RP,1135468,Hydroxo B12_X_RP,0.62,76.75804953,1831400,14792.819866484691,8649550,8,0.7037037037037037,2,400,1,1,Hydroxo B12,212174720,135981952,174078336,0.7131676627974644,NA,0.005900744792869064,NA,C62H89CoN13O15P,62,1,0.365846177157882,0.005900744792869064,2817.849330437376,700.7247630663392,1.2983170292539976e-4,8.42091660504144e-6,123.8033057,15.94415667,2.9550598434293826e-6,3.7008823451739605e-7
Indole 3 acetamide,"L-Tryptophan, D3",0.19606749936632245,0.12917385262328485,76196,200825,Smp,20ppt3C_B,B,200825,58469.12446818414,200825_Smp_20ppt3C_B Indole 3 acetamide,RP,76196,Indole 3 acetamide_X_RP,0.62,76.75804953,94305.03946481312,761.7328062163976,4633962.935049429,24,0.11111111111111116,1,400,1,1,Indole 3 acetamide,233086928,222246480,227666704,0.8806514575109674,NA,1.8814440768792265e-4,NA,C10H10N2O,10,2,0.0018814440768792264,3.762888153758453e-4,2817.849330437376,700.7247630663392,6.676879620768069e-7,5.369994542924712e-7,123.8033057,15.94415667,1.519704232646533e-8,2.3600421343316196e-8
Indole 3 methyl acetate,Inj_vol,0.2230382733445617,0.2230382733445617,67684,200825,Smp,20ppt3C_B,B,200825,67684,200825_Smp_20ppt3C_B Indole 3 methyl acetate,RP,67684,Indole 3 methyl acetate_X_RP,0.62,76.75804953,109167.74193548388,881.7837401345964,1550059,27,0,1,400,1,1,Indole 3 methyl acetate,59003572,33841068,46422320,0.8912208169404785,NA,0.0010554609152098708,NA,C11H11NO2,11,1,0.011610070067308579,0.0010554609152098708,2817.849330437376,700.7247630663392,4.120188379804717e-6,1.506241781139891e-6,123.8033057,15.94415667,9.377835269958046e-8,6.619734972849278e-8
Isobutyryl-L-carnitine,"L-Tryptophan, D3",0.10907489454654314,0.029409346606318,8689996,200825,Smp,20ppt3C_B,B,200825,6668282.557509874,200825_Smp_20ppt3C_B Isobutyryl-L-carnitine,RP,8689996,Isobutyryl-L-carnitine_X_RP,0.62,76.75804953,10755294.44759657,86874.04901949278,214226510.4371842,6,0.7777777777777778,1,400,1,1,Isobutyryl-L-carnitine,96714048,54742596,75728322,0.9478072673056788,NA,0.05993823191691438,NA,C11H21NO4,11,1,0.6593205510860581,0.05993823191691438,2817.849330437376,700.7247630663392,2.3398005846668915e-4,8.55374821558003e-5,123.8033057,15.94415667,5.32554884022017e-6,3.7592600949344773e-6
Kynurenine,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.120639190997958,0.04819700056220014,616270,200825,Smp,20ppt3C_B,B,200825,436438.8495289613,200825_Smp_20ppt3C_B Kynurenine,RP,616270,Kynurenine_X_RP,0.62,76.75804953,703933.6282725182,5685.903331329234,25470493.360840306,13,0.5185185185185186,1,400,1,1,Kynurenine,97693088,54795296,76244192,0.9033506330289176,NA,0.004088166588686158,NA,C10H12N2O3,10,2,0.04088166588686158,0.008176333177372316,2817.849330437376,700.7247630663392,1.4508109232552928e-5,1.1668394793974541e-5,123.8033057,15.94415667,3.302146550587751e-7,5.128106394461511e-7
Methylthioadenosine,"L-Tryptophan, D3",0.215281330336489,0.12625504597926313,9604505,200825,Smp,20ppt3C_B,B,200825,7370032.5253333105,200825_Smp_20ppt3C_B Methylthioadenosine,RP,9604505,Methylthioadenosine_X_RP,0.62,76.75804953,11887149.234408565,96016.4122259623,128509926.3028596,5,0.8148148148148149,1,400,1,1,Methylthioadenosine,715680960,257616256,486648608,0.8762012379222064,NA,0.011151116637194947,NA,C11H15N5O3S,11,5,0.12266228300914442,0.05575558318597473,2817.849330437376,700.7247630663392,4.353046193215208e-5,7.956844987465674e-5,123.8033057,15.94415667,9.907835846191337e-7,3.4969289589886307e-6
RP B12,Inj_vol,0.2995946702327922,0.2995946702327922,124042,200825,Smp,20ppt3C_B,B,200825,124042,200825_Smp_20ppt3C_B RP B12,RP,124042,RP B12_X_RP,0.62,76.75804953,200067.74193548388,1616.0129231986232,934453,20,0.2592592592592593,2,400,1,1,RP B12,56196396,28688300,42442348,0.9211020336641822,NA,0.002047056919813188,NA,C63H88CoN14O14P,63,1,0.12896458594823085,0.002047056919813188,2817.849330437376,700.7247630663392,4.576702684391342e-5,2.9213423411145934e-6,123.8033057,15.94415667,1.0416893573160127e-6,1.2838916238604596e-7
Sulfurol,Inj_vol,0.5381126558826509,0.5381126558826509,421335,200825,Smp,20ppt3C_B,B,200825,421335,200825_Smp_20ppt3C_B Sulfurol,RP,421335,Sulfurol_X_RP,0.62,76.75804953,679572.5806451613,5489.131141032005,2756865,14,0.4814814814814815,1,400,1,1,Sulfurol,680619392,631831168,656225280,0.7863034750049629,NA,5.268083950670529e-4,NA,C6H9NOS,6,1,0.003160850370402317,5.268083950670529e-4,2817.849330437376,700.7247630663392,1.1217244074266036e-6,7.518050207927057e-7,123.8033057,15.94415667,2.5531227559154885e-8,3.304084411427531e-8
Vitamin B5,"Pyridoxal, D3",0.3358585039333279,0.178376118136365,993190,200825,Smp,20ppt3C_B,B,200825,933829.868023396,200825_Smp_20ppt3C_B Vitamin B5,RP,993190,Vitamin B5_X_RP,0.62,76.75804953,1506177.2064893483,12165.888447418394,18715477.00505429,9,0.6666666666666667,1,400,1,1,Vitamin B5,88008216,61721316,74864766,1.213219988134875,NA,0.006633138019628878,NA,C9H17NO5,9,1,0.0596982421766599,0.006633138019628878,2817.849330437376,700.7247630663392,2.1185746708250636e-5,9.466110474821201e-6,123.8033057,15.94415667,4.822023276286386e-7,4.16023133547701e-7
Vitamin B6,"L-Tryptophan, D3",0.1802224127028609,0.11846570230736408,725845,200825,Smp,20ppt3C_B,B,200825,556978.3407214173,200825_Smp_20ppt3C_B Vitamin B6,RP,725845,Vitamin B6_X_RP,0.62,76.75804953,898352.1624538989,7256.285746340242,175465164.83572602,11,0.5925925925925926,1,400,1,1,Vitamin B6,566306496,541020736,553663616,0.6314841528621162,NA,0.0010277752796659391,NA,C8H11NO3,8,1,0.008222202237327513,0.0010277752796659391,2817.849330437376,700.7247630663392,2.9178998850344115e-6,1.4667317809184338e-6,123.8033057,15.94415667,6.641343048829038e-8,6.446093706541201e-8
Xanthine,"Indole 3 Acetic Acid, D5",0.22438185232386687,0.1039939703489956,42309276,200825,Smp,20ppt3C_B,B,200825,36930208.0630553,200825_Smp_20ppt3C_B Xanthine,RP,42309276,Xanthine_X_RP,0.62,76.75804953,59564851.71460533,481124.88904009416,672000958.3729496,3,0.8888888888888888,1,400,1,1,Xanthine,36549840,10111464,23330652,1.4113261980653564,NA,0.7235953664653403,NA,C5H4N4O2,5,4,3.6179768323267014,2.894381465861361,2817.849330437376,700.7247630663392,0.0012839497105990164,0.0041305539898371536,123.8033057,15.94415667,2.9223588270686227e-5,1.8153242756999082e-4
3OC12-HSL,Inj_vol,2.6268807039298925,2.6268807039298925,413953,200825,Smp,20ppt3C_C,C,200825,413953,200825_Smp_20ppt3C_C 3OC12-HSL,RP,413953,3OC12-HSL_X_RP,0.6,64.52739864,689921.6666666667,6415.150908367689,3576281,13,0.45833333333333337,1,400,1,1,3OC12-HSL,272370112,226408096,249389104,0.770733340519836,NA,0.001435747782610298,NA,C16H27NO4,16,1,0.022971964521764768,0.001435747782610298,3003.9729854636853,951.7610886640542,7.647194110242265e-6,1.5085170004434568e-6,107.5456644,14.40024401,2.136019582930278e-7,9.970301764423351e-8
