MassFeature,FinalBMIS,Orig_RSD,FinalRSD,Filled_area,runDate,type,SampID,replicate,Column,Date,Adjusted_Area,Run.Cmpd
(3-Carboxypropyl)trimethylammonium (TMAB),"Betaine, 13C5-15N",0.12515456788532978,0.06339744803195506,40350140,200821,Poo,TruePooAnt18,Full3a,HILICPos,200821,38500462.43066433,200821_Poo_TruePooAnt18_Full3a (3-Carboxypropyl)trimethylammonium (TMAB)
(3-Carboxypropyl)trimethylammonium (TMAB),"Betaine, 13C5-15N",0.12515456788532978,0.06339744803195506,38966752,200821,Poo,TruePooAnt18,Full4,HILICPos,200821,37022859.47003592,200821_Poo_TruePooAnt18_Full4 (3-Carboxypropyl)trimethylammonium (TMAB)
(3-Carboxypropyl)trimethylammonium (TMAB),"Betaine, 13C5-15N",0.12515456788532978,0.06339744803195506,22213206,200821,Poo,TruePooAnt18,Half1,HILICPos,200821,37787125.38743677,200821_Poo_TruePooAnt18_Half1 (3-Carboxypropyl)trimethylammonium (TMAB)
(3-Carboxypropyl)trimethylammonium (TMAB),"Betaine, 13C5-15N",0.12515456788532978,0.06339744803195506,20810196,200821,Poo,TruePooAnt18,Half2,HILICPos,200821,37742438.373149015,200821_Poo_TruePooAnt18_Half2 (3-Carboxypropyl)trimethylammonium (TMAB)
(3-Carboxypropyl)trimethylammonium (TMAB),"Betaine, 13C5-15N",0.12515456788532978,0.06339744803195506,21918682,200821,Poo,TruePooAnt18,Half3,HILICPos,200821,39054675.30405694,200821_Poo_TruePooAnt18_Half3 (3-Carboxypropyl)trimethylammonium (TMAB)
(3-Carboxypropyl)trimethylammonium (TMAB),"Betaine, 13C5-15N",0.12515456788532978,0.06339744803195506,27257080,200821,Poo,TruePooAnt18,Half3a,HILICPos,200821,44061616.06371498,200821_Poo_TruePooAnt18_Half3a (3-Carboxypropyl)trimethylammonium (TMAB)
(3-Carboxypropyl)trimethylammonium (TMAB),"Betaine, 13C5-15N",0.12515456788532978,0.06339744803195506,24514338,200821,Poo,TruePooAnt18,Half4,HILICPos,200821,41751699.50711709,200821_Poo_TruePooAnt18_Half4 (3-Carboxypropyl)trimethylammonium (TMAB)
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,4547623,200821,Smp,20ppt3C,A,HILICPos,200821,4099225.765186452,200821_Smp_20ppt3C_A 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,4547623,200821,Smp,20ppt3C,B,HILICPos,200821,4278929.276859971,200821_Smp_20ppt3C_B 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,4547623,200821,Smp,20ppt3C,C,HILICPos,200821,3881436.5024261405,200821_Smp_20ppt3C_C 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,18090928,200821,Smp,35ppt0C,A,HILICPos,200821,16545088.331863467,200821_Smp_35ppt0C_A 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,15131612,200821,Smp,35ppt0C,B,HILICPos,200821,14767802.870936794,200821_Smp_35ppt0C_B 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,21546938,200821,Smp,35ppt0C,C,HILICPos,200821,21538973.848418195,200821_Smp_35ppt0C_C 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,9031486,200821,Smp,50ppt-3C,A,HILICPos,200821,9031964.751040172,200821_Smp_50ppt-3C_A 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,15678373,200821,Smp,50ppt-3C,B,HILICPos,200821,14988592.586417997,200821_Smp_50ppt-3C_B 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,16860248,200821,Smp,50ppt-3C,C,HILICPos,200821,20273047.163321424,200821_Smp_50ppt-3C_C 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,11265460,200821,Smp,Ev15SW,A,HILICPos,200821,12267843.277520929,200821_Smp_Ev15SW_A 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,33985312,200821,Smp,Ev32Core,A,HILICPos,200821,45280787.7569152,200821_Smp_Ev32Core_A 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,11265460,200821,Smp,Ev32Core,B,HILICPos,200821,12089582.209891884,200821_Smp_Ev32Core_B 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,11265460,200821,Smp,Ev32Core,C,HILICPos,200821,10987779.485606248,200821_Smp_Ev32Core_C 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,31970468,200821,Smp,Ev37Core,A,HILICPos,200821,58187828.912699886,200821_Smp_Ev37Core_A 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,11265460,200821,Smp,Ev51Slush,A,HILICPos,200821,16976167.714058787,200821_Smp_Ev51Slush_A 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,56796388,200821,Smp,EvXCore,A,HILICPos,200821,68970497.22201695,200821_Smp_EvXCore_A 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,11265460,200821,Smp,EvXSW,A,HILICPos,200821,10536606.847052323,200821_Smp_EvXSW_A 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,13239247,200821,Smp,Hero1,A,HILICPos,200821,12951556.95596211,200821_Smp_Hero1_A 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,13239247,200821,Smp,Hero1,B,HILICPos,200821,12099766.056553569,200821_Smp_Hero1_B 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,13239247,200821,Smp,Hero1,C,HILICPos,200821,12223889.40757405,200821_Smp_Hero1_C 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,13239247,200821,Smp,StaB1,A,HILICPos,200821,12520268.463557538,200821_Smp_StaB1_A 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,13239247,200821,Smp,StaB1,B,HILICPos,200821,14135065.724015037,200821_Smp_StaB1_B 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,13239247,200821,Smp,StaB1,C,HILICPos,200821,11703279.0221908,200821_Smp_StaB1_C 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,13239247,200821,Smp,StaB1,D,HILICPos,200821,11719883.31005905,200821_Smp_StaB1_D 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,13239247,200821,Smp,StaB1,E,HILICPos,200821,11564322.085054614,200821_Smp_StaB1_E 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,13239247,200821,Smp,StaB2,A,HILICPos,200821,15545241.938812958,200821_Smp_StaB2_A 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,13239247,200821,Smp,StaB2,B,HILICPos,200821,10768771.035750704,200821_Smp_StaB2_B 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,13239247,200821,Smp,StaB2,C,HILICPos,200821,12184036.033537686,200821_Smp_StaB2_C 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,11765257,200821,Smp,StaB3,A,HILICPos,200821,11989440.033031505,200821_Smp_StaB3_A 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,11765257,200821,Smp,StaB3,B,HILICPos,200821,11748460.06401352,200821_Smp_StaB3_B 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,11765257,200821,Smp,StaB3,C,HILICPos,200821,11434581.619099794,200821_Smp_StaB3_C 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,29865682,200821,Smp,StaB4,A,HILICPos,200821,26350748.846636467,200821_Smp_StaB4_A 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,24966654,200821,Smp,StaB4,B,HILICPos,200821,21377822.576059677,200821_Smp_StaB4_B 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,31522362,200821,Smp,StaB4,C,HILICPos,200821,33241081.921635114,200821_Smp_StaB4_C 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,14698549,200821,Smp,StaB5,A,HILICPos,200821,16319413.096210103,200821_Smp_StaB5_A 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,14698549,200821,Smp,StaB5,B,HILICPos,200821,17362001.668644775,200821_Smp_StaB5_B 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,14698549,200821,Smp,StaB5,C,HILICPos,200821,12746962.78944455,200821_Smp_StaB5_C 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,22333466,200821,Poo,TruePooAnt18,Full1,HILICPos,200821,22118877.455843825,200821_Poo_TruePooAnt18_Full1 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,17048946,200821,Poo,TruePooAnt18,Full2,HILICPos,200821,17266488.208554912,200821_Poo_TruePooAnt18_Full2 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,20067616,200821,Poo,TruePooAnt18,Full3,HILICPos,200821,19379664.36987859,200821_Poo_TruePooAnt18_Full3 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,22537650,200821,Poo,TruePooAnt18,Full3a,HILICPos,200821,21504508.95834468,200821_Poo_TruePooAnt18_Full3a 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,19537658,200821,Poo,TruePooAnt18,Full4,HILICPos,200821,18563003.827150464,200821_Poo_TruePooAnt18_Full4 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,11672983,200821,Poo,TruePooAnt18,Half1,HILICPos,200821,19857037.847954854,200821_Poo_TruePooAnt18_Half1 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,10788004,200821,Poo,TruePooAnt18,Half2,HILICPos,200821,19565677.139191054,200821_Poo_TruePooAnt18_Half2 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,12079079,200821,Poo,TruePooAnt18,Half3,HILICPos,200821,21522485.171191078,200821_Poo_TruePooAnt18_Half3 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,13302784,200821,Poo,TruePooAnt18,Half3a,HILICPos,200821,21504216.929565847,200821_Poo_TruePooAnt18_Half3a 4-Hydroxyisoleucine
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,11313178,200821,Poo,TruePooAnt18,Half4,HILICPos,200821,19268087.448518004,200821_Poo_TruePooAnt18_Half4 4-Hydroxyisoleucine
6-Methyladenine,"Sucrose, 13C",0.22114031059832598,0.16918053921209728,805444,200821,Smp,20ppt3C,A,HILICPos,200821,768139.0964369832,200821_Smp_20ppt3C_A 6-Methyladenine
6-Methyladenine,"Sucrose, 13C",0.22114031059832598,0.16918053921209728,805444,200821,Smp,20ppt3C,B,HILICPos,200821,914582.9385700802,200821_Smp_20ppt3C_B 6-Methyladenine
6-Methyladenine,"Sucrose, 13C",0.22114031059832598,0.16918053921209728,805444,200821,Smp,20ppt3C,C,HILICPos,200821,935365.8417653015,200821_Smp_20ppt3C_C 6-Methyladenine
6-Methyladenine,"Sucrose, 13C",0.22114031059832598,0.16918053921209728,1967693,200821,Smp,35ppt0C,A,HILICPos,200821,2126933.1307750735,200821_Smp_35ppt0C_A 6-Methyladenine
6-Methyladenine,"Sucrose, 13C",0.22114031059832598,0.16918053921209728,2433226,200821,Smp,35ppt0C,B,HILICPos,200821,2686196.1274116873,200821_Smp_35ppt0C_B 6-Methyladenine
6-Methyladenine,"Sucrose, 13C",0.22114031059832598,0.16918053921209728,2098419,200821,Smp,35ppt0C,C,HILICPos,200821,2134398.618357142,200821_Smp_35ppt0C_C 6-Methyladenine
6-Methyladenine,"Sucrose, 13C",0.22114031059832598,0.16918053921209728,1080055,200821,Smp,50ppt-3C,A,HILICPos,200821,1069530.7910317185,200821_Smp_50ppt-3C_A 6-Methyladenine
6-Methyladenine,"Sucrose, 13C",0.22114031059832598,0.16918053921209728,1267222,200821,Smp,50ppt-3C,B,HILICPos,200821,1460847.8990139472,200821_Smp_50ppt-3C_B 6-Methyladenine
6-Methyladenine,"Sucrose, 13C",0.22114031059832598,0.16918053921209728,437899,200821,Smp,50ppt-3C,C,HILICPos,200821,353155.7565323807,200821_Smp_50ppt-3C_C 6-Methyladenine
6-Methyladenine,"Sucrose, 13C",0.22114031059832598,0.16918053921209728,657955,200821,Smp,Ev15SW,A,HILICPos,200821,672013.8379147942,200821_Smp_Ev15SW_A 6-Methyladenine
6-Methyladenine,"Sucrose, 13C",0.22114031059832598,0.16918053921209728,657955,200821,Smp,Ev32Core,A,HILICPos,200821,817034.5984199371,200821_Smp_Ev32Core_A 6-Methyladenine
6-Methyladenine,"Sucrose, 13C",0.22114031059832598,0.16918053921209728,657955,200821,Smp,Ev32Core,B,HILICPos,200821,682118.2401977984,200821_Smp_Ev32Core_B 6-Methyladenine
6-Methyladenine,"Sucrose, 13C",0.22114031059832598,0.16918053921209728,2203582,200821,Smp,Ev32Core,C,HILICPos,200821,2181467.61928585,200821_Smp_Ev32Core_C 6-Methyladenine
6-Methyladenine,"Sucrose, 13C",0.22114031059832598,0.16918053921209728,657955,200821,Smp,Ev37Core,A,HILICPos,200821,722070.2054802993,200821_Smp_Ev37Core_A 6-Methyladenine
6-Methyladenine,"Sucrose, 13C",0.22114031059832598,0.16918053921209728,657955,200821,Smp,Ev51Slush,A,HILICPos,200821,647335.5487694442,200821_Smp_Ev51Slush_A 6-Methyladenine
6-Methyladenine,"Sucrose, 13C",0.22114031059832598,0.16918053921209728,2974347,200821,Smp,EvXCore,A,HILICPos,200821,3542194.0319203148,200821_Smp_EvXCore_A 6-Methyladenine
6-Methyladenine,"Sucrose, 13C",0.22114031059832598,0.16918053921209728,657955,200821,Smp,EvXSW,A,HILICPos,200821,637826.8505770793,200821_Smp_EvXSW_A 6-Methyladenine
6-Methyladenine,"Sucrose, 13C",0.22114031059832598,0.16918053921209728,585553,200821,Smp,Hero1,A,HILICPos,200821,466471.1672549182,200821_Smp_Hero1_A 6-Methyladenine
6-Methyladenine,"Sucrose, 13C",0.22114031059832598,0.16918053921209728,585553,200821,Smp,Hero1,B,HILICPos,200821,496013.27932917647,200821_Smp_Hero1_B 6-Methyladenine
6-Methyladenine,"Sucrose, 13C",0.22114031059832598,0.16918053921209728,585553,200821,Smp,Hero1,C,HILICPos,200821,394025.0816499036,200821_Smp_Hero1_C 6-Methyladenine
6-Methyladenine,"Sucrose, 13C",0.22114031059832598,0.16918053921209728,585553,200821,Smp,StaB1,A,HILICPos,200821,561878.0430182336,200821_Smp_StaB1_A 6-Methyladenine
